"US_2yryDate","US_2yryClose","US_2yry_hpft","US_2yry_hpfc"
2023-06-10,NA,4.19540646401876,0.394593535981244
2023-06-09,4.59,4.19535621515441,0.324643784845589
2023-06-08,4.52,4.19530612939917,0.364693870600834
2023-06-07,4.56,4.19525650405681,0.314743495943192
2023-06-06,4.51,4.1952077871809,0.264792212819101
2023-06-05,4.46,4.19516055692732,0.278172776406014
2023-06-04,4.47333333333333,4.19511550090639,0.291551165760272
2023-06-03,4.48666666666667,4.19507342171389,0.304926578286114
2023-06-02,4.5,4.19503524246109,0.134964757538909
2023-06-01,4.33,4.19500201230378,0.204997987696219
2023-05-31,4.4,4.19497483618653,0.265025163813468
2023-05-30,4.46,4.19495490379198,0.29171176287469
2023-05-29,4.48666666666667,4.19494351435346,0.318389818979874
2023-05-28,4.51333333333333,4.19494208768623,0.345057912313768
2023-05-26,4.54,4.19495217521513,0.305047824784873
2023-05-25,4.5,4.19497547099804,0.115024529001955
2023-05-24,4.31,4.19501379518736,0.0649862048126427
2023-05-23,4.26,4.19506901548193,0.0949309845180708
2023-05-22,4.29,4.19514302644336,0.0915236402233089
2023-05-21,4.28666666666667,4.19523776187389,0.0880955714594406
2023-05-20,4.28333333333333,4.19535519340795,0.0846448065920533
2023-05-19,4.28,4.19549732909514,0.0445026709048621
2023-05-18,4.24,4.19566621197379,-0.0756662119737865
2023-05-17,4.12,4.19586390347789,-0.135863903477893
2023-05-16,4.06,4.19609243376404,-0.20609243376404
2023-05-15,3.99,4.19635377682819,-0.209687110161526
2023-05-14,3.98666666666667,4.19664982147586,-0.213316488142523
2023-05-13,3.98333333333333,4.1969823698365,-0.2169823698365
2023-05-12,3.98,4.19735313586296,-0.307353135862959
2023-05-11,3.89,4.19776374381652,-0.297763743816517
2023-05-10,3.9,4.19821569091076,-0.188215690910757
2023-05-09,4.01,4.19871035127587,-0.198710351275866
2023-05-08,4,4.19924902124119,-0.239249021241187
2023-05-06,3.96,4.19983291499713,-0.279832914997129
2023-05-05,3.92,4.20046314783836,-0.450463147838362
2023-05-04,3.75,4.20114071938775,-0.311140719387746
2023-05-03,3.89,4.20186644306474,-0.231866443064735
2023-05-02,3.97,4.20264100367586,-0.0626410036758646
2023-05-01,4.14,4.20346499018335,-0.0967983235166811
2023-04-30,4.10666666666667,4.20433896565614,-0.13100563232281
2023-04-29,4.07333333333333,4.20526345315059,-0.165263453150593
2023-04-28,4.04,4.20623892157069,-0.136238921570691
2023-04-27,4.07,4.20726577150704,-0.307265771507041
2023-04-26,3.9,4.20834434723472,-0.348344347234721
2023-04-25,3.86,4.20947486601738,-0.0894748660173752
2023-04-24,4.12,4.21065740112711,-0.0739907344604402
2023-04-23,4.13666666666667,4.21189198885069,-0.058558655517358
2023-04-22,4.15333333333333,4.21317863489019,-0.0431786348901861
2023-04-21,4.17,4.21451732074178,-0.0745173207417832
2023-04-20,4.14,4.21590801005342,0.0240919899465846
2023-04-19,4.24,4.21735063567045,-0.0273506356704483
2023-04-18,4.19,4.21884514039712,-0.0388451403971185
2023-04-17,4.18,4.2203914557318,-0.0737247890651336
2023-04-16,4.14666666666667,4.22198949711593,-0.108656163782601
2023-04-15,4.11333333333333,4.22363914951608,-0.143639149516076
2023-04-14,4.08,4.22534025298477,-0.26534025298477
2023-04-13,3.96,4.22709258819982,-0.277092588199816
2023-04-12,3.95,4.22889582615804,-0.198895826158044
2023-04-11,4.03,4.2307495233174,-0.230749523317396
2023-04-10,4,4.23265315392022,-0.247653153920216
2023-04-09,3.985,4.2346060968263,-0.264606096826297
2023-04-07,3.97,4.23660762852567,-0.416607628525666
2023-04-06,3.82,4.23865691613061,-0.448656916130613
2023-04-05,3.79,4.24075295454466,-0.400752954544663
2023-04-04,3.84,4.24289455321481,-0.272894553214811
2023-04-03,3.97,4.24508035593265,-0.242580355932653
2023-04-02,4.0025,4.24730889368637,-0.212308893686375
2023-04-01,4.035,4.24957859719105,-0.18207859719105
2023-03-31,4.0675,4.25188780940182,-0.151887809401818
2023-03-30,4.1,4.25423479800984,-0.174234798009841
2023-03-29,4.08,4.25661776792197,-0.236617767921974
2023-03-28,4.02,4.25903485202342,-0.319034852023416
2023-03-27,3.94,4.2614840853911,-0.381484085391103
2023-03-26,3.88,4.26396337122576,-0.443963371225757
2023-03-25,3.82,4.26647045503798,-0.506470455037979
2023-03-24,3.76,4.26900289882172,-0.509002898821724
2023-03-23,3.76,4.2715580552164,-0.311558055216405
2023-03-22,3.96,4.27413306646017,-0.104133066460172
2023-03-21,4.17,4.27672494600554,-0.356724946005542
2023-03-20,3.92,4.27933066426068,-0.414330664260682
2023-03-19,3.865,4.28194704417792,-0.471947044177921
2023-03-17,3.81,4.284570737442,-0.144570737441998
2023-03-16,4.14,4.28719820065372,-0.357198200653715
2023-03-15,3.93,4.28982583065415,-0.0898258306541493
2023-03-14,4.2,4.292449876633,-0.262449876633
2023-03-13,4.03,4.29506655064957,0.0199334493504265
2023-03-12,4.315,4.29767195627697,0.302328043723033
2023-03-10,4.6,4.30026220532796,0.599737794672044
2023-03-09,4.9,4.30283353458561,0.747166465414387
2023-03-08,5.05,4.30538242874041,0.694617571259588
2023-03-07,5,4.30790568133145,0.582094318668551
2023-03-06,4.89,4.31040037302477,0.569599626975235
2023-03-05,4.88,4.31286382510086,0.557136174899136
2023-03-04,4.87,4.31529359428976,0.544706405710239
2023-03-03,4.86,4.31768746761909,0.572312532380914
2023-03-02,4.89,4.32004345727641,0.569956542723591
2023-03-01,4.89,4.32235981202014,0.487640187979857
2023-02-28,4.81,4.32463501620579,0.455364983794208
2023-02-27,4.78,4.32686775575977,0.453132244240226
2023-02-26,4.78,4.32905690483801,0.450943095161988
2023-02-25,4.78,4.33120152490321,0.44879847509679
2023-02-24,4.78,4.33330086381964,0.326699136180362
2023-02-23,4.66,4.33535435496686,0.324645645033141
2023-02-22,4.66,4.33736156676891,0.332638433231085
2023-02-21,4.67,4.339322201845,0.313177798155003
2023-02-20,4.6525,4.34123610031391,0.293763899686094
2023-02-19,4.635,4.34310323174942,0.27439676825058
2023-02-18,4.6175,4.3449236871555,0.255076312844501
2023-02-17,4.6,4.34669767096075,0.273302329039248
2023-02-16,4.62,4.34842549303201,0.271574506967986
2023-02-15,4.62,4.35010757620835,0.249892423791652
2023-02-14,4.6,4.35174445558677,0.168255544413232
2023-02-13,4.52,4.35333676955976,0.159996563773574
2023-02-12,4.51333333333333,4.35488522606992,0.151781440596744
2023-02-11,4.50666666666667,4.35639059919615,0.143609400803853
2023-02-10,4.5,4.35785372575743,0.122146274242568
2023-02-09,4.48,4.35927550193516,0.0907244980648392
2023-02-08,4.45,4.36065687440127,0.109343125598733
2023-02-07,4.47,4.3619988273293,0.0780011726706985
2023-02-06,4.44,4.36330239009104,0.0300309432422933
2023-02-05,4.39333333333333,4.36456862430064,-0.0179019576339774
2023-02-04,4.34666666666667,4.36579860398598,-0.0657986039859819
2023-02-03,4.3,4.36699339577495,-0.276993395774949
2023-02-02,4.09,4.36815403909691,-0.278154039096909
2023-02-01,4.09,4.36928145888335,-0.159281458883351
2023-01-31,4.21,4.370376465088,-0.120376465088
2023-01-30,4.25,4.37143980182414,-0.141439801824143
2023-01-29,4.23,4.37247216344618,-0.162472163446176
2023-01-28,4.21,4.37347418584303,-0.183474185843033
2023-01-27,4.19,4.37444643774407,-0.204446437744073
2023-01-26,4.17,4.37538941203792,-0.265389412037923
2023-01-25,4.11,4.37630351710323,-0.256303517103228
2023-01-24,4.12,4.37718905161728,-0.167189051617282
2023-01-23,4.21,4.37804620831197,-0.191379541645304
2023-01-22,4.18666666666667,4.37887511080975,-0.215541777476414
2023-01-21,4.16333333333333,4.3796758036246,-0.239675803624601
2023-01-20,4.14,4.38044824217412,-0.290448242174117
2023-01-19,4.09,4.38119228280363,-0.321192282803628
2023-01-18,4.06,4.38190766179883,-0.201907661798833
2023-01-17,4.18,4.38259398267737,-0.192593982677369
2023-01-16,4.19,4.38325076549645,-0.183250765496449
2023-01-15,4.2,4.38387745070265,-0.17387745070265
2023-01-14,4.21,4.38447340299402,-0.164473402994018
2023-01-13,4.22,4.38503791519469,-0.265037915194687
2023-01-12,4.12,4.38557021214215,-0.185570212142149
