"L0Date","L0Close","L0_hpft","L0_hpfc"
2010-07-28,9790,10479.7985988102,-689.798598810226
2010-07-29,9805,10486.8496592065,-681.849659206532
2010-07-30,9850,10494.2927362098,-644.292736209831
2010-08-02,10505,10502.1211147782,2.8788852218355
2010-08-03,10485,10510.3278135431,-25.3278135430762
2010-08-04,10525,10518.9058523279,6.09414767205934
2010-08-05,10365,10527.8482404852,-162.848240485231
2010-08-06,10435,10537.1479898873,-102.147989887253
2010-08-09,10600,10546.7980450911,53.2019549089419
2010-08-10,10535,10556.7913084299,-21.7913084298793
2010-08-11,10385,10567.1207042287,-182.120704228695
2010-08-12,10220,10577.779147804,-357.779147803986
2010-08-13,10395,10588.7594791925,-193.759479192497
2010-08-16,10540,10600.0543905392,-60.0543905391859
2010-08-17,10625,10611.6564938949,13.3435061051209
2010-08-18,10585,10623.5583764882,-38.558376488195
2010-08-19,10715,10635.7526310618,79.2473689381936
2010-08-20,10415,10648.2318344212,-233.231834421217
2010-08-23,10325,10660.9885961288,-335.988596128759
2010-08-24,10240,10674.0154293389,-434.015429338854
2010-08-25,10345,10687.304708321,-342.304708321045
2010-08-26,10510,10700.8486279413,-190.848627941254
2010-08-27,10465,10714.6392415693,-249.639241569285
2010-08-30,10545,10728.668523687,-183.668523686988
2010-08-31,10260,10742.9283455845,-482.928345584535
2010-09-01,10375,10757.4105026313,-382.410502631336
2010-09-02,10590,10772.1065905732,-182.106590573244
2010-09-03,10520,10787.0080470833,-267.008047083317
2010-09-06,10735,10802.1062345589,-67.1062345589171
2010-09-07,10700,10817.3924050269,-117.392405026942
2010-09-08,10810,10832.8577827753,-22.8577827752517
2010-09-09,10475,10848.4935435667,-373.493543566733
2010-09-10,10525,10864.2908537158,-339.290853715831
2010-09-13,10620,10880.2407251495,-260.240725149506
2010-09-14,10555,10896.3340295449,-341.334029544941
2010-09-15,10445,10912.5615310074,-467.561531007362
2010-09-16,10400,10928.9138525477,-528.913852547729
2010-09-17,10460,10945.3814239057,-485.381423905729
2010-09-20,10545,10961.9544561894,-416.954456189414
2010-09-21,10445,10978.6229598699,-533.622959869851
2010-09-27,10700,10995.3767730658,-295.376773065807
2010-09-28,10685,11012.2055133176,-327.205513317641
2010-09-29,10740,11029.0986760691,-289.098676069089
2010-09-30,10830,11046.0456215101,-216.045621510096
2010-10-08,11060,11063.0355903289,-3.03559032894403
2010-10-11,11490,11080.0577339093,409.942266090692
2010-10-12,11330,11097.10120238,232.898797619961
2010-10-13,11435,11114.1553153237,320.844684676311
2010-10-14,11535,11131.2094885938,403.790511406249
2010-10-15,11415,11148.253270668,266.746729331958
2010-10-18,11185,11165.2763769351,19.7236230649254
2010-10-19,11285,11182.2686330458,102.731366954194
2010-10-20,11140,11199.2198728041,-59.2198728041161
2010-10-21,11210,11216.119972479,-6.11997247902103
2010-10-22,11430,11232.9587838602,197.041216139818
2010-10-25,11600,11249.7261562077,350.273843792294
2010-10-26,11535,11266.4120202305,268.587979769513
2010-10-27,11320,11283.0064514266,36.9935485733969
2010-10-28,11460,11299.4996363176,160.500363682362
2010-10-29,11590,11315.8817767169,274.118223283136
2010-11-01,11730,11332.1431407815,397.856859218457
2010-11-02,11665,11348.2741099793,316.725890020692
2010-11-03,11650,11364.2652302347,285.73476976531
2010-11-04,11875,11380.1071783947,494.892821605281
2010-11-05,12260,11395.7907494175,864.209250582485
2010-11-08,12270,11411.3069428299,858.693057170149
2010-11-09,12960,11426.6471153879,1533.35288461213
2010-11-10,13800,11441.8029787974,2358.19702120261
2010-11-11,13300,11456.76687859,1843.23312141004
2010-11-12,12895,11471.5321350802,1423.46786491981
2010-11-15,12295,11486.0928305034,808.907169496621
2010-11-16,12055,11500.4436354978,554.556364502219
2010-11-17,11755,11514.5795550716,240.420444928398
2010-11-18,12220,11528.4958234642,691.504176535845
2010-11-19,12210,11542.1877742958,667.812225704207
2010-11-22,12115,11555.6510270252,559.348972974791
2010-11-23,11610,11568.8814771594,41.1185228406364
2010-11-24,11765,11581.8752514168,183.124748583233
2010-11-25,11655,11594.6284935128,60.371506487218
2010-11-26,11300,11607.1374228592,-307.137422859185
2010-11-29,11510,11619.3982838234,-109.398283823356
2010-11-30,11375,11631.4071938139,-256.407193813901
2010-12-01,11555,11643.1602250186,-88.1602250186297
2010-12-02,11710,11654.6533436374,55.3466563625584
2010-12-03,11775,11665.8824794278,109.117520572232
2010-12-06,11800,11676.8435850253,123.156414974678
2010-12-07,11700,11687.5326581704,12.4673418295572
2010-12-08,11640,11697.9457475118,-57.9457475117856
2010-12-09,11795,11708.0789068512,86.921093148775
2010-12-10,11865,11717.9281660386,147.071833961449
2010-12-13,12370,11727.4895908522,642.510409147828
2010-12-14,12395,11736.7593078653,658.240692134652
2010-12-15,12310,11745.7337092384,564.266290761555
2010-12-16,12245,11754.4094592222,490.590540777846
2010-12-17,12350,11762.7834553128,587.216544687153
2010-12-20,12235,11770.8527977972,464.147202202788
2010-12-21,12345,11778.6148296925,566.38517030752
2010-12-22,12290,11786.0670858767,503.932914123334
2010-12-23,12650,11793.2073353484,856.792664651625
2010-12-24,12660,11800.0335554124,859.966444587567
2010-12-27,12725,11806.5440775361,918.455922463939
2010-12-28,12595,11812.7375886635,782.262411336495
2010-12-29,12425,11818.61315539,606.386844609983
2010-12-30,12545,11824.1701676683,720.829832331699
2010-12-31,12370,11829.4082661063,540.591733893745
2011-01-04,12665,11834.327389274,830.672610725991
2011-01-05,12610,11838.9276991996,771.072300800395
2011-01-06,12730,11843.2097012793,886.79029872069
2011-01-07,12255,11847.1742196389,407.825780361054
2011-01-10,12220,11850.8224449678,369.177555032178
2011-01-11,12210,11854.1557365339,355.844263466089
2011-01-12,12270,11857.1756062089,412.824393791063
2011-01-13,12300,11859.8837129548,440.116287045214
2011-01-14,12320,11862.2818863801,457.718113619869
2011-01-17,12130,11864.3721380197,265.627861980314
2011-01-18,12040,11866.1566686097,173.843331390345
2011-01-19,12215,11867.637788686,347.36221131396
2011-01-20,12150,11868.8178806459,281.18211935407
2011-01-21,11920,11869.6994704704,50.3005295295964
2011-01-24,12195,11870.2852003708,324.714799629169
2011-01-25,11735,11870.5777333507,-135.577733350701
2011-01-26,11705,11870.5798666381,-165.579866638076
2011-01-27,11670,11870.294341418,-200.29434141799
2011-01-28,11730,11869.7238304314,-139.723830431381
2011-01-31,11820,11868.8709236257,-48.8709236256796
2011-02-01,12005,11867.7381531918,137.261846808222
2011-02-09,12010,11866.3280311203,143.671968879701
2011-02-10,12370,11864.6431261392,505.356873860759
2011-02-11,12355,11862.6860663657,492.313933634263
2011-02-14,12460,11860.4596888103,599.540311189666
2011-02-15,12365,11857.9670339869,507.032966013119
2011-02-16,12350,11855.211390235,494.788609764966
2011-02-17,12240,11852.1962554805,387.803744519464
2011-02-18,12125,11848.9253321765,276.074667823516
2011-02-21,12235,11845.4024830775,389.59751692251
2011-02-22,11975,11841.6316850567,133.368314943346
2011-02-23,11640,11837.6170760302,-197.617076030189
2011-02-24,11590,11833.362849045,-243.362849045043
2011-02-25,11675,11828.8731154598,-153.873115459767
2011-02-28,11850,11824.1518860367,25.8481139632579
2011-03-01,11790,11819.203107934,-29.2031079339832
2011-03-02,11875,11814.030738994,60.9692610059906
2011-03-03,11900,11808.6387249871,91.3612750129438
2011-03-04,11930,11803.0310368864,126.968963113583
2011-03-07,12095,11797.2116834303,297.788316569723
2011-03-08,11880,11791.1847258409,88.8152741590734
2011-03-09,11910,11784.9543484339,125.045651566093
2011-03-10,11675,11778.5247722377,-103.524772237668
2011-03-11,11585,11771.9002699693,-186.90026996929
2011-03-14,11500,11765.0850715529,-265.085071552909
2011-03-15,11385,11758.0833296559,-373.083329655871
2011-03-16,11425,11750.8990873702,-325.899087370208
2011-03-17,11340,11743.5362335696,-403.536233569598
2011-03-18,11475,11735.998522415,-260.998522415036
2011-03-21,11395,11728.2895412608,-333.289541260824
2011-03-22,11450,11720.4127695756,-270.412769575586
2011-03-23,11575,11712.3715490594,-137.371549059409
2011-03-24,11475,11704.1691096344,-229.16910963437
2011-03-25,11485,11695.8086244392,-210.808624439246
2011-03-28,11830,11687.2931718828,142.706828117159
2011-03-29,11740,11678.6257432349,61.3742567651116
2011-03-30,11695,11669.8093887534,25.1906112466017
2011-03-31,11695,11660.8471840671,34.1528159328668
2011-04-01,11485,11651.7422152166,-166.742215216609
2011-04-06,11605,11642.4975823605,-37.4975823604725
2011-04-07,11635,11633.1163167326,1.88368326742498
2011-04-08,11840,11623.6014340668,216.398565933184
2011-04-11,11925,11613.9559508758,311.044049124234
2011-04-12,12000,11604.1829731223,395.817026877714
2011-04-13,12190,11594.2857353425,595.714264657457
2011-04-14,11940,11584.2676356875,355.732364312528
2011-04-15,11800,11574.1323185524,225.867681447588
2011-04-18,11860,11563.8835753778,296.116424622205
2011-04-19,11650,11553.5252909691,96.4747090309089
2011-04-20,11775,11543.0614725342,231.938527465815
2011-04-21,11890,11532.4961671599,357.503832840146
2011-04-22,11945,11521.8335178069,423.166482193107
2011-04-25,11930,11511.0778152137,418.922184786292
2011-04-26,11825,11500.2335250388,324.766474961229
2011-04-27,11740,11489.3052861062,250.69471389379
2011-04-28,11870,11478.2978714854,391.702128514613
2011-04-29,11760,11467.216157873,292.783842126989
2011-05-03,11735,11456.0651838797,278.934816120317
2011-05-04,11595,11444.8501091409,150.149890859056
2011-05-05,11460,11433.5762085927,26.4237914072758
2011-05-06,10930,11422.2488192369,-492.248819236926
2011-05-09,11070,11410.873288998,-340.873288997951
2011-05-10,11145,11399.4547623244,-254.454762324399
2011-05-11,11055,11387.9982427617,-332.998242761662
2011-05-12,10605,11376.5086286736,-771.508628673588
2011-05-13,10800,11364.9906807761,-564.990680776053
2011-05-16,10625,11353.4488408742,-728.448840874227
2011-05-17,10745,11341.8873172289,-596.887317228865
2011-05-18,10690,11330.3100169893,-640.310016989275
2011-05-19,10550,11318.7206005755,-768.720600575543
2011-05-20,10590,11307.1224637294,-717.122463729372
2011-05-23,10385,11295.5186844342,-910.518684434226
2011-05-24,10430,11283.912044244,-853.912044244017
2011-05-25,10485,11272.3049483408,-787.304948340831
2011-05-26,10715,11260.6994489339,-545.699448933853
2011-05-27,10725,11249.0972727923,-524.0972727923
2011-05-30,10625,11237.4999211147,-612.499921114711
2011-05-31,10685,11225.9086784591,-540.908678459122
2011-06-01,10665,11214.3245762007,-549.324576200726
2011-06-02,10475,11202.7484221248,-727.748422124833
2011-06-03,10625,11191.180796948,-566.180796948028
2011-06-07,10710,11179.621980565,-469.621980564984
2011-06-08,10765,11168.072018834,-403.072018834032
2011-06-09,10645,11156.5307634906,-511.530763490616
2011-06-10,10595,11144.9978996564,-549.997899656427
2011-06-13,10610,11133.4729010069,-523.47290100691
2011-06-14,10670,11121.9550138705,-451.955013870508
2011-06-15,10755,11110.443268193,-355.443268192995
2011-06-16,10605,11098.9365071001,-493.936507100128
2011-06-17,10610,11087.4334267917,-477.433426791702
2011-06-20,10415,11075.932519294,-660.932519294037
2011-06-21,10470,11064.4320792817,-594.432079281655
2011-06-22,10445,11052.9301282262,-607.930128226164
2011-06-23,10405,11041.4244418848,-636.424441884847
2011-06-24,10385,11029.9125447211,-644.912544721112
2011-06-27,10305,11018.3916981261,-713.391698126104
2011-06-28,10400,11006.8588969101,-606.858896910063
2011-06-29,10460,10995.3108409958,-535.310840995799
2011-06-30,10600,10983.743979455,-383.743979454993
2011-07-01,10660,10972.1545400834,-312.154540083431
2011-07-04,11060,10960.5385920525,99.4614079474707
2011-07-05,11110,10948.8920755016,161.107924498438
2011-07-06,11070,10937.2109716832,132.78902831684
2011-07-07,11095,10925.4913284455,169.508671554468
2011-07-08,11145,10913.7292485264,231.270751473575
2011-07-11,11270,10901.9209047317,368.079095268253
2011-07-12,11200,10890.0625654654,309.937434534634
2011-07-13,11285,10878.1506512803,406.8493487197
2011-07-14,11245,10866.1817108453,378.818289154681
2011-07-15,11250,10854.1524610042,395.847538995821
2011-07-18,11185,10842.059775189,342.940224810985
2011-07-19,11830,10829.9006904594,1000.09930954057
2011-07-20,11735,10817.6723856325,917.327614367536
2011-07-21,11685,10805.3724529263,879.627547073744
2011-07-22,11890,10792.9988637452,1097.00113625476
2011-07-25,11835,10780.5499530967,1054.45004690334
2011-07-26,12180,10768.0245094436,1411.97549055641
2011-07-27,12185,10755.4217571165,1429.57824288346
2011-07-28,12145,10742.7415041,1402.25849590005
2011-07-29,12095,10729.9841493082,1365.01585069184
2011-08-01,12180,10717.1506712933,1462.84932870675
2011-08-02,12145,10704.2426128496,1440.75738715043
2011-08-03,12060,10691.2621214546,1368.73787854538
2011-08-04,11795,10678.2119401373,1116.78805986267
2011-08-05,11255,10665.0953777075,589.904622292535
2011-08-08,11005,10651.9162046103,353.083795389651
2011-08-09,10660,10638.678435134,21.321564866003
2011-08-10,10845,10625.3862295172,219.613770482827
2011-08-11,10955,10612.0437568119,342.95624318808
2011-08-12,10995,10598.6552768501,396.344723149918
2011-08-15,11050,10585.2251912275,464.774808772464
2011-08-16,10760,10571.7580653734,188.241934626646
2011-08-17,10935,10558.2586568357,376.7413431643
2011-08-18,10790,10544.7318009744,245.26819902556
2011-08-19,10695,10531.1824888791,163.817511120948
2011-08-22,10560,10517.6158130231,42.3841869768696
2011-08-23,10865,10504.0369335958,360.963066404175
2011-08-24,10860,10490.4510283062,369.548971693778
2011-08-25,10860,10476.863424071,383.136575929027
2011-08-26,10895,10463.2796005635,431.720399436546
2011-08-29,10900,10449.7051958303,450.294804169728
2011-08-30,11055,10436.1460263739,618.853973626126
2011-08-31,11065,10422.6080948305,642.391905169455
2011-09-01,10815,10409.0976596459,405.902340354119
2011-09-02,10820,10395.6212448044,424.378755195636
2011-09-05,10750,10382.1855420744,367.814457925563
2011-09-06,10770,10368.7974186453,401.202581354664
2011-09-07,10945,10355.4638937462,589.536106253842
2011-09-08,10900,10342.1921524471,557.807847552927
2011-09-09,10895,10328.9896235087,566.01037649131
2011-09-13,10845,10315.8639662669,529.136033733081
2011-09-14,10715,10302.8230740236,412.176925976369
2011-09-15,10705,10289.8750588044,415.124941195646
2011-09-16,10755,10277.0282030118,477.971796988246
2011-09-19,10180,10264.2909606446,-84.2909606445669
2011-09-20,10145,10251.6719832763,-106.671983276256
2011-09-21,10165,10239.1798876368,-74.1798876367596
2011-09-22,9645,10226.8232463631,-581.823246363107
2011-09-23,9440,10214.6106014289,-774.610601428916
2011-09-26,9130,10202.550254306,-1072.55025430603
2011-09-27,9560,10190.6501862728,-630.65018627284
2011-09-28,9400,10178.9179352582,-778.917935258169
2011-09-29,9285,10167.3607785064,-882.360778506373
2011-09-30,9485,10155.9856712878,-670.985671287757
2011-10-10,9360,10144.7992041405,-784.79920414049
2011-10-11,9355,10133.8076902443,-778.807690244261
2011-10-12,9385,10123.0171183743,-738.017118374299
2011-10-13,9250,10112.4331553781,-862.433155378062
2011-10-14,9410,10102.0611630365,-692.061163036472
2011-10-17,9405,10091.9061466346,-686.906146634596
2011-10-18,9155,10081.9728253882,-926.972825388151
2011-10-19,9085,10072.2656345732,-987.265634573183
2011-10-20,8705,10062.7886262923,-1357.78862629234
2011-10-21,8510,10053.5454445524,-1543.54544455235
2011-10-24,9010,10044.539172105,-1034.53917210504
2011-10-25,9185,10035.772253662,-850.772253662012
2011-10-26,9395,10027.2467062981,-632.246706298126
2011-10-27,9450,10018.9641954135,-568.964195413485
2011-10-28,9545,10010.9261250627,-465.926125062715
2011-10-31,9325,10003.1336641135,-678.133664113506
2011-11-01,9385,9995.58778883831,-610.587788838309
2011-11-02,9660,9988.28919519685,-328.289195196849
2011-11-03,9495,9981.23832675597,-486.238326755968
2011-11-04,9780,9974.43549138125,-194.435491381256
2011-11-07,9610,9967.8807959465,-357.880795946497
2011-11-08,9640,9961.57426695419,-321.574266954194
2011-11-09,9535,9955.5157829732,-420.515782973197
2011-11-10,9690,9949.70508964589,-259.705089645887
2011-11-11,9570,9944.14175879046,-374.141758790458
2011-11-14,10010,9938.82525487476,71.1747451252354
2011-11-15,9920,9933.75488770982,-13.7548877098158
2011-11-16,9610,9928.92999652827,-318.929996528269
2011-11-17,9685,9924.34991487683,-239.34991487683
2011-11-18,9465,9920.0138444697,-455.013844469699
2011-11-21,9400,9915.9208880831,-515.920888083098
2011-11-22,9450,9912.06996040822,-462.06996040822
2011-11-23,9265,9908.45976287682,-643.459762876814
2011-11-24,9435,9905.08880591836,-470.08880591836
2011-11-25,9365,9901.95533398213,-536.955333982134
2011-11-28,9630,9899.05739720194,-269.057397201936
2011-11-29,9595,9896.3928237558,-301.392823755798
2011-11-30,9480,9893.95933060388,-413.959330603884
2011-12-01,9770,9891.75451012256,-121.754510122559
2011-12-02,9730,9889.77578357451,-159.775783574506
2011-12-05,9745,9888.0205218941,-143.020521894098
2011-12-06,9670,9886.48602997022,-216.486029970224
2011-12-07,9805,9885.16955357306,-80.1695535730566
2011-12-08,9710,9884.06824898661,-174.068248986614
2011-12-09,9500,9883.17923935589,-383.179239355891
2011-12-12,9320,9882.49957587276,-562.499575872758
2011-12-13,9365,9882.02615133796,-517.026151337963
2011-12-14,9305,9881.7556260383,-576.755626038304
2011-12-15,9145,9881.68444654197,-736.684446541971
2011-12-16,9315,9881.8088210099,-566.808821009901
2011-12-19,9250,9882.12465308732,-632.124653087317
2011-12-20,9285,9882.62761212355,-597.627612123552
2011-12-21,9350,9883.31310617354,-533.313106173542
2011-12-22,9385,9884.17629625594,-499.176296255937
2011-12-23,9495,9885.21212293985,-390.212122939847
2011-12-26,9350,9886.41532045456,-536.415320454556
2011-12-27,9375,9887.78046173185,-512.780461731853
2011-12-28,9440,9889.30189797082,-449.301897970818
2011-12-29,9455,9890.97376840754,-435.973768407535
2011-12-30,9605,9892.79002655499,-287.790026554988
2012-01-04,9620,9894.74444571186,-274.744445711861
2012-01-05,9735,9896.8306802162,-161.830680216203
2012-01-06,9725,9899.04227083761,-174.042270837606
2012-01-09,9810,9901.3726914516,-91.3726914516054
2012-01-10,9785,9903.81534399162,-118.815343991616
2012-01-11,9755,9906.36359262128,-151.363592621279
2012-01-12,9760,9909.01075239038,-149.010752390379
2012-01-13,9780,9911.75007578139,-131.750075781385
2012-01-16,9665,9914.57475368175,-249.574753681753
2012-01-17,9885,9917.47792251862,-32.4779225186212
2012-01-18,9980,9920.45261555498,59.5473844450178
2012-01-19,9985,9923.49185262897,61.5081473710315
2012-01-20,10135,9926.58867819287,208.411321807129
2012-01-30,10210,9929.73616212415,280.263837875851
2012-01-31,10295,9932.92746044913,362.072539550866
2012-02-01,10240,9936.1558450439,303.844154956097
2012-02-02,10240,9939.41473745088,300.585262549116
2012-02-03,10305,9942.69768480928,362.302315190717
2012-02-06,10365,9945.99835850828,419.001641491715
2012-02-07,10285,9949.31057969826,335.689420301739
2012-02-08,10450,9952.62834272798,497.371657272021
2012-02-09,10290,9955.94578070674,334.054219293259
2012-02-10,10225,9959.2572323373,265.742767662703
2012-02-13,10235,9962.55717440694,272.442825593062
2012-02-14,10190,9965.84019355041,224.159806449592
2012-02-15,10170,9969.10098901928,200.899010980719
2012-02-16,9985,9972.33435272383,12.6656472761737
2012-02-17,10085,9975.5351596179,109.464840382098
2012-02-20,10140,9978.69828989079,161.301710109208
2012-02-21,10275,9981.81866898011,293.181331019887
2012-02-22,10265,9984.89128899912,280.108711000884
2012-02-23,10240,9987.91126325071,252.088736749286
2012-02-24,10275,9990.87382082304,284.126179176958
2012-02-27,10380,9993.77429500788,386.22570499212
2012-02-28,10395,9996.60813654301,398.391863456987
2012-02-29,10385,9999.37095581698,385.629044183016
2012-03-01,10370,10002.058527897,367.941472103021
2012-03-02,10525,10004.666787254,520.33321274597
2012-03-05,10465,10007.1918204513,457.808179548664
2012-03-06,10500,10009.6299291368,490.37007086323
2012-03-07,10330,10011.9776041978,318.022395802214
2012-03-08,10325,10014.2315392212,310.768460778813
2012-03-09,10530,10016.3885592513,513.611440748657
2012-03-12,10575,10018.4456177918,556.554382208232
2012-03-13,10700,10020.3998806525,679.600119347484
2012-03-14,10635,10022.2487437006,612.751256299377
2012-03-15,10665,10023.9898837225,641.010116277535
2012-03-16,10870,10025.6212307912,844.378769208797
2012-03-19,10840,10027.1409799479,812.859020052098
2012-03-20,10805,10028.5476752658,776.452324734212
2012-03-21,10840,10029.8401968214,810.159803178567
2012-03-22,10790,10031.0177456451,758.982254354895
2012-03-23,10765,10032.0798576552,732.92014234478
2012-03-26,10845,10033.0263825027,811.973617497266
2012-03-27,10935,10033.857472798,901.142527202007
2012-03-28,10810,10034.5736167889,775.426383211061
2012-03-29,10660,10035.1756752193,624.824324780744
2012-03-30,10615,10035.6648293631,579.335170636907
2012-04-05,10670,10036.0425187719,633.957481228127
2012-04-06,10775,10036.3104224705,738.689577529488
2012-04-09,10585,10036.4704815364,548.529518463575
2012-04-10,10575,10036.524942392,538.475057608035
2012-04-11,10485,10036.4762781993,448.523721800676
2012-04-12,10555,10036.3271847049,518.67281529511
2012-04-13,10495,10036.0805430563,458.919456943734
2012-04-16,10490,10035.7394487997,454.260551200307
2012-04-17,10445,10035.3071871807,409.692812819293
2012-04-18,10565,10034.7872312173,530.212768782674
2012-04-19,10535,10034.1832232784,500.816776721614
2012-04-20,10615,10033.4990249012,581.500975098763
2012-04-23,10555,10032.7387046409,522.261295359059
2012-04-24,10455,10031.9065714214,423.093428578607
2012-04-25,10390,10031.0071500484,358.992849951578
2012-04-26,10475,10030.0451402177,444.954859782319
2012-04-27,10390,10029.025390018,360.974609981967
2012-05-02,10455,10027.9529314649,427.047068535133
2012-05-03,10320,10026.8329457858,293.167054214197
2012-05-04,10310,10025.6707907327,284.329209267276
2012-05-07,10055,10024.4719452409,30.5280547591374
2012-05-08,10015,10023.2420057757,-8.24200577574392
2012-05-09,10010,10021.986581422,-11.9865814219935
2012-05-10,10040,10020.7112778573,19.2887221427401
2012-05-11,9890,10019.4216958045,-129.421695804484
2012-05-14,9860,10018.1234439597,-158.123443959734
2012-05-15,9790,10016.8220775214,-226.822077521383
2012-05-16,9650,10015.5230863259,-365.523086325935
2012-05-17,9780,10014.2318664508,-234.231866450761
2012-05-18,9680,10012.9536628807,-332.953662880704
2012-05-21,9830,10011.6936237785,-181.693623778542
2012-05-22,9850,10010.4567596774,-160.456759677419
2012-05-23,9715,10009.2480060056,-294.248006005604
2012-05-24,9740,10008.072231865,-268.072231864991
2012-05-25,9785,10006.9341847273,-221.934184727275
2012-05-28,9875,10005.8385012538,-130.838501253757
2012-05-29,9950,10004.7897263671,-54.7897263671445
2012-05-30,9890,10003.7923509068,-113.792350906763
2012-05-31,9720,10002.850843064,-282.850843063992
2012-06-01,9690,10001.9696239932,-311.969623993166
2012-06-04,9310,10001.1529979293,-691.152997929311
2012-06-05,9355,10000.4051401519,-645.405140151857
2012-06-06,9180,9999.72994024539,-819.729940245387
2012-06-07,9190,9999.13102100982,-809.131021009824
2012-06-08,9135,9998.61166640176,-863.61166640176
2012-06-11,9360,9998.1748259155,-638.174825915503
2012-06-12,9225,9997.8230920633,-772.8230920633
2012-06-13,9325,9997.55879356132,-672.558793561323
2012-06-14,9280,9997.38393967186,-717.383939671855
2012-06-15,9400,9997.30026164845,-597.300261648448
2012-06-18,9435,9997.30919420671,-562.309194206708
2012-06-19,9445,9997.41192516267,-552.411925162668
2012-06-20,9555,9997.60940989599,-442.609409895985
2012-06-21,9405,9997.90237544186,-592.90237544186
2012-06-25,9445,9998.29136587841,-553.291365878412
2012-06-26,9405,9998.77668020175,-593.77668020175
2012-06-27,9455,9999.35838869959,-544.358388699591
2012-06-28,9615,10000.0363162159,-385.036316215896
2012-06-29,9710,10000.8100625794,-290.810062579404
2012-07-02,9830,10001.6790684599,-171.679068459853
2012-07-03,9995,10002.6426543178,-7.64265431779005
2012-07-04,10000,10003.7000696488,-3.7000696487782
2012-07-05,10085,10004.8505607894,80.1494392106202
2012-07-06,10135,10006.0933725462,128.9066274538
2012-07-09,10100,10007.4277828566,92.5722171434014
2012-07-10,9975,10008.8531229429,-33.8531229429334
2012-07-11,9950,10010.368762293,-60.3687622930053
2012-07-12,9965,10011.9740564011,-46.9740564011493
2012-07-13,10075,10013.6683358076,61.33166419235
2012-07-16,10180,10015.4509116357,164.549088364343
2012-07-17,10085,10017.3211203602,67.6788796398327
2012-07-18,10050,10019.2783664746,30.7216335254299
2012-07-19,10215,10021.3220824476,193.677917552353
2012-07-20,10100,10023.4517134474,76.5482865526019
2012-07-23,9750,10025.6667847004,-275.666784700396
2012-07-24,9715,10027.9668530753,-312.96685307526
2012-07-25,9505,10030.3513614909,-525.351361490948
2012-07-26,9580,10032.8196234986,-452.819623498609
2012-07-27,9745,10035.3707354904,-290.370735490445
2012-07-30,9675,10038.0036066808,-363.003606680811
2012-07-31,9735,10040.7170262569,-305.717026256884
2012-08-01,9690,10043.5096333545,-353.509633354499
2012-08-02,9690,10046.3799407384,-356.379940738426
2012-08-03,9745,10049.3263150468,-304.326315046838
2012-08-06,9865,10052.3469756046,-187.346975604591
2012-08-07,9955,10055.4400159405,-100.440015940506
2012-08-08,9890,10058.6034521415,-168.603452141472
2012-08-09,10045,10061.8352587767,-16.8352587767108
2012-08-10,9970,10065.1333407214,-95.1333407213721
2012-08-13,9925,10068.4955958918,-143.495595891789
2012-08-14,10010,10071.9198828799,-61.9198828799427
2012-08-15,9970,10075.4040009622,-105.40400096223
2012-08-16,10015,10078.9457238203,-63.9457238202618
2012-08-17,10125,10082.5427815657,42.457218434343
2012-08-20,10055,10086.1928778774,-31.1928778774448
2012-08-21,10090,10089.8937339849,0.106266015094647
2012-08-22,9950,10093.6430582233,-143.643058223321
2012-08-23,10040,10097.4385589718,-57.4385589718014
2012-08-24,9915,10101.2778852334,-186.277885233405
2012-08-27,10005,10105.1586622682,-100.158662268239
2012-08-28,9910,10109.0784383367,-199.078438336712
2012-08-29,9935,10113.0347202976,-178.034720297559
2012-08-30,10025,10117.0249327186,-92.0249327186465
2012-08-31,10090,10121.0464265754,-31.0464265753682
2012-09-03,10200,10125.0965148037,74.9034851962826
2012-09-04,10195,10129.1724975063,65.8275024936707
2012-09-05,10170,10133.271705748,36.7282942520491
2012-09-06,10235,10137.3914978037,97.6085021962757
2012-09-07,10220,10141.5292471309,78.4707528691213
2012-09-10,10365,10145.682367534,219.317632466005
2012-09-11,10380,10149.8483052543,230.151694745653
2012-09-12,10430,10154.0245971903,275.975402809707
2012-09-13,10365,10158.2088753756,206.791124624376
2012-09-14,10800,10162.3988859213,637.601114078701
2012-09-17,10980,10166.5924604174,813.407539582607
2012-09-18,10860,10170.7876940127,689.212305987349
2012-09-19,10890,10174.9830180858,715.016981914221
2012-09-20,10680,10179.1771489081,500.822851091862
2012-09-21,10760,10183.3690983104,576.630901689638
2012-09-24,10645,10187.5580851431,457.441914856892
2012-09-25,10635,10191.743566613,443.256433386952
2012-09-26,10620,10195.925189015,424.074810985025
2012-09-27,10640,10200.1027818681,439.897218131948
2012-09-28,10625,10204.2763499869,420.723650013083
2012-10-08,10345,10208.446080022,136.553919977971
2012-10-09,10435,10212.6123325341,222.387667465922
2012-10-10,10425,10216.7755245297,208.22447547033
2012-10-11,10365,10220.9361649415,144.063835058481
2012-10-12,10380,10225.094848774,154.905151226032
2012-10-15,10190,10229.2522305816,-39.2522305815545
2012-10-16,10210,10233.4090289504,-23.4090289503795
2012-10-17,10210,10237.5659462412,-27.5659462412458
2012-10-18,10300,10241.7236751386,58.2763248613929
2012-10-19,10220,10245.8828969323,-25.8828969322648
2012-10-22,10215,10250.0443170011,-35.0443170011064
2012-10-23,10225,10254.2086300251,-29.2086300250759
2012-10-24,10385,10258.3765161982,126.623483801803
2012-10-25,10335,10262.5486436408,72.4513563591729
2012-10-26,10270,10266.7257328144,3.2742671856167
