"AUDCADDate","AUDCADClose","AUDCAD_hpft","AUDCAD_hpfc"
2021-11-19,0.91409,0.917903972100963,-0.00381397210096302
2021-11-22,0.91763,0.917847078027491,-0.000217078027491381
2021-11-23,0.91576,0.917792091174959,-0.00203209117495865
2021-11-24,0.91143,0.917739011681586,-0.00630901168158627
2021-11-25,0.90931,0.917687838845608,-0.0083778388456083
2021-11-26,0.91045,0.917638569357367,-0.0071885693573668
2021-11-29,0.9099,0.917591196444146,-0.0076911964441459
2021-11-30,0.91087,0.917545710361757,-0.00667571036175723
2021-12-01,0.91103,0.917502098186788,-0.00647209818678759
2021-12-02,0.90824,0.917460344236348,-0.00922034423634764
2021-12-03,0.89867,0.917420430152252,-0.0187504301522523
2021-12-06,0.89942,0.917382333764986,-0.0179623337649862
2021-12-07,0.89986,0.917346025154369,-0.0174860251543687
2021-12-08,0.90746,0.917311466975306,-0.00985146697530556
2021-12-09,0.9088,0.917278614654688,-0.00847861465468833
2021-12-10,0.91275,0.917247419547208,-0.00449741954720772
2021-12-13,0.9137,0.917217829502833,-0.00351782950283302
2021-12-14,0.91389,0.917189790512483,-0.00329979051248281
2021-12-15,0.92051,0.917163247112947,0.00334675288705293
2021-12-16,0.91791,0.917138142477013,0.00077185752298727
2021-12-17,0.91887,0.917114421160882,0.00175557883911748
2021-12-20,0.92035,0.917092028039811,0.00325797196018926
2021-12-21,0.92386,0.917070908714743,0.00678909128525726
2021-12-22,0.92599,0.917051010133332,0.00893898986666837
2021-12-23,0.92815,0.917032282049576,0.0111177179504239
2021-12-24,0.92504,0.917014677912484,0.00802532208751592
2021-12-27,0.92589,0.916998155766688,0.0088918442333121
2021-12-28,0.92658,0.916982676974164,0.00959732302583576
2021-12-29,0.92712,0.916968206572421,0.0101517934275786
2021-12-30,0.92351,0.916954713566113,0.00655528643388692
2021-12-31,0.91885,0.916942171156236,0.00190782884376351
2022-01-03,0.9165,0.91693055525348,-0.000430555253479628
2022-01-04,0.91983,0.916919842557153,0.00291015744284679
2022-01-05,0.92101,0.916910009588592,0.00409999041140833
2022-01-06,0.91148,0.916901034072072,-0.00542103407207217
2022-01-07,0.9079,0.916892895426643,-0.00899289542664254
2022-01-10,0.90935,0.916885570830513,-0.00753557083051274
2022-01-11,0.90637,0.916879033744593,-0.0105090337445929
2022-01-12,0.91085,0.916873254514889,-0.00602325451488931
2022-01-13,0.91151,0.916868199143398,-0.00535819914339773
2022-01-14,0.90523,0.916863831142341,-0.0116338311423416
2022-01-17,0.90257,0.916860111809082,-0.0142901118090816
