"PG0Date","PG0Close","PG0_hpft","PG0_hpfc"
2020-03-31,2545,3196.29914264727,-651.299142647272
2020-04-01,2624,3202.6498937396,-578.649893739598
2020-04-02,2779,3209.00037561105,-430.000375611047
2020-04-03,2875,3215.35007985015,-340.350079850147
2020-04-07,3019,3221.69832030056,-202.698320300558
2020-04-08,2939,3228.04427011891,-289.044270118906
2020-04-09,3018,3234.38701867448,-216.387018674485
2020-04-10,3021,3240.72553585731,-219.725535857308
2020-04-13,3139,3247.05870211169,-108.058702111694
2020-04-14,3159,3253.3853070565,-94.3853070565029
2020-04-15,3243,3259.70409564299,-16.7040956429926
2020-04-16,3265,3266.01377380756,-1.01377380755507
2020-04-17,3188,3272.31304058181,-84.3130405818099
2020-04-20,3221,3278.60059457831,-57.600594578306
2020-04-21,3240,3284.87509955797,-44.8750995579665
2020-04-22,3129,3291.13519547195,-162.135195471946
2020-04-23,3350,3297.37950372187,52.6204962781328
2020-04-24,3400,3303.60657868915,96.393421310851
2020-04-27,3576,3309.81499650645,266.185003493553
2020-04-28,3357,3316.00337315153,40.9966268484727
2020-04-29,3319,3322.17043463235,-3.17043463235049
2020-04-30,3394,3328.31492390326,65.6850760967388
2020-05-06,3440,3334.43558260801,105.564417391991
2020-05-07,3413,3340.53117954201,72.4688204579935
2020-05-08,3454,3346.60052713669,107.399472863312
2020-05-11,3348,3352.64246777921,-4.642467779213
2020-05-12,3342,3358.65588825135,-16.6558882513457
2020-05-13,3224,3364.6396734158,-140.639673415803
2020-05-14,3257,3370.5927012505,-113.592701250505
2020-05-15,3275,3376.51379159853,-101.513791598528
2020-05-18,3230,3382.40171734833,-152.401717348332
2020-05-19,3360,3388.25520942662,-28.2552094266233
2020-05-20,3388,3394.07293576347,-6.07293576346732
2020-05-21,3383,3399.85355260916,-16.8535526091621
2020-05-22,3339,3405.59571370391,-66.595713703909
2020-05-25,3431,3411.29806582124,19.7019341787615
2020-05-26,3406,3416.9592282066,-10.9592282066027
2020-05-27,3397,3422.57782824956,-25.5778282495634
2020-05-28,3434,3428.15248880961,5.84751119039355
2020-05-29,3438,3433.68182217321,4.31817782678641
2020-06-01,3525,3439.16444304413,85.8355569558662
2020-06-02,3606,3444.59896791095,161.401032089047
2020-06-03,3592,3449.98404874346,142.015951256535
2020-06-04,3516,3455.31840422781,60.681595772189
2020-06-05,3592,3460.60081175406,131.399188245938
2020-06-08,3549,3465.83007379563,83.1699262043661
2020-06-09,3584,3471.00504714088,112.994952859116
2020-06-10,3549,3476.12462295739,72.8753770426129
2020-06-11,3406,3481.18773912041,-75.1877391204062
2020-06-12,3347,3486.1933636289,-139.193363628898
2020-06-15,3373,3491.14043340216,-118.140433402165
2020-06-16,3461,3496.02782782241,-35.0278278224071
2020-06-17,3481,3500.85437743769,-19.8543774376889
2020-06-18,3477,3505.61889831669,-28.6188983166863
2020-06-19,3559,3510.32019832122,48.6798016787821
2020-06-22,3517,3514.95707348318,2.04292651682145
2020-06-23,3546,3519.52833995661,26.4716600433875
2020-06-24,3523,3524.03281474022,-1.03281474022285
2020-06-29,3483,3528.4693257749,-45.4693257749016
2020-06-30,3560,3532.8367005747,27.1632994253046
2020-07-01,3542,3537.13374785851,4.86625214149399
2020-07-02,3604,3541.35928757315,62.640712426853
2020-07-03,3624,3545.51214167729,78.4878583227087
2020-07-06,3573,3549.59115802282,23.4088419771775
2020-07-07,3589,3553.5952169049,35.4047830951025
2020-07-08,3586,3557.52320829535,28.4767917046501
2020-07-09,3667,3561.37403680075,105.625963199248
2020-07-10,3624,3565.14661879891,58.8533812010946
2020-07-13,3829,3568.83991432886,260.160085671141
2020-07-14,3843,3572.45290775769,270.547092242306
2020-07-15,3886,3575.98469099213,310.015309007868
2020-07-16,3874,3579.43446777205,294.565532227951
2020-07-17,3865,3582.80156998514,282.198430014856
2020-07-20,3874,3586.08545128082,287.914548719181
2020-07-21,3992,3589.28568195792,402.714318042082
2020-07-22,4015,3592.40195132752,422.598048672478
2020-07-23,4004,3595.43411516666,408.565884833336
2020-07-24,3946,3598.38220393733,347.61779606267
2020-07-27,3919,3601.24641698632,317.753583013685
2020-07-28,3888,3604.02709735155,283.972902648453
2020-07-29,3934,3606.72471941756,327.275280582444
2020-07-30,3838,3609.33987495196,228.660125048036
2020-07-31,3826,3611.8732910045,214.126708995497
2020-08-03,3841,3614.32578914421,226.674210855788
2020-08-04,3856,3616.69827945106,239.301720548938
2020-08-05,3977,3618.99176570351,358.008234296494
2020-08-06,3978,3621.20735059744,356.792649402559
2020-08-07,3948,3623.34628481514,324.653715184859
2020-08-10,3924,3625.40996652251,298.590033477491
2020-08-11,3873,3627.39992808411,245.600071915893
2020-08-12,3894,3629.31782528981,264.682174710187
2020-08-13,3841,3631.16541545042,209.834584549579
2020-08-14,3867,3632.94456528602,234.055434713976
2020-08-17,3862,3634.65722825374,227.342771746258
2020-08-18,3865,3636.30545455986,228.69454544014
2020-08-19,3856,3637.89138838486,218.108611615144
2020-08-20,3584,3639.41726844256,-55.4172684425591
2020-08-21,3602,3640.88542360394,-38.8854236039385
2020-08-24,3605,3642.29815983281,-37.2981598328139
2020-08-25,3611,3643.65776701925,-32.6577670192546
2020-08-26,3600,3644.96651963579,-44.9665196357908
2020-08-27,3631,3646.22667865564,-15.2266786556427
2020-08-28,3685,3647.4404864645,37.559513535496
2020-08-31,3673,3648.61017915417,24.3898208458332
2020-09-01,3682,3649.73800834192,32.2619916580764
2020-09-02,3583,3650.82623572668,-67.8262357266821
2020-09-03,3557,3651.87713634347,-94.877136343471
2020-09-04,3558,3652.89295719047,-94.8929571904706
2020-09-07,3533,3653.87590604752,-120.875906047523
2020-09-08,3521,3654.82815146954,-133.828151469537
2020-09-09,3519,3655.75181204616,-136.751812046163
2020-09-10,3422,3656.64895104788,-234.648951047885
2020-09-11,3391,3657.52157521748,-266.521575217478
2020-09-14,3425,3658.37159430332,-233.37159430332
2020-09-15,3402,3659.20080788449,-257.200807884487
2020-09-16,3449,3660.01091907355,-211.010919073546
2020-09-17,3447,3660.80352466664,-213.803524666635
2020-09-18,3566,3661.5801342365,-95.5801342365018
2020-09-21,3480,3662.34216897807,-182.342168978072
2020-09-22,3418,3663.09101057728,-245.091010577276
2020-09-23,3434,3663.82796534717,-229.827965347171
2020-09-24,3417,3664.55423829,-247.554238289995
2020-09-25,3508,3665.27093940636,-157.270939406364
2020-09-28,3446,3665.97907636795,-219.979076367953
2020-09-29,3430,3666.67959183691,-236.679591836913
2020-09-30,3415,3667.37333754493,-252.373337544927
2020-10-09,3560,3668.06106738983,-108.061067389833
2020-10-12,3698,3668.74343094849,29.2565690515085
2020-10-13,3685,3669.42103312964,15.5789668703561
2020-10-14,3737,3670.09449093554,66.9055090644593
2020-10-15,3806,3670.76442780814,135.235572191864
2020-10-16,3751,3671.43149484544,79.568505154564
2020-10-19,3680,3672.0963990464,7.9036009536036
2020-10-20,3739,3672.75988030039,66.240119699607
2020-10-21,3737,3673.42268176383,63.5773182361686
2020-10-22,3772,3674.08557397412,97.9144260258796
2020-10-23,3774,3674.74935374897,99.2506462510252
2020-10-26,3753,3675.41485837999,77.5851416200074
2020-10-27,3766,3676.082966185,89.9170338149998
2020-10-28,3723,3676.75458755241,46.2454124475943
2020-10-29,3761,3677.4306700387,83.5693299612966
2020-10-30,3885,3678.11218031638,206.887819683625
2020-11-02,3889,3678.80011960211,210.199880397889
2020-11-03,3811,3679.4955746317,131.504425368301
2020-11-04,3785,3680.1997190291,104.800280970903
2020-11-05,3754,3680.91378077692,73.0862192230791
2020-11-06,3754,3681.63903117801,72.3609688219883
2020-11-09,3580,3682.37677174611,-102.376771746107
2020-11-10,3561,3683.12833390603,-122.128333906026
2020-11-11,3571,3683.89500676422,-112.89500676422
2020-11-12,3662,3684.67802894416,-22.678028944157
2020-11-13,3522,3685.478592403,-163.478592403004
2020-11-16,3567,3686.29787972386,-119.297879723858
2020-11-17,3592,3687.13700591425,-95.1370059142473
2020-11-18,3621,3687.99703666872,-66.9970366687249
2020-11-19,3591,3688.87899835612,-97.8789983561243
2020-11-20,3481,3689.78388965135,-208.783889651348
2020-11-23,3556,3690.71266876999,-134.712668769992
2020-11-24,3560,3691.66620762495,-131.666207624952
2020-11-25,3670,3692.64532244419,-22.6453224441882
2020-11-26,3665,3693.65077503022,-28.6507750302242
2020-11-27,3700,3694.68331782488,5.31668217512125
2020-11-30,3695,3695.74369142692,-0.743691426922988
2020-12-01,3723,3696.83263863274,26.1673613672589
2020-12-02,3725,3697.95090193145,27.0490980685462
2020-12-03,3668,3699.09923462857,-31.0992346285697
2020-12-04,3689,3700.27840121064,-11.2784012106443
2020-12-07,3879,3701.48915330913,177.510846690873
2020-12-08,3865,3702.73223789335,162.267762106645
2020-12-09,3711,3704.00847530857,6.99152469143094
2020-12-10,3725,3705.31875297497,19.6812470250283
2020-12-11,3818,3706.66396120274,111.336038797265
2020-12-14,3896,3708.04499843749,187.955001562513
2020-12-15,3891,3709.4628091467,181.537190853295
2020-12-16,3860,3710.91841549085,149.081584509153
2020-12-17,3839,3712.41291467065,126.587085329353
2020-12-18,3951,3713.94746551115,237.052534488854
2020-12-21,4062,3715.52327916335,346.476720836653
2020-12-22,3950,3717.14166476624,232.858335233762
2020-12-23,3901,3718.8040746784,182.195925321595
2020-12-24,3961,3720.51205751264,240.487942487364
2020-12-25,3960,3722.26723719432,237.732762805676
2020-12-28,3869,3724.07133705684,144.928662943155
2020-12-29,3730,3725.92617870272,4.07382129728049
2020-12-30,3768,3727.83364364205,40.1663563579545
2020-12-31,3776,3729.795615069,46.2043849309964
2021-01-04,3895,3731.81399278084,163.186007219156
2021-01-05,3945,3733.89069567408,211.109304325923
2021-01-06,3948,3736.02771009934,211.97228990066
2021-01-07,3953,3738.22710967184,214.772890328162
2021-01-08,3942,3740.49105562727,201.508944372727
2021-01-11,3857,3742.82179797984,114.178202020158
2021-01-12,3904,3745.22167003954,158.778329960461
2021-01-13,3966,3747.69305231307,218.306947686931
2021-01-14,3988,3750.2383909398,237.761609060204
2021-01-15,3896,3752.86022229787,143.139777702128
2021-01-18,3774,3755.56118104717,18.4388189528336
2021-01-19,3798,3758.34396101556,39.6560389844357
2021-01-20,3661,3761.21126365257,-100.211263652567
2021-01-21,3620,3764.16580680032,-144.165806800322
2021-01-22,3490,3767.21026687722,-277.210266877217
2021-01-25,3432,3770.34726070977,-338.347260709772
2021-01-26,3336,3773.57929053647,-437.579290536467
2021-01-27,3402,3776.90871873696,-374.908718736962
2021-01-28,3299,3780.33772681308,-481.33772681308
2021-01-29,3301,3783.86834129457,-482.868341294568
2021-02-01,3425,3787.5023897455,-362.502389745503
2021-02-02,3397,3791.24150013134,-394.241500131345
2021-02-03,3367,3795.0871505739,-428.087150573895
2021-02-04,3429,3799.04065623141,-370.040656231414
2021-02-05,3480,3803.10315530786,-323.103155307855
2021-02-08,3488,3807.27563304748,-319.275633047476
2021-02-09,3510,3811.5589411369,-301.5589411369
2021-02-10,3264,3815.95379928658,-551.95379928658
2021-02-18,3314,3820.46080255474,-506.460802554737
2021-02-19,3426,3825.08031784431,-399.080317844315
2021-02-22,3468,3829.81250270781,-361.812502707808
2021-02-23,3927,3834.65734973336,92.3426502666372
2021-02-24,4010,3839.61470195108,170.385298048917
2021-02-25,4071,3844.68444056124,226.315559438756
2021-02-26,4042,3849.86651719489,192.133482805113
2021-03-01,4071,3855.16097703265,215.839022967348
2021-03-02,3928,3860.56794467557,67.432055324432
2021-03-03,3988,3866.08763394366,121.912366056345
2021-03-04,3882,3871.72028653092,10.2797134690844
2021-03-05,3985,3877.46619452463,107.533805475372
2021-03-08,3908,3883.32565426175,24.6743457382502
2021-03-09,3883,3889.29900652917,-6.2990065291725
2021-03-10,3934,3895.38660231292,38.6133976870784
2021-03-11,4044,3901.58878999567,142.411210004326
2021-03-12,4030,3907.90593392116,122.094066078841
2021-03-15,4017,3914.33845730015,102.661542699851
2021-03-16,4040,3920.88683381232,119.113166187683
2021-03-17,4022,3927.55157957301,94.4484204269893
2021-03-18,3915,3934.33325993514,-19.3332599351374
2021-03-19,3780,3941.23247929171,-161.232479291715
2021-03-22,3856,3948.24983404483,-92.2498340448328
2021-03-23,3920,3955.38585394946,-35.3858539494643
2021-03-24,3764,3962.64103062802,-198.64103062802
2021-03-25,3867,3970.01584107584,-103.015841075842
2021-03-26,3823,3977.51068017828,-154.51068017828
2021-03-29,3749,3985.12590023772,-236.125900237718
2021-03-30,3838,3992.86178968853,-154.86178968853
2021-03-31,3887,4000.71853935975,-113.718539359746
2021-04-01,3782,4008.69627606709,-226.696276067086
2021-04-02,3779,4016.79507961894,-237.79507961894
2021-04-06,3785,4025.01493611745,-240.014936117446
2021-04-07,3822,4033.35573336929,-211.355733369286
2021-04-08,3821,4041.81725996843,-220.817259968429
2021-04-09,3818,4050.39921714358,-232.399217143582
2021-04-12,3791,4059.10121484595,-268.101214845948
2021-04-13,3794,4067.92276696223,-273.922766962235
2021-04-14,3780,4076.8632765572,-296.863276557204
2021-04-15,3798,4085.92203346675,-287.922033466745
2021-04-16,3810,4095.09820481545,-285.098204815451
2021-04-19,3779,4104.3908387123,-325.390838712299
2021-04-20,3749,4113.79886541859,-364.798865418589
2021-04-21,3736,4123.32108069178,-387.321080691778
2021-04-22,3656,4132.95612949624,-476.956129496243
2021-04-23,3668,4142.70249669355,-474.702496693547
2021-04-26,3670,4152.55846999052,-482.558469990522
2021-04-27,3681,4162.52214087103,-481.522140871034
2021-04-28,3663,4172.59140134911,-509.591401349107
2021-04-29,3798,4182.76394439649,-384.763944396492
2021-04-30,3914,4193.03725234037,-279.037252340368
2021-05-06,4026,4203.40864846211,-177.408648462113
2021-05-07,4052,4213.87534070046,-161.875340700464
2021-05-10,4050,4224.43446366009,-174.434463660095
2021-05-11,4059,4235.08308503331,-176.083085033313
2021-05-12,4159,4245.81820040821,-86.8182004082088
2021-05-13,4134,4256.636732587,-122.636732586998
2021-05-14,4127,4267.53556848485,-140.535568484851
2021-05-17,4248,4278.51154432392,-30.5115443239176
2021-05-18,4169,4289.56143823452,-120.561438234525
2021-05-19,4099,4300.68201573473,-201.682015734725
2021-05-20,4074,4311.86999250732,-237.86999250732
2021-05-21,4090,4323.12200086796,-233.122000867964
2021-05-24,4174,4334.43457480637,-160.434574806365
2021-05-25,4136,4345.80415194893,-209.804151948927
2021-05-26,4119,4357.22710360489,-238.227103604894
2021-05-27,4175,4368.69971435894,-193.699714358936
2021-05-28,4306,4380.21817032221,-74.2181703222077
2021-05-31,4392,4391.77857753816,0.221422461836163
2021-06-01,4432,4403.37701137144,28.6229886285607
2021-06-02,4385,4415.00954727823,-30.0095472782287
2021-06-03,4417,4426.6722725463,-9.67227254629934
2021-06-04,4353,4438.36126205871,-85.3612620587092
2021-06-07,4277,4450.07258670042,-173.072586700423
2021-06-08,4274,4461.80228207135,-187.802282071351
2021-06-09,4349,4473.54631223028,-124.546312230276
2021-06-10,4394,4485.30056360604,-91.3005636060411
2021-06-11,4490,4497.06087114504,-7.06087114504339
2021-06-15,4537,4508.8230320537,28.1769679463042
2021-06-16,4511,4520.58284061974,-9.58284061974384
2021-06-17,4480,4532.33610277815,-52.3361027781523
2021-06-18,4486,4544.07862050269,-58.0786205026932
2021-06-21,4519,4555.80617413357,-36.8061741335733
2021-06-22,4595,4567.51452000357,27.485479996432
2021-06-23,4679,4579.19939923128,99.8006007687179
2021-06-24,4701,4590.85656429672,110.143435703282
2021-06-25,4856,4602.48180893342,253.518191066578
2021-06-28,4779,4614.07097240382,164.929027596177
2021-06-29,4744,4625.61999876456,118.380001235438
2021-06-30,4752,4637.12490024733,114.875099752671
2021-07-01,4833,4648.58173801733,184.418261982669
2021-07-02,4943,4659.98662072452,283.013379275484
2021-07-05,4988,4671.33573324992,316.664266750077
2021-07-06,5087,4682.62537746092,404.374622539077
2021-07-07,4978,4693.85198612129,284.148013878707
2021-07-08,4865,4705.01215914669,159.987840853308
2021-07-09,4840,4716.10261390852,123.897386091483
2021-07-12,4844,4727.12013391054,116.87986608946
2021-07-13,4942,4738.06155387062,203.938446129385
2021-07-14,4964,4748.92375682044,215.076243179563
2021-07-15,4819,4759.70371009103,59.2962899089736
2021-07-16,4831,4770.39846991764,60.6015300823605
2021-07-19,5039,4781.00511704663,257.994882953372
2021-07-20,4822,4791.52075727377,30.4792427262329
2021-07-21,4804,4801.94260304008,2.05739695991802
2021-07-22,4963,4812.26787938546,150.732120614537
2021-07-23,4968,4822.4938122001,145.506187799897
2021-07-26,4963,4832.61768968084,130.382310319156
2021-07-27,4949,4842.6368601707,106.363139829297
2021-07-28,4920,4852.54872590774,67.4512740922571
2021-07-29,5002,4862.3507330963,139.649266903696
2021-07-30,5145,4872.04035582225,272.959644177754
2021-08-02,5116,4881.61512589687,234.384874103133
2021-08-03,5032,4891.07268796223,140.927312037768
2021-08-04,4987,4900.41078354544,86.5892164545624
2021-08-05,4900,4909.62721242725,-9.62721242725451
2021-08-06,4985,4918.71981018111,66.2801898188864
2021-08-09,4989,4927.68640840042,61.3135915995837
2021-08-10,5122,4936.52486607704,185.475133922961
2021-08-11,5210,4945.23306754663,264.766932453368
2021-08-12,5189,4953.80897381327,235.191026186726
2021-08-13,5192,4962.25065532496,229.749344675041
2021-08-16,5158,4970.556279748,187.443720252001
2021-08-17,5110,4978.72410971745,131.275890282554
2021-08-18,5154,4986.75248535122,167.247514648777
2021-08-19,5040,4994.63980103075,45.3601989692537
2021-08-20,4942,5002.38452027075,-60.3845202707504
2021-08-23,4939,5009.98512533639,-70.9851253363951
2021-08-24,4970,5017.44007353206,-47.4400735320579
2021-08-25,4936,5024.74779281956,-88.7477928195619
2021-08-26,5015,5031.90669155091,-16.9066915509138
2021-08-27,5136,5038.91514139378,97.0848586062178
2021-08-30,5130,5045.77150702709,84.2284929729139
2021-08-31,5091,5052.47419326041,38.5258067395913
2021-09-01,5124,5059.02163972048,64.9783602795178
2021-09-02,5202,5065.41230195876,136.587698041239
2021-09-03,5332,5071.64466238588,260.355337614116
2021-09-06,5231,5077.71725987326,153.282740126737
2021-09-07,5289,5083.6287409119,205.371259088099
2021-09-08,5353,5089.37781535366,263.622184646344
2021-09-09,5411,5094.96327794337,316.036722056629
2021-09-10,5325,5100.38403239608,224.615967603924
2021-09-13,5417,5105.63911306384,311.360886936156
2021-09-14,5421,5110.72764714564,310.272352854359
2021-09-15,5564,5115.64889054543,448.351109454566
2021-09-16,5675,5120.4022274206,554.597772579401
2021-09-17,5705,5124.9872272588,580.012772741202
2021-09-22,5724,5129.4036887965,594.596311203504
2021-09-23,5760,5133.65165052351,626.348349476492
2021-09-24,5762,5137.73139671241,624.268603287588
2021-09-27,5901,5141.64347054287,759.356529457129
2021-09-28,6250,5145.388673242,1104.611326758
2021-09-29,6085,5148.96811992457,936.031880075427
2021-09-30,6234,5152.3833823067,1081.6166176933
2021-10-08,6482,5155.63641902253,1326.36358097747
2021-10-11,6755,5158.72963580378,1596.27036419622
2021-10-12,6713,5161.66598664713,1551.33401335287
2021-10-13,6249,5164.44908538304,1084.55091461696
2021-10-14,6276,5167.08318710155,1108.91681289845
2021-10-15,6434,5169.57299520168,1264.42700479832
2021-10-18,6528,5171.92367146439,1356.07632853561
2021-10-19,6515,5174.14090033427,1340.85909966573
2021-10-20,6215,5176.23092680282,1038.76907319718
2021-10-21,6266,5178.20055011929,1087.79944988071
2021-10-22,6119,5180.05699891795,938.943001082049
2021-10-25,6077,5181.80795148585,895.192048514147
2021-10-26,5898,5183.46147423098,714.53852576902
2021-10-27,5595,5185.02600359788,409.973996402122
2021-10-28,5464,5186.51027139279,277.489728607206
2021-10-29,5442,5187.92317888846,254.076821111543
2021-11-01,5479,5189.27374206081,289.726257939188
2021-11-02,5357,5190.57108191102,166.428918088979
2021-11-03,5109,5191.82443920134,-82.8244392013355
2021-11-04,4904,5193.04312348903,-289.043123489032
2021-11-05,4897,5194.23641009504,-297.23641009504
2021-11-08,4982,5195.41345486162,-213.413454861619
2021-11-09,4878,5196.58329076535,-318.583290765352
2021-11-10,4785,5197.75486256633,-412.754862566329
2021-11-11,4825,5198.93698333509,-373.936983335086
2021-11-12,4783,5200.13829552588,-417.138295525884
2021-11-15,4612,5201.36728702249,-589.367287022488
2021-11-16,4718,5202.63227328053,-484.632273280526
2021-11-17,4915,5203.94132613479,-288.941326134794
2021-11-18,4654,5205.30231709265,-551.302317092652
2021-11-19,4823,5206.72299822468,-383.72299822468
2021-11-22,4751,5208.21089371535,-457.21089371535
2021-11-23,4529,5209.77336913338,-680.773369133379
2021-11-24,4729,5211.41760105493,-482.417601054933
2021-11-25,4801,5213.15048465186,-412.15048465186
2021-11-26,4590,5214.97871568372,-624.978715683724
2021-11-29,4615,5216.90881954415,-601.908819544155
2021-11-30,4318,5218.94706328538,-900.947063285384
2021-12-01,4302,5221.09946515478,-919.099465154778
2021-12-02,4276,5223.37167098448,-947.371670984477
2021-12-03,4155,5225.76894668772,-1070.76894668772
2021-12-06,4393,5228.29616657245,-835.29616657245
2021-12-07,4475,5230.95776233383,-755.957762333832
2021-12-08,4550,5233.75782038915,-683.757820389153
2021-12-09,4365,5236.7001146732,-871.700114673197
2021-12-10,4325,5239.78813648267,-914.788136482671
2021-12-13,4441,5243.02501678863,-802.025016788628
2021-12-14,4407,5246.41350842542,-839.413508425418
2021-12-15,4203,5249.95603270235,-1046.95603270235
2021-12-16,4309,5253.65466394937,-944.654663949368
2021-12-17,4291,5257.51104372653,-966.511043726531
2021-12-20,4175,5261.52642311148,-1086.52642311148
2021-12-21,4309,5265.70165366543,-956.701653665431
2021-12-22,4268,5270.03713782362,-1002.03713782362
2021-12-23,4441,5274.53288255872,-833.532882558718
2021-12-24,4558,5279.1884806412,-721.188480641201
2021-12-27,4492,5284.00318029314,-792.003180293145
2021-12-28,4635,5288.97593162638,-653.975931626379
2021-12-29,4614,5294.10535737007,-680.105357370074
2021-12-30,4531,5299.38980992633,-768.38980992633
2021-12-31,4748,5304.82736056899,-556.827360568991
2022-01-04,4875,5310.4157629505,-435.415762950497
2022-01-05,4932,5316.15254055279,-384.152540552787
2022-01-06,4900,5322.03503687512,-422.035036875122
2022-01-07,5110,5328.0604366233,-218.060436623302
2022-01-10,5037,5334.22575005056,-297.225750050562
2022-01-11,4975,5340.52789727323,-365.527897273235
2022-01-12,4881,5346.96367554594,-465.963675545937
2022-01-13,4776,5353.52973102872,-577.529731028723
2022-01-14,4682,5360.22251727162,-678.22251727162
2022-01-17,4546,5367.03824909645,-821.038249096452
2022-01-18,4580,5373.97286097528,-793.972860975282
2022-01-19,4581,5381.02194799615,-800.021947996146
2022-01-20,4734,5388.18077705071,-654.18077705071
2022-01-21,4739,5395.44428433328,-656.444284333283
2022-01-24,4515,5402.80713562688,-887.807135626881
2022-01-25,4410,5410.26372536613,-1000.26372536613
2022-01-26,4423,5417.80808100231,-994.808081002308
2022-01-27,4530,5425.43381651775,-895.433816517753
2022-01-28,4690,5433.13413468107,-743.134134681069
2022-02-07,5126,5440.9018681247,-314.901868124704
2022-02-08,5161,5448.72954229914,-287.729542299137
2022-02-09,5076,5456.6095524872,-380.609552487205
2022-02-10,5064,5464.53417503588,-400.534175035882
2022-02-11,4974,5472.4955289635,-498.495528963504
2022-02-14,5030,5480.48556772372,-450.485567723721
2022-02-15,5039,5488.49603871205,-449.496038712053
2022-02-16,5005,5496.51850311147,-491.518503111469
2022-02-17,5025,5504.54433630134,-479.544336301336
2022-02-18,5685,5512.56471048705,172.435289512952
2022-02-21,5505,5520.57059964964,-15.5705996496408
2022-02-22,5749,5528.55304904795,220.446950952055
2022-02-23,5838,5536.5030975046,301.4969024954
2022-02-24,6230,5544.41187496607,685.588125033933
2022-02-25,6246,5552.27063600556,693.729363994442
2022-02-28,6210,5560.07091859085,649.929081409153
2022-03-01,6157,5567.80454744961,589.195452550385
2022-03-02,6526,5575.46361596388,950.536384036115
2022-03-03,6767,5583.04046106551,1183.95953893449
2022-03-04,6492,5590.52781259978,901.472187400223
2022-03-07,6979,5597.91888981337,1381.08111018663
2022-03-08,6892,5605.20728458529,1286.79271541471
2022-03-09,6905,5612.3871596778,1292.6128403222
2022-03-10,6417,5619.45320976186,797.546790238142
2022-03-11,6435,5626.40066382209,808.599336177914
2022-03-14,5815,5633.22508051722,181.77491948278
2022-03-15,5613,5639.92235274869,-26.9223527486876
