"PG0Date","PG0Close","PG0_hpft","PG0_hpfc"
2022-03-16,5686,5646.48844855583,39.5115514441738
2022-03-17,5658,5652.91932484957,5.08067515042967
2022-03-18,5948,5659.21095487367,288.789045126329
2022-03-21,5937,5665.35931397133,271.640686028666
2022-03-22,6226,5671.3604968598,554.639503140197
2022-03-23,6163,5677.21071054199,485.789289458009
2022-03-24,6194,5682.90639128672,511.09360871328
2022-03-25,6359,5688.44417616752,670.555823832479
2022-03-28,6146,5693.82091352409,452.179086475908
2022-03-29,6170,5699.03372887695,470.966271123048
2022-03-30,6168,5704.07993465916,463.920065340838
2022-03-31,6166,5708.95703798264,457.042962017359
2022-04-01,5876,5713.66273772511,162.337262274895
2022-04-06,5948,5718.1949216869,229.805078313101
2022-04-07,5821,5722.55154477256,98.4484552274356
2022-04-08,5694,5726.73065687854,-32.7306568785446
2022-04-11,5804,5730.73034859606,73.2696514039404
2022-04-12,5924,5734.54869698695,189.451303013054
2022-04-13,5946,5738.1838094,207.816190599996
2022-04-14,6152,5741.63387149464,410.366128505363
2022-04-15,6252,5744.89715483434,507.102845165663
2022-04-18,6349,5747.97210061046,601.027899389536
2022-04-19,6219,5750.85735963021,468.142640369794
2022-04-20,6138,5753.55183114245,384.448168857554
2022-04-21,6244,5756.05460790683,487.945392093173
2022-04-22,6020,5758.36494159859,261.635058401411
2022-04-25,5799,5760.48228559009,38.517714409905
2022-04-26,5906,5762.40620140214,143.593798597857
2022-04-27,6161,5764.13626647864,396.86373352136
2022-04-28,6006,5765.67211761859,240.327882381411
2022-04-29,6118,5767.01355566841,350.986444331586
2022-05-05,6245,5768.16048081694,476.839519183055
2022-05-06,6182,5769.11293833633,412.887061663673
2022-05-09,6112,5769.87117060491,342.128829395087
2022-05-10,5955,5770.435590672,184.564409328001
2022-05-11,6180,5770.80675300943,409.193246990573
2022-05-12,6126,5770.98528838066,355.014711619341
2022-05-13,6183,5770.97199669261,412.028003307385
2022-05-16,6029,5770.76782460136,258.232175398637
2022-05-17,6283,5770.37388907868,512.626110921317
2022-05-18,6044,5769.79141383965,274.208586160348
2022-05-19,6088,5769.02183449734,318.978165502662
2022-05-20,5948,5768.06670001254,179.933299987459
2022-05-23,5948,5766.92769119873,181.072308801269
2022-05-24,5840,5765.60656324586,74.393436754141
2022-05-25,5846,5764.10514619224,81.8948538077606
2022-05-26,6059,5762.42530082787,296.574699172128
2022-05-27,6181,5760.56892179442,420.431078205585
2022-05-30,6182,5758.53802632568,423.461973674319
2022-05-31,6230,5756.33480544506,473.665194554943
2022-06-01,6000,5753.96162521717,246.03837478283
2022-06-02,5831,5751.42104750197,79.5789524980318
2022-06-06,5953,5748.7157358607,204.284264139303
2022-06-07,5976,5745.84838674995,230.151613250051
2022-06-08,5956,5742.82178106929,213.178218930712
2022-06-09,5903,5739.6387948536,163.361205146398
2022-06-10,5886,5736.30239225697,149.697607743032
2022-06-13,5733,5732.81560496029,0.184395039707752
2022-06-14,5737,5729.18152652373,7.81847347626545
2022-06-15,5562,5725.4032505834,-163.403250583402
2022-06-16,5770,5721.48387400747,48.5161259925249
2022-06-17,5945,5717.42642611959,227.573573880408
2022-06-20,5927,5713.2339562981,213.7660437019
2022-06-21,5888,5708.9096079914,179.090392008604
2022-06-22,5577,5704.45661300982,-127.456613009821
2022-06-23,5586,5699.87827719269,-113.87827719269
