"LUMDate","LUMClose","LUM_hpft","LUM_hpfc"
2020-10-12,2327,2426.54310413738,-99.543104137379
2020-10-13,2312,2428.95577734646,-116.95577734646
2020-10-14,2323,2431.46622043392,-108.466220433916
2020-10-15,2380,2434.07524597582,-54.0752459758171
2020-10-16,2369,2436.78362171253,-67.7836217125327
2020-10-19,2366,2439.59209303215,-73.5920930321493
2020-10-20,2328,2442.50137730379,-114.50137730379
2020-10-21,2335,2445.51216147641,-110.512161476411
2020-10-22,2297,2448.62508516874,-151.625085168738
2020-10-23,2311,2451.84074231825,-140.84074231825
2020-10-26,2244,2455.15966418655,-211.15966418655
2020-10-27,2256,2458.58232381771,-202.582323817706
2020-10-28,2236,2462.10910697027,-226.109106970273
2020-10-29,2159,2465.740315664,-306.740315663997
2020-10-30,2050,2469.47615845387,-419.476158453869
2020-11-02,2015,2473.31671710096,-458.316717100961
2020-11-03,2102,2477.26189997161,-375.261899971613
2020-11-04,2167,2481.31142598231,-314.311425982309
2020-11-05,2193,2485.46485893172,-292.464858931723
2020-11-06,2158,2489.72163269489,-331.721632694889
2020-11-09,2197,2494.08106025322,-297.081060253223
2020-11-10,2269,2498.54231746797,-229.542317467969
2020-11-11,2355,2503.10445739901,-148.104457399008
2020-11-12,2326,2507.76643822282,-181.766438222822
2020-11-13,2261,2512.52715689508,-251.527156895079
2020-11-16,2269,2517.38543523677,-248.385435236768
2020-11-17,2304,2522.33999109754,-218.33999109754
2020-11-18,2295,2527.38943965474,-232.38943965474
2020-11-19,2323,2532.53230583245,-209.532305832453
2020-11-20,2346,2537.76701849462,-191.767018494624
2020-11-23,2374,2543.09191989256,-169.091919892564
2020-11-24,2449,2548.50527300913,-99.5052730091265
2020-11-25,2486,2554.00527093125,-68.0052709312461
2020-11-26,2528,2559.59006561425,-31.5900656142531
2020-11-27,2465,2565.25778090323,-100.257780903231
2020-11-30,2524,2571.00652758481,-47.0065275848096
2020-12-01,2532,2576.83437500312,-44.8343750031185
2020-12-02,2483,2582.73937307183,-99.7393730718294
2020-12-03,2531,2588.71955317198,-57.7195531719815
2020-12-04,2563,2594.77290545618,-31.7729054561775
2020-12-07,2580,2600.89739621819,-20.8973962181853
2020-12-08,2508,2607.09097861794,-99.0909786179412
2020-12-09,2517,2613.35159717731,-96.3515971773125
2020-12-10,2528,2619.67715545809,-91.6771554580871
2020-12-11,2616,2626.06551719408,-10.0655171940788
2020-12-14,2676,2632.51450822348,43.4854917765186
2020-12-15,2635,2639.02195022372,-4.02195022371767
2020-12-16,2634,2645.58568284735,-11.5856828473542
2020-12-17,2697,2652.20354408467,44.7964559153264
2020-12-18,2651,2658.87336713667,-7.87336713666589
2020-12-21,2591,2665.59300372154,-74.5930037215405
2020-12-22,2534,2672.36030230285,-138.360302302852
2020-12-23,2521,2679.17308051047,-158.173080510466
2020-12-24,2598,2686.02909878166,-88.0290987816628
2020-12-25,2610,2692.92605217127,-82.9260521712694
2020-12-28,2563,2699.86159934652,-136.861599346518
2020-12-29,2589,2706.83336469616,-117.833364696156
2020-12-30,2589,2713.83891603613,-124.838916036127
2020-12-31,2645,2720.8757724746,-75.875772474603
2021-01-04,2704,2727.94140151646,-23.941401516461
2021-01-05,2595,2735.03323930255,-140.033239302547
2021-01-06,2766,2742.14871207728,23.8512879227232
2021-01-07,2751,2749.28518820099,1.71481179901125
2021-01-08,2759,2756.44004589319,2.55995410681333
2021-01-11,2754,2763.61066408218,-9.61066408218025
2021-01-12,2855,2770.79442275446,84.2055772455353
2021-01-13,2864,2777.98869792388,86.0113020761161
2021-01-14,2849,2785.19090041147,63.8090995885312
2021-01-15,2842,2792.39847659189,49.6015234081076
2021-01-18,2858,2799.60889921593,58.3911007840689
2021-01-19,2845,2806.81966153762,38.1803384623765
2021-01-20,2913,2814.02828094755,98.9717190524465
2021-01-21,2849,2821.23229061851,27.7677093814918
2021-01-22,2804,2828.42926463424,-24.4292646342401
2021-01-25,2790,2835.61678855649,-45.61678855649
2021-01-26,2804,2842.79243784899,-38.7924378489942
2021-01-27,2851,2849.9537691193,1.04623088069982
2021-01-28,2818,2857.09832293974,-39.0983229397445
2021-01-29,2798,2864.22364031511,-66.2236403151139
2021-02-01,2834,2871.3272460885,-37.3272460884975
