"LUMDate","LUMClose","LUM_hpft","LUM_hpfc"
2022-11-25,4326,4438.18414770571,-112.184147705711
2022-11-28,4130,4428.04795582832,-298.047955828318
2022-11-29,4416,4417.98877892667,-1.9887789266722
2022-11-30,4363,4408.00886823911,-45.0088682391101
2022-12-01,4320,4398.1104741818,-78.1104741818004
2022-12-02,4330,4388.295828566,-58.2958285660032
2022-12-05,4307,4378.56713091511,-71.5671309151116
2022-12-06,4208,4368.92655665546,-160.926556655462
2022-12-07,3993,4359.37625163098,-366.376251630977
2022-12-08,3947,4349.91829516422,-402.918295164216
2022-12-09,3911,4340.55461513305,-429.554615133054
2022-12-12,3695,4331.28697286467,-636.286972864669
2022-12-13,3806,4322.11695212622,-516.116952126223
2022-12-14,3837,4313.0458736689,-476.045873668895
2022-12-15,3961,4304.07484490219,-343.07484490219
2022-12-16,3925,4295.20477645712,-370.204776457123
2022-12-19,3846,4286.43643715159,-440.436437151588
2022-12-20,3982,4277.77044277585,-295.770442775847
2022-12-21,3972,4269.20722706121,-297.207227061207
2022-12-22,4000,4260.74710147912,-260.747101479121
2022-12-23,3919,4252.39025464814,-333.390254648136
2022-12-26,4124,4244.1367674042,-120.136767404198
2022-12-27,4120,4235.98658277279,-115.986582772791
2022-12-28,4104,4227.9395941201,-123.939594120102
2022-12-29,4036,4219.99564686801,-183.995646868011
