"RB0Date","RB0Close","RB0_hpft","RB0_hpfc"
2010-11-04,4606,4562.83070195796,43.1692980420447
2010-11-05,4708,4567.89609224238,140.103907757621
2010-11-08,4709,4572.96510359584,136.034896404159
2010-11-09,4854,4578.03573245812,275.964267541876
2010-11-10,4770,4583.10603150037,186.893968499633
2010-11-11,4793,4588.17416746623,204.825832533769
2010-11-12,4637,4593.23838435368,43.7616156463181
2010-11-15,4667,4598.29701082776,68.7029891722388
2010-11-16,4646,4603.34839364264,42.6516063573638
2010-11-17,4550,4608.39090795152,-58.3909079515236
2010-11-18,4611,4613.42294653811,-2.42294653810917
2010-11-19,4643,4618.44287804964,24.5571219503622
2010-11-22,4644,4623.44907013177,20.5509298682307
2010-11-23,4607,4628.43990058112,-21.4399005811238
2010-11-24,4695,4633.41375568925,61.5862443107474
2010-11-25,4683,4638.36901288526,44.6309871147374
2010-11-26,4650,4643.30407505557,6.69592494443334
2010-11-29,4668,4648.21736353529,19.7826364647074
2010-11-30,4634,4653.1073024273,-19.1073024273013
2010-12-01,4678,4657.97232401189,20.027675988114
2010-12-02,4685,4662.81085267102,22.1891473289837
2010-12-03,4728,4667.62132106552,60.3786789344817
2010-12-06,4719,4672.40217102805,46.5978289719458
2010-12-07,4760,4677.15186934964,82.8481306503593
2010-12-08,4712,4681.86890208284,30.1310979171635
2010-12-09,4715,4686.5517895263,28.4482104737026
2010-12-10,4727,4691.19906443373,35.8009355662712
2010-12-13,4779,4695.80927131803,83.1907286819674
2010-12-14,4782,4700.38096949097,81.6190305090324
2010-12-15,4772,4704.91275265181,67.0872473481902
2010-12-16,4767,4709.40324823804,57.5967517619647
2010-12-17,4791,4713.85111141815,77.1488885818523
2010-12-20,4801,4718.25502116892,82.7449788310763
2010-12-21,4822,4722.61368835738,99.3863116426241
2010-12-22,4794,4726.92585805385,67.074141946149
2010-12-23,4774,4731.19031641114,42.809683588861
2010-12-24,4762,4735.40587730775,26.5941226922539
2010-12-27,4734,4739.57137231804,-5.57137231804212
2010-12-28,4744,4743.68564400924,0.314355990758131
2010-12-29,4770,4747.7475326455,22.2524673544986
2010-12-30,4791,4751.75587862115,39.2441213788523
2010-12-31,4812,4755.7095315287,56.2904684713044
2011-01-04,4822,4759.60735718246,62.3926428175435
2011-01-05,4793,4763.44824466503,29.5517553349695
2011-01-06,4809,4767.23110884961,41.7688911503905
2011-01-07,4793,4770.95487682511,22.0451231748944
2011-01-10,4834,4774.61849294576,59.3815070542355
2011-01-11,4843,4778.22091067854,64.7790893214618
2011-01-12,4847,4781.76110803624,65.2388919637554
2011-01-13,4861,4785.23808980874,75.7619101912587
2011-01-14,4903,4788.65088775314,114.349112246865
2011-01-17,4919,4791.99856494333,127.001435056668
2011-01-18,4913,4795.28023172059,117.719768279414
2011-01-19,4931,4798.49505092339,132.504949076606
2011-01-20,4918,4801.64223405115,116.357765948851
2011-01-21,4950,4804.7210473751,145.278952624903
2011-01-24,4965,4807.73080526423,157.269194735767
2011-01-25,4967,4810.67088214019,156.329117859812
2011-01-26,4949,4813.54071743319,135.459282566809
2011-01-27,4930,4816.33981519375,113.660184806247
2011-01-28,4936,4819.0677354657,116.932264534304
2011-01-31,4996,4821.72408527526,174.275914724741
2011-02-01,5022,4824.30851998406,197.691480015943
2011-02-09,5124,4826.82076699228,297.179233007716
2011-02-10,5188,4829.26063541789,358.739364582106
2011-02-11,5167,4831.62805722048,335.371942779521
2011-02-14,5153,4833.9231126484,319.076887351603
2011-02-15,5157,4836.1460205793,320.853979420702
2011-02-16,5102,4838.29713178415,263.70286821585
2011-02-17,5018,4840.37692966198,177.623070338022
2011-02-18,4985,4842.38600661617,142.613993383828
2011-02-21,5026,4844.32502847246,181.674971527537
2011-02-22,5000,4846.19472000732,153.805279992677
2011-02-23,4940,4847.99588109436,92.0041189056438
2011-02-24,4892,4849.72937518406,42.2706248159377
2011-02-25,4869,4851.39610375784,17.6038962421643
2011-02-28,4899,4852.9969857699,46.0030142301047
2011-03-01,4837,4854.53294745133,-17.5329474513251
2011-03-02,4847,4856.00493404908,-9.00493404907632
2011-03-03,4813,4857.4138835625,-44.413883562502
2011-03-04,4816,4858.7607302687,-42.7607302687003
2011-03-07,4832,4860.0463900861,-28.0463900861009
2011-03-08,4773,4861.27176125724,-88.2717612572444
2011-03-09,4771,4862.43773043161,-91.4377304316079
2011-03-10,4679,4863.54514777062,-184.545147770616
2011-03-11,4656,4864.59482563899,-208.594825638994
2011-03-14,4733,4865.587500118,-132.587500118
2011-03-15,4774,4866.52382106406,-92.5238210640614
2011-03-16,4832,4867.40438352747,-35.4043835274651
2011-03-17,4817,4868.22974431265,-51.2297443126478
2011-03-18,4756,4869.00044558937,-113.000445589372
2011-03-21,4653,4869.71700835114,-216.717008351143
2011-03-22,4648,4870.37990688158,-222.379906881581
2011-03-23,4728,4870.98952588213,-142.989525882133
2011-03-24,4717,4871.54615813148,-154.546158131479
2011-03-25,4730,4872.05003730214,-142.05003730214
2011-03-28,4779,4872.50133318337,-93.5013331833703
2011-03-29,4814,4872.90015684681,-58.9001568468089
2011-03-30,4794,4873.24658071422,-79.2465807142243
2011-03-31,4794,4873.54065286063,-79.5406528606303
2011-04-01,4780,4873.78238860354,-93.782388603541
2011-04-06,4874,4873.9717703815,0.0282296185011965
2011-04-07,4884,4874.10874186744,9.89125813256457
2011-04-08,4906,4874.19324674579,31.8067532542107
2011-04-11,4920,4874.22523278968,45.7747672103154
2011-04-12,4903,4874.20466091977,28.7953390802323
2011-04-13,4922,4874.13151097829,47.868489021709
2011-04-14,4907,4874.00577471009,32.9942252899063
2011-04-15,4827,4873.82746364731,-46.827463647308
2011-04-18,4844,4873.59660296023,-29.5966029602342
2011-04-19,4774,4873.31319846272,-99.3131984627186
2011-04-20,4814,4872.9772437345,-58.9772437345013
2011-04-21,4849,4872.58869130331,-23.5886913033124
2011-04-22,4873,4872.14746931801,0.852530681989538
2011-04-25,4879,4871.65349617681,7.34650382318573
2011-04-26,4896,4871.10669063042,24.893309369576
2011-04-27,4885,4870.50697446624,14.4930255337649
2011-04-28,4906,4869.85427976148,36.1457202385206
2011-04-29,4915,4869.14854458436,45.8514554156438
2011-05-03,4953,4868.38972194425,84.61027805575
2011-05-04,4941,4867.57778380361,73.422216196391
2011-05-05,4913,4866.71273709936,46.2872629006355
2011-05-06,4804,4865.79461911821,-61.7946191182138
2011-05-09,4829,4864.8234862802,-35.8234862802018
2011-05-10,4848,4863.79936946191,-15.7993694619051
2011-05-11,4822,4862.72228473203,-40.7222847320313
2011-05-12,4782,4861.59224162832,-79.592241628316
2011-05-13,4850,4860.40923285568,-10.4092328556834
2011-05-16,4818,4859.17321821879,-41.1732182187854
2011-05-17,4823,4857.88415321946,-34.884153219457
2011-05-18,4814,4856.54197634029,-42.5419763402863
2011-05-19,4830,4855.14661164393,-25.1466116439276
2011-05-20,4825,4853.69796560822,-28.6979656082163
2011-05-23,4779,4852.19593431612,-73.195934316124
2011-05-24,4808,4850.6404019883,-42.6404019882982
2011-05-25,4823,4849.03122258879,-26.0312225887873
2011-05-26,4828,4847.36823245603,-19.368232456031
2011-05-27,4837,4845.65125716807,-8.65125716806956
2011-05-30,4874,4843.88011429709,30.1198857029145
2011-05-31,4875,4842.05461783922,32.9453821607834
2011-06-01,4866,4840.17459424073,25.8254057592687
2011-06-02,4861,4838.23988356623,22.7601164337702
2011-06-03,4867,4836.25033655566,30.7496634443391
2011-06-07,4864,4834.20581335695,29.7941866430524
2011-06-08,4869,4832.10618682866,36.8938131713413
2011-06-09,4849,4829.95134214519,19.0486578548051
2011-06-10,4853,4827.74117973134,25.2588202686554
2011-06-13,4807,4825.4756078859,-18.4756078858991
2011-06-14,4812,4823.15454534847,-11.1545453484731
2011-06-15,4796,4820.77790322165,-24.7779032216507
2011-06-16,4781,4818.3455879972,-37.3455879971962
2011-06-17,4731,4815.85749592483,-84.8574959248308
2011-06-20,4688,4813.31350781686,-125.313507816864
2011-06-21,4713,4810.71346940905,-97.7134694090543
2011-06-22,4694,4808.05717463761,-114.057174637612
2011-06-23,4734,4805.34437704789,-71.3443770478943
2011-06-24,4731,4802.57478303867,-71.5747830386656
2011-06-27,4704,4799.74806951768,-95.7480695176786
2011-06-28,4706,4796.8638838067,-90.8638838067032
2011-06-29,4726,4793.92183364899,-67.9218336489876
2011-06-30,4753,4790.92148922835,-37.9214892283453
2011-07-01,4726,4787.86239265247,-61.8623926524713
2011-07-04,4792,4784.74407035396,7.25592964603692
2011-07-05,4788,4781.56602319356,6.43397680643591
2011-07-06,4812,4778.32775503164,33.6722449683584
2011-07-07,4808,4775.02877238818,32.9712276118212
2011-07-08,4808,4771.66859570175,36.3314042982535
2011-07-11,4852,4768.24675903993,83.753240960071
2011-07-12,4851,4764.76281148823,86.2371885117712
2011-07-13,4887,4761.21633675244,125.783663247564
2011-07-14,4872,4757.60695418543,114.393045814572
2011-07-15,4871,4753.93433513369,117.06566486631
2011-07-18,4902,4750.19819822947,151.80180177053
2011-07-19,4915,4746.39831049513,168.601689504865
2011-07-20,4920,4742.53450170173,177.465498298275
2011-07-21,4913,4738.60667131352,174.393328686475
2011-07-22,4925,4734.61479215204,190.385207847961
2011-07-25,4878,4730.55890912584,147.441090874159
2011-07-26,4898,4726.43914584105,171.560854158945
2011-07-27,4917,4722.25568685013,194.744313149868
2011-07-28,4934,4718.0087876218,215.991212378204
2011-07-29,4929,4713.69878412443,215.301215875573
2011-08-01,4975,4709.32610160813,265.673898391874
2011-08-02,4983,4704.89125432011,278.108745679893
2011-08-03,4987,4700.39486632645,286.605133673552
2011-08-04,4980,4695.83767665226,284.162323347742
2011-08-05,4807,4691.22054279362,115.779457206378
2011-08-08,4782,4686.54443970786,95.4555602921381
2011-08-09,4765,4681.8103902109,83.1896097891002
2011-08-10,4790,4677.01945657629,112.980543423711
2011-08-11,4799,4672.17273546451,126.827264535492
2011-08-12,4809,4667.27137023799,141.728629762009
2011-08-15,4854,4662.31655668424,191.683443315761
2011-08-16,4833,4657.30954917581,175.690450824193
2011-08-17,4863,4652.25168131934,210.748318680656
2011-08-18,4830,4647.14435934498,182.855640655022
2011-08-19,4814,4641.98907659764,172.010923402362
2011-08-22,4816,4636.78740200754,179.212597992461
2011-08-23,4821,4631.54097560706,189.459024392935
2011-08-24,4822,4626.25151150814,195.748488491858
2011-08-25,4816,4620.92080213729,195.079197862708
2011-08-26,4800,4615.55072083557,184.449279164432
2011-08-29,4768,4610.14322158205,157.856778417955
2011-08-30,4810,4604.70033459967,205.299665400334
2011-08-31,4831,4599.22415536298,231.77584463702
2011-09-01,4829,4593.71686420914,235.283135790862
2011-09-02,4832,4588.18073728219,243.819262717808
2011-09-05,4800,4582.61814798265,217.381852017348
2011-09-06,4794,4577.03157049625,216.968429503748
2011-09-07,4825,4571.42356886554,253.576431134456
2011-09-08,4803,4565.79679681917,237.203203180832
2011-09-09,4791,4560.15401290402,230.845987095975
2011-09-13,4783,4554.49807371731,228.501926282688
2011-09-14,4760,4548.83193127866,211.16806872134
2011-09-15,4744,4543.15863206119,200.841367938813
2011-09-16,4732,4537.48130982642,194.518690173581
2011-09-19,4622,4531.80318135562,90.1968186443781
2011-09-20,4611,4526.12754383627,84.8724561637299
2011-09-21,4633,4520.45773173957,112.542268260426
2011-09-22,4568,4514.7971146196,53.2028853804014
2011-09-23,4514,4509.14910855086,4.8508914491427
2011-09-26,4398,4503.51715159982,-105.517151599815
2011-09-27,4448,4497.9046838381,-49.9046838381029
2011-09-28,4403,4492.31510172077,-89.3151017207698
2011-09-29,4298,4486.75178107424,-188.751781074245
2011-09-30,4339,4481.21806080579,-142.218060805793
2011-10-10,4317,4475.71720180022,-158.717201800223
2011-10-11,4322,4470.25240615512,-148.252406155125
2011-10-12,4350,4464.82681036081,-114.82681036081
2011-10-13,4318,4459.44348962589,-141.443489625894
2011-10-14,4314,4454.10547169424,-140.105471694236
2011-10-17,4178,4448.81572584286,-270.815725842857
2011-10-18,4089,4443.5771634345,-354.577163434503
2011-10-19,4047,4438.39258388778,-391.392583887785
2011-10-20,3922,4433.26464005334,-511.264640053342
2011-10-21,3957,4428.19582299581,-471.195822995806
2011-10-24,4066,4423.18841244367,-357.188412443669
2011-10-25,4021,4418.24449335188,-397.244493351881
2011-10-26,4039,4413.36600302803,-374.366003028033
2011-10-27,4040,4408.5547145749,-368.554714574903
2011-10-28,4123,4403.8122463475,-280.812246347505
2011-10-31,4123,4399.14006435507,-276.140064355071
2011-11-01,4055,4394.53951853027,-339.539518530271
2011-11-02,4065,4390.0118446607,-325.011844660697
2011-11-03,4006,4385.55813818193,-379.558138181934
2011-11-04,4121,4381.17936018267,-260.179360182673
2011-11-07,4106,4376.87631485749,-270.876314857494
2011-11-08,4141,4372.64969885354,-231.649698853538
2011-11-09,4161,4368.50009684838,-207.500096848384
2011-11-10,4050,4364.42799776487,-314.427997764875
2011-11-11,4149,4360.43380475378,-211.433804753779
2011-11-14,4189,4356.517790994,-167.517790994003
2011-11-15,4157,4352.680142266,-195.680142265999
2011-11-16,4134,4348.9209751054,-214.920975105402
2011-11-17,4178,4345.24032516131,-167.240325161305
2011-11-18,4154,4341.63813924325,-187.638139243253
2011-11-21,4086,4338.11429503037,-252.114295030369
2011-11-22,4089,4334.66859263963,-245.66859263963
2011-11-23,4039,4331.30072797385,-292.300727973855
2011-11-24,4073,4328.01029538704,-255.01029538704
2011-11-25,4045,4324.79676840733,-279.796768407326
2011-11-28,4084,4321.65951515178,-237.659515151781
2011-11-29,4125,4318.5977880809,-193.597788080903
2011-11-30,4075,4315.61074141643,-240.610741416427
2011-12-01,4174,4312.69744935429,-138.69744935429
2011-12-02,4163,4309.85688663162,-146.856886631621
2011-12-05,4164,4307.08797065386,-143.087970653861
2011-12-06,4160,4304.38955812163,-144.389558121626
2011-12-07,4182,4301.76044658883,-119.760446588826
2011-12-08,4176,4299.19937392418,-123.19937392418
2011-12-09,4169,4296.7050284923,-127.705028492298
2011-12-12,4168,4294.27604773248,-126.276047732481
2011-12-13,4151,4291.91101629562,-140.911016295621
2011-12-14,4153,4289.60846663533,-136.608466635329
2011-12-15,4124,4287.3668729581,-163.366872958099
2011-12-16,4189,4285.18465300215,-96.1846530021542
2011-12-19,4170,4283.06015697627,-113.060156976267
2011-12-20,4174,4280.99169533038,-106.991695330383
2011-12-21,4181,4278.97753178004,-97.9775317800396
2011-12-22,4206,4277.01588581469,-71.0158858146908
2011-12-23,4226,4275.10493642364,-49.104936423639
2011-12-26,4226,4273.2428332412,-47.242833241201
2011-12-27,4235,4271.4277056037,-36.4277056036987
2011-12-28,4236,4269.65766331921,-33.657663319207
2011-12-29,4201,4267.93080113792,-66.9308011379244
2011-12-30,4210,4266.24519989735,-56.2451998973454
2012-01-04,4159,4264.5989127686,-105.598912768597
2012-01-05,4178,4262.98996967316,-84.9899696731562
2012-01-06,4196,4261.41635688219,-65.4163568821943
2012-01-09,4185,4259.87602553553,-74.8760255355262
2012-01-10,4215,4258.3668997324,-43.3668997323969
2012-01-11,4224,4256.88687262134,-32.8868726213368
2012-01-12,4223,4255.43381942471,-32.4338194247071
2012-01-13,4229,4254.00560177078,-25.0056017707807
2012-01-16,4240,4252.60006788104,-12.6000678810354
2012-01-17,4295,4251.21505564059,43.7849443594057
2012-01-18,4301,4249.84839772621,51.1516022737872
2012-01-19,4310,4248.49794491359,61.5020550864081
2012-01-20,4323,4247.16156912247,75.8384308775337
2012-01-30,4320,4245.83716769504,74.1628323049558
2012-01-31,4297,4244.52266932208,52.477330677923
2012-02-01,4285,4243.21603335024,41.7839666497579
2012-02-02,4318,4241.91524081825,76.0847591817473
2012-02-03,4332,4240.61829003663,91.3817099633709
2012-02-06,4330,4239.32321076627,90.6767892337286
2012-02-07,4274,4238.0280705416,35.9719294583995
2012-02-08,4337,4236.73097437918,100.269025620822
2012-02-09,4297,4235.43004216492,61.5699578350821
2012-02-10,4286,4234.12343523192,51.8765647680772
2012-02-13,4261,4232.8093403638,28.1906596361973
2012-02-14,4252,4231.48596578791,20.5140342120863
2012-02-15,4189,4230.15153138445,-41.1515313844484
2012-02-16,4169,4228.8042655133,-59.8042655133022
2012-02-17,4157,4227.44237952398,-70.4423795239809
2012-02-20,4178,4226.06406004528,-48.0640600452827
2012-02-21,4228,4224.667464588,3.33253541200378
2012-02-22,4251,4223.25073079513,27.7492692048671
2012-02-23,4237,4221.81199768729,15.1880023127064
2012-02-24,4234,4220.3494157554,13.6505842446042
2012-02-27,4278,4218.86114176856,59.1388582314416
2012-02-28,4295,4217.34533813852,77.654661861476
2012-02-29,4300,4215.80019172256,84.1998082774422
2012-03-01,4277,4214.22392147736,62.7760785226408
2012-03-02,4299,4212.6147811644,86.3852188356044
2012-03-05,4267,4210.97105049419,56.0289495058101
2012-03-06,4268,4209.29104488549,58.7089551145092
2012-03-07,4253,4207.57310291715,45.4268970828466
2012-03-08,4281,4205.81558743607,75.184412563932
2012-03-09,4319,4204.01688006649,114.983119933515
2012-03-12,4335,4202.17539351112,132.82460648888
2012-03-13,4341,4200.28958800205,140.710411997951
2012-03-14,4325,4198.3579786757,126.642021324297
2012-03-15,4337,4196.37913883239,140.620861167606
2012-03-16,4335,4194.35169412129,140.648305878712
2012-03-19,4343,4192.27432831858,150.725671681416
2012-03-20,4333,4190.14578333872,142.854216661282
2012-03-21,4358,4187.96486340011,170.035136599894
