"LH0Date","LH0Close","LH0_hpft","LH0_hpfc"
2022-11-18,21365,20157.948133307,1207.05186669301
2022-11-21,20900,20105.6094766459,794.390523354099
2022-11-22,20895,20052.6831385206,842.316861479426
2022-11-23,20195,19999.2010037816,195.798996218399
2022-11-24,20305,19945.1953054566,359.804694543379
2022-11-25,20305,19890.6983575098,414.301642490174
2022-11-28,20645,19835.7426226349,809.257377365099
2022-11-29,20515,19780.3607347803,734.639265219678
2022-11-30,20485,19724.5856624097,760.41433759034
2022-12-01,20795,19668.4506776565,1126.54932234346
2022-12-02,21365,19611.9893669782,1753.01063302175
2022-12-05,21055,19555.2357825037,1499.76421749628
2022-12-06,20990,19498.2247009852,1491.77529901483
2022-12-07,20155,19440.9915191178,714.008480882204
2022-12-08,19160,19383.572250236,-223.57225023596
2022-12-09,19000,19326.0032028166,-326.003202816621
2022-12-12,17895,19268.3205929211,-1373.32059292114
2022-12-13,17745,19210.5605018541,-1465.56050185406
2022-12-14,16495,19152.7584432446,-2657.75844324457
2022-12-15,16640,19094.9493249183,-2454.94932491826
2022-12-16,15895,19037.1669560898,-3142.1669560898
2022-12-19,15470,18979.4441311967,-3509.44413119667
2022-12-20,15735,18921.8123458309,-3186.8123458309
2022-12-21,16000,18864.3016449217,-2864.30164492174
2022-12-22,16420,18806.9407560979,-2386.94075609786
2022-12-23,15900,18749.7572230012,-2849.75722300119
2022-12-26,16930,18692.7776026079,-1762.77760260791
2022-12-27,16810,18636.0272739197,-1826.02727391968
2022-12-28,16765,18579.5308872765,-1814.53088727647
2022-12-29,16300,18523.3123382124,-2223.31233821243
2022-12-30,16145,18467.3947722074,-2322.39477220738
2023-01-03,15615,18411.8004157124,-2796.80041571242
2023-01-04,15720,18356.5505351946,-2636.55053519456
2023-01-05,15890,18301.6652410369,-2411.66524103695
2023-01-06,15780,18247.1635537779,-2467.16355377794
2023-01-09,15760,18193.0634970702,-2433.06349707022
2023-01-10,15400,18139.3820747406,-2739.3820747406
2023-01-11,14870,18086.1352848851,-3216.1352848851
2023-01-12,14795,18033.3379932495,-3238.33799324947
2023-01-13,14820,17981.003736158,-3161.00373615799
2023-01-16,15180,17929.1447113374,-2749.14471133741
2023-01-17,14975,17877.7718098822,-2902.77180988222
2023-01-18,15050,17826.8947865011,-2776.89478650112
2023-01-19,14970,17776.5221960118,-2806.52219601184
2023-01-20,15255,17726.6614453771,-2471.66144537711
2023-01-30,14415,17677.3187814569,-3262.31878145688
2023-01-31,14555,17628.4994294238,-3073.49942942384
2023-02-01,14495,17580.2072659403,-3085.20726594026
2023-02-02,14460,17532.4448972085,-3072.44489720851
2023-02-03,14070,17485.2136541286,-3415.2136541286
2023-02-06,14540,17438.5135975756,-2898.51359757555
2023-02-07,14450,17392.3433767127,-2942.34337671272
2023-02-08,14325,17346.7004425744,-3021.70044257445
2023-02-09,14420,17301.5810299497,-2881.58102994974
2023-02-10,16465,17256.9801245758,-791.980124575822
2023-02-13,16980,17212.8915210624,-232.891521062354
2023-02-14,16880,17169.308686645,-289.308686645017
2023-02-15,16975,17126.2249922922,-151.224992292209
2023-02-16,17215,17083.633689383,131.36631061698
2023-02-17,17510,17041.5279667863,468.472033213748
2023-02-20,17275,16999.9010676738,275.09893232616
2023-02-21,17510,16958.746428864,551.253571136044
2023-02-22,17680,16918.0576008894,761.942399110615
2023-02-23,17465,16877.8283621482,587.171637851822
2023-02-24,17540,16838.0528059968,701.947194003242
2023-02-27,17105,16798.725268503,306.274731497024
2023-02-28,17255,16759.8403758934,495.159624106551
2023-03-01,17160,16721.3928809946,438.60711900539
2023-03-02,17250,16683.377741312,566.622258687961
2023-03-03,17030,16645.7900956557,384.209904344334
2023-03-06,16755,16608.6253170522,146.374682947814
2023-03-07,16825,16571.8789373464,253.121062653583
2023-03-08,16625,16535.5465488878,89.4534511122409
2023-03-09,16280,16499.6238486566,-219.623848656611
2023-03-10,15925,16464.106570609,-539.106570608963
2023-03-13,15735,16428.9903579173,-693.990357917322
2023-03-14,16245,16394.2706309098,-149.270630909766
2023-03-15,16010,16359.9425230452,-349.942523045211
2023-03-16,15980,16326.0011060827,-346.001106082723
2023-03-17,16040,16292.4413071267,-252.441307126721
