"Y0Date","Y0Close","Y0_hpft","Y0_hpfc"
2010-01-04,8050,7434.17495364916,615.825046350844
2010-01-05,8056,7434.52849082972,621.471509170278
2010-01-06,8090,7434.8822825676,655.1177174324
2010-01-07,7860,7435.23684031143,424.763159688569
2010-01-08,7744,7435.59294630917,308.407053690831
2010-01-11,7802,7435.9515583888,366.0484416112
2010-01-12,7726,7436.31376186137,289.686238138632
2010-01-13,7498,7436.68079334763,61.3192066523732
2010-01-14,7552,7437.05400921297,114.94599078703
2010-01-15,7498,7437.43479116959,60.5652088304087
2010-01-18,7456,7437.82456844392,18.1754315560774
2010-01-19,7480,7438.22479529754,41.7752047024597
2010-01-20,7358,7438.63693350499,-80.6369335049952
2010-01-21,7442,7439.06246210903,2.93753789096542
2010-01-22,7452,7439.50282682033,12.4971731796717
2010-01-25,7424,7439.95947456387,-15.9594745638704
2010-01-26,7334,7440.43385743035,-106.433857430353
2010-01-27,7406,7440.92742091355,-34.9274209135526
2010-01-28,7326,7441.44156651175,-115.44156651175
2010-01-29,7270,7441.97768128568,-171.977681285682
2010-02-01,7182,7442.53710457708,-260.537104577081
2010-02-02,7174,7443.12110463911,-269.121104639109
2010-02-03,7316,7443.73084202938,-127.730842029376
2010-02-04,7270,7444.36736606159,-174.367366061589
2010-02-05,7282,7445.03167325068,-163.03167325068
2010-02-08,7368,7445.72468803511,-77.7246880351081
2010-02-09,7386,7446.44726746264,-60.4472674626412
2010-02-10,7366,7447.20023645275,-81.2002364527458
2010-02-11,7432,7447.98439493848,-15.9843949384851
2010-02-12,7400,7448.80050928794,-48.8005092879398
2010-02-22,7500,7449.64933926182,50.3506607381759
2010-02-23,7578,7450.53162444884,127.468375551156
2010-02-24,7512,7451.4481252505,60.551874749499
2010-02-25,7462,7452.39965475866,9.60034524134326
2010-02-26,7438,7453.38705109487,-15.3870510948736
2010-03-01,7488,7454.41115634919,33.5888436508102
2010-03-02,7472,7455.47280625118,16.5271937488185
2010-03-03,7536,7456.57285041462,79.4271495853756
2010-03-04,7458,7457.71214528513,0.287854714869962
2010-03-05,7520,7458.89158014025,61.1084198597516
2010-03-08,7544,7460.11204437643,83.8879556235675
