"SR0Date","SR0Close","SR0_hpft","SR0_hpfc"
2021-11-22,6067,5876.04327598499,190.956724015014
2021-11-23,6037,5876.38131541273,160.61868458727
2021-11-24,5992,5876.67829036891,115.321709631086
2021-11-25,5985,5876.93562720017,108.064372799828
2021-11-26,5931,5877.15479992232,53.8452000776823
2021-11-29,5927,5877.3373272208,49.6626727792012
2021-11-30,5889,5877.48475003842,11.5152499615769
2021-12-01,5856,5877.59862984651,-21.5986298465138
2021-12-02,5800,5877.68053287636,-77.6805328763647
2021-12-03,5811,5877.73201643136,-66.7320164313582
2021-12-06,5886,5877.75460570478,8.24539429522453
2021-12-07,5897,5877.74979830553,19.2502016944749
2021-12-08,5889,5877.71909525092,11.2809047490756
2021-12-09,5920,5877.66400551548,42.3359944845203
2021-12-10,5776,5877.58604273685,-101.586042736848
2021-12-13,5845,5877.48673805262,-32.4867380526204
2021-12-14,5802,5877.36758060882,-75.3675806088236
2021-12-15,5791,5877.23004612275,-86.2300461227492
2021-12-16,5780,5877.07557915779,-97.0755791577936
2021-12-17,5812,5876.90558863332,-64.905588633321
2021-12-20,5705,5876.72144334151,-171.721443341515
2021-12-21,5705,5876.52448524524,-171.52448524524
2021-12-22,5727,5876.31598532462,-149.315985324615
2021-12-23,5744,5876.09714365844,-132.097143658436
2021-12-24,5748,5875.86909860423,-127.869098604229
2021-12-27,5758,5875.63293391592,-117.632933915925
2021-12-28,5766,5875.3896804915,-109.389680491496
2021-12-29,5748,5875.14032060418,-127.140320604183
2021-12-30,5748,5874.88579130994,-126.885791309945
2021-12-31,5777,5874.62697711003,-97.6269771100256
2022-01-04,5804,5874.3647100562,-70.3647100562049
2022-01-05,5783,5874.09978184519,-91.0997818451884
2022-01-06,5711,5873.83295508773,-162.832955087734
2022-01-07,5723,5873.56495473762,-150.564954737618
2022-01-10,5745,5873.29643844002,-128.296438440022
2022-01-11,5745,5873.02800160263,-128.028001602628
2022-01-12,5798,5872.76018660053,-74.7601866005287
2022-01-13,5805,5872.49348288719,-67.4934828871919
2022-01-14,5823,5872.22834901323,-49.2283490132274
2022-01-17,5827,5871.96521563016,-44.9652156301567
2022-01-18,5828,5871.70449304048,-43.704493040477
