"","Hybrid_NextClose","Hybrid_Next_hpft","Hybrid_Next_hpfc"
"2015-10-15",4926500,4886490.69497153,40009.305028474
"2015-10-16",4903500,4888182.19143868,15317.8085613158
"2015-10-19",4911000,4889875.3882307,21124.6117693025
"2015-10-20",4958250,4891569.68489651,66680.3151034915
"2015-10-21",4944250,4893264.48971712,50985.5102828752
"2015-10-22",4964500,4894959.23853652,69540.7614634849
"2015-10-23",4947750,4896653.38827401,51096.6117259936
"2015-10-26",4962250,4898346.42459428,63903.5754057172
"2015-10-27",4988250,4900037.85428331,88212.1457166869
"2015-10-28",4969500,4901727.21054223,67772.7894577692
"2015-10-29",4934250,4903414.06303552,30835.9369644759
"2015-10-30",4941500,4905098.00944223,36401.9905577719
"2015-11-02",4940250,4906778.66018771,33471.3398122871
"2015-11-03",4930000,4908455.64074447,21544.3592555342
"2015-11-04",4917750,4910128.5904207,7621.40957930504
"2015-11-05",4933250,4911797.15743016,21452.8425698392
"2015-11-06",4912750,4913460.99313702,-710.993137015419
"2015-11-09",4864500,4915119.75777316,-50619.7577731573
"2015-11-10",4883000,4916773.11127658,-33773.1112765798
"2015-11-11",4908750,4918420.69266112,-9670.69266112009
"2015-11-12",4904250,4920062.12698015,-15812.126980154
"2015-11-13",4897000,4921697.03528959,-24697.0352895911
"2015-11-16",4917000,4923325.03210924,-6325.0321092395
"2015-11-17",4926000,4924945.72175014,1054.27824985798
"2015-11-18",4898750,4926558.70590883,-27808.7059088326
"2015-11-19",4910500,4928163.58671764,-17663.5867176443
"2015-11-20",4931500,4929759.95481389,1740.045186105
"2015-11-23",4925000,4931347.3935335,-6347.39353350458
"2015-11-24",4945750,4932925.48693164,12824.5130683625
"2015-11-25",4949500,4934493.81643972,15006.183560276
"2015-11-26",4963750,4936051.96879031,27698.0312096912
"2015-11-27",4958000,4937599.53691892,20400.4630810845
"2015-11-30",4967500,4939136.12521031,28363.8747896946
"2015-12-07",4960000,4940661.34648196,19338.6535180438
"2015-12-14",4943500,4942174.82527585,1325.17472415072
"2015-12-15",4954250,4943676.19412779,10573.8058722062
"2015-12-16",4958000,4945165.08612138,12834.9138786239
"2015-12-17",4957500,4946641.13871094,10858.8612890589
"2015-12-18",4978000,4948103.99465629,29896.0053437065
"2015-12-21",4990250,4949553.30120585,40696.6987941518
"2015-12-22",4995250,4950988.71796583,44261.2820341733
"2015-12-23",4999000,4952409.92136482,46590.0786351764
"2015-12-24",5014000,4953816.60612728,60183.3938727216
"2015-12-25",5013000,4955208.48623609,57791.5137639144
"2015-12-28",5024000,4956585.30055153,67414.699448467
"2015-12-29",5011500,4957946.8118226,53553.1881773978
"2015-12-30",5007500,4959292.81066479,48207.1893352091
