"USDCNHDate","USDCNHClose","USDCNH_hpft","USDCNH_hpfc"
2015-07-10,6.2162,6.27667959864906,-0.0604795986490615
2015-07-13,6.2165,6.27827721275022,-0.0617772127502229
2015-07-14,6.2145,6.27989639561519,-0.0653963956151894
2015-07-15,6.2156,6.28153673601472,-0.0659367360147198
2015-07-16,6.2138,6.28319779568726,-0.0693977956872622
2015-07-17,6.2131,6.28487910911573,-0.0717791091157301
2015-07-20,6.214,6.28658018209682,-0.072580182096816
2015-07-21,6.2092,6.28830049075655,-0.0791004907565512
2015-07-22,6.2109,6.29003948121929,-0.0791394812192851
2015-07-23,6.2137,6.29179656691238,-0.0780965669123787
2015-07-24,6.2272,6.29357112855009,-0.0663711285500866
2015-07-27,6.2191,6.29536251456475,-0.0762625145647539
2015-07-28,6.2165,6.2971700459535,-0.0806700459534992
2015-07-29,6.2186,6.29899301218965,-0.0803930121896469
2015-07-30,6.2198,6.30083066940073,-0.08103066940073
2015-07-31,6.2208,6.30268224048303,-0.0818822404830292
2015-08-03,6.2198,6.30454691483801,-0.0847469148380079
2015-08-04,6.2179,6.30642384802036,-0.0885238480203618
2015-08-05,6.2176,6.30831216055377,-0.0907121605537653
2015-08-06,6.218,6.3102109363697,-0.0922109363696966
2015-08-07,6.2157,6.31211922190288,-0.0964192219028789
2015-08-10,6.2134,6.31403602547175,-0.100636025471751
2015-08-11,6.3901,6.31596031553892,0.074139684461079
2015-08-12,6.4663,6.31789101896811,0.148408981031891
2015-08-13,6.4615,6.31982709326941,0.141672906730589
2015-08-14,6.453,6.3217675572992,0.131232442700797
2015-08-17,6.4434,6.32371148847576,0.119688511524237
2015-08-18,6.4401,6.32565801846357,0.114441981536428
2015-08-19,6.4623,6.32760632840154,0.134693671598464
2015-08-20,6.44,6.32955564673428,0.110444353265723
2015-08-21,6.452,6.33150525758336,0.120494742416642
2015-08-24,6.4925,6.3334544907236,0.1590455092764
2015-08-25,6.5102,6.3354027257375,0.174797274262498
2015-08-26,6.4905,6.33734940795059,0.153150592049414
2015-08-27,6.4755,6.33929405494253,0.136205945057467
2015-08-28,6.4584,6.34123624759932,0.117163752400678
2015-08-31,6.442,6.343175623109,0.0988243768910049
2015-09-01,6.4223,6.34511186709038,0.0771881329096184
