"CT00YDate","CT00YClose","CT00Y_hpft","CT00Y_hpfc"
2017-06-30,68.55,71.8153706790059,-3.2653706790059
2017-07-03,67.72,71.7726011993336,-4.05260119933356
2017-07-05,67.57,71.7307987403863,-4.16079874038628
2017-07-06,68.18,71.6899967529498,-3.50999675294981
2017-07-07,75.29,71.6502269679073,3.63977303209267
2017-07-10,67.27,71.611519665247,-4.34151966524702
2017-07-11,67.53,71.5739066294933,-4.04390662949329
2017-07-12,67.07,71.5374178505626,-4.46741785056256
2017-07-13,66.38,71.5020816467788,-5.12208164677877
2017-07-14,66.47,71.4679244898215,-4.99792448982153
2017-07-17,67.73,71.4349707341029,-3.70497073410294
2017-07-18,68.12,71.4032426680952,-3.28324266809524
2017-07-19,68.03,71.3727610487852,-3.34276104878518
2017-07-28,70.22,71.343545275998,-1.12354527599799
2017-07-31,70.5,71.3156133677971,-0.815613367797097
2017-08-01,71.17,71.2889828778158,-0.11898287781576
2017-08-02,71.75,71.2636710225463,0.486328977453665
2017-08-03,71.55,71.2396949693005,0.310305030699481
2017-08-04,70.99,71.2170720864173,-0.227072086417299
2017-08-07,71.22,71.1958198705029,0.0241801294970756
2017-08-08,71.91,71.1759557243025,0.734044275697546
2017-08-09,71.82,71.1574970605533,0.662502939446655
2017-08-10,69.26,71.1404615954158,-1.88046159541584
2017-08-11,69.24,71.124867318912,-1.88486731891204
2017-08-14,68.5,71.1107314437474,-2.61073144374743
2017-08-15,67.68,71.0980704034997,-3.41807040349966
2017-08-16,67.55,71.0868995525789,-3.53689955257893
2017-08-17,67.45,71.0772328325041,-3.62723283250413
2017-08-18,67.79,71.0690827227761,-3.27908272277608
2017-08-21,68.71,71.0624602035468,-2.35246020354682
2017-08-22,68.88,71.0573748995237,-2.1773748995237
2017-08-23,69.6,71.0538354630115,-1.4538354630115
2017-08-24,70.17,71.0518496462647,-0.881849646264696
2017-08-25,68.61,71.0514246005882,-2.44142460058822
2017-08-28,70.33,71.0525671127585,-0.722567112758488
2017-08-29,70.56,71.0552829603721,-0.495282960372054
2017-08-30,71.47,71.0595776223431,0.410422377656938
2017-08-31,71.48,71.0654563728503,0.414543627149686
2017-09-01,72.55,71.0729246557359,1.47707534426411
2017-09-05,75.26,71.0819880861864,4.17801191381358
2017-09-06,75.26,71.0926528899558,4.16734711004425
2017-09-07,75.03,71.1049270198262,3.92507298017376
2017-09-08,75.59,71.1188201511826,4.4711798488174
2017-09-11,73.71,71.1343435818871,2.57565641811292
2017-09-12,70.71,71.1515104580036,-0.441510458003608
2017-09-13,69.98,71.1703349902687,-1.19033499026873
2017-09-14,69.78,71.1908312069167,-1.41083120691674
2017-09-15,70.13,71.2130126441459,-1.08301264414588
2017-09-18,70.41,71.236892254967,-0.826892254966977
2017-09-19,69.98,71.2624825447275,-1.28248254472751
2017-09-20,70.04,71.2897956769649,-1.2497956769649
2017-09-21,69.04,71.3188432850908,-2.27884328509084
2017-09-22,69.09,71.3496364859043,-2.25963648590432
2017-09-25,70.09,71.3821854542178,-1.29218545421783
2017-09-26,69.38,71.4164994308023,-2.03649943080234
2017-09-27,69.28,71.4525871222945,-2.17258712229452
2017-09-28,69.6,71.4904563935228,-1.89045639352279
2017-09-29,69.08,71.5301142112523,-2.45011421125227
2017-10-02,68.2,71.5715667608093,-3.37156676080931
2017-10-03,68.15,71.6148192147417,-3.4648192147417
2017-10-04,69.43,71.6598753519358,-2.2298753519358
2017-10-05,68.9,71.706737519051,-2.806737519051
2017-10-06,69.47,71.7554071410089,-2.28540714100894
2017-10-09,69.58,71.8058844825376,-2.22588448253755
2017-10-23,69.72,71.8581688636736,-2.13816886367359
2017-10-24,69.54,71.9122586843579,-2.37225868435791
2017-10-25,69.31,71.9681514607024,-2.65815146070238
2017-10-26,68.19,72.0258437282232,-3.83584372822316
2017-10-27,68.2,72.0853309236559,-3.88533092365587
2017-10-30,68.64,72.1466068981582,-3.50660689815824
2017-10-31,68.38,72.2096638968535,-3.82966389685347
2017-11-01,68.17,72.2744927153605,-4.10449271536044
2017-11-02,69.1,72.3410825662818,-3.24108256628181
2017-11-03,68.67,72.4094209655801,-3.73942096558008
2017-11-06,68.8,72.4794940894927,-3.67949408949274
2017-11-07,68.16,72.5512865685211,-4.39128656852108
2017-11-08,68.8,72.6247815122197,-3.82478151221966
2017-11-09,68.3,72.6999602149578,-4.39996021495779
2017-11-10,69.14,72.7768023900955,-3.63680239009546
2017-11-13,68.9,72.855285932228,-3.955285932228
2017-11-14,68.62,72.9353872326371,-4.31538723263712
2017-11-15,68.89,73.0170810476525,-4.12708104765245
2017-11-16,69.35,73.1003403497974,-3.75034034979741
2017-11-17,69.9,73.1851364056224,-3.28513640562244
2017-11-20,71.41,73.2714389314386,-1.86143893143865
2017-11-21,70.89,73.359216285615,-2.46921628561501
2017-11-22,71.59,73.4484360570764,-1.85843605707635
2017-11-23,71.04,73.5390648140719,-2.49906481407194
2017-11-24,72,73.6310683566483,-1.63106835664831
2017-11-27,71.36,73.724411451841,-2.36441145184097
2017-11-28,72.25,73.8190581924658,-1.56905819246578
2017-11-29,73.42,73.9149716939849,-0.494971693984939
2017-11-30,72.77,74.0121144232799,-1.24211442327989
2017-12-01,73.18,74.110448642624,-0.930448642623999
2017-12-04,72.62,74.2099361008526,-1.58993610085263
2017-12-05,72.59,74.3105381621941,-1.72053816219406
2017-12-06,72.8,74.4122155336589,-1.61221553365894
2017-12-07,74.22,74.5149282110582,-0.294928211058193
2017-12-08,73.69,74.6186355237754,-0.928635523775352
2017-12-11,72.86,74.7232966792838,-1.86329667928383
2017-12-12,73.06,74.8288705011944,-1.76887050119437
2017-12-13,74.16,74.9353150429083,-0.775315042908317
2017-12-14,75.25,75.0425876266464,0.207412373353559
2017-12-15,75.85,75.1506452541454,0.699354745854562
2017-12-18,75.26,75.259445012876,0.000554987123969897
2017-12-19,75.01,75.3689442793976,-0.358944279397547
2017-12-20,75.72,75.4791004304969,0.240899569503086
2017-12-21,77.63,75.5898706945875,2.04012930541252
2017-12-22,77.96,75.70121239966,2.25878760033996
2017-12-26,77.46,75.8130837170157,1.64691628298432
2017-12-27,78.98,75.925443751647,3.05455624835303
2017-12-28,78.81,76.0382522893126,2.77174771068743
2017-12-29,78.5,76.151470378403,2.34852962159703
2018-01-02,77.63,76.2650602130388,1.36493978696119
2018-01-03,78.1,76.3789849581271,1.72101504187291
2018-01-04,79.27,76.493208342788,2.77679165721201
2018-01-05,77.94,76.607694807538,1.33230519246204
2018-01-08,78.27,76.722409940709,1.547590059291
2018-01-09,78.35,76.8373198813537,1.51268011864627
2018-01-10,79.66,76.9523914082367,2.70760859176332
2018-01-11,82.65,77.0675919254031,5.58240807459689
2018-01-12,81.47,77.1828899561152,4.28711004388476
2018-01-15,81.47,77.298256331178,4.17174366882204
2018-01-16,81.32,77.4136636535153,3.90633634648467
2018-01-17,82.13,77.5290862504823,4.60091374951775
2018-01-18,82.63,77.6445000641561,4.98549993584393
2018-01-19,83.42,77.7598829384469,5.66011706155313
2018-01-22,83.42,77.87521477807,5.54478522193004
2018-01-23,82.16,77.9904778274055,4.16952217259446
2018-01-24,82.28,78.1056566228248,4.17434337717524
2018-01-25,81.84,78.2207374242118,3.61926257578821
2018-01-26,80.51,78.3357082169567,2.17429178304331
2018-01-29,78.46,78.4505584825066,0.00944151749337797
2018-01-30,77.05,78.5652786010739,-1.51527860107389
2018-01-31,77.11,78.6798589567735,-1.5698589567735
2018-02-01,78.29,78.7942893073655,-0.504289307365453
2018-02-02,77.36,78.9085587616925,-1.54855876169252
2018-02-05,76.65,79.0226562201451,-2.37265622014506
2018-02-06,76.21,79.1365699430014,-2.92656994300142
2018-02-07,76.04,79.2502872097793,-3.21028720977927
2018-02-08,76.98,79.3637940902698,-2.3837940902698
2018-02-09,76.7,79.4770753272604,-2.77707532726043
2018-02-12,76.36,79.590114678175,-3.23011467817498
2018-02-13,76.2,79.7028947525045,-3.50289475250454
2018-02-14,75.64,79.8153968245416,-4.17539682454162
2018-02-15,75.37,79.9276007206227,-4.55760072062274
2018-02-16,75.66,80.0394845411431,-4.3794845411431
2018-02-19,75.66,80.1510245025691,-4.49102450256909
2018-02-20,77.59,80.2621950110647,-2.6721950110647
2018-02-21,78.75,80.372968616384,-1.62296861638399
2018-02-22,79.54,80.483316763704,-0.943316763703943
2018-02-23,81.4,80.5932102273309,0.80678977266906
2018-02-26,82.19,80.7026193916426,1.48738060835737
2018-02-27,82.38,80.8115149745116,1.56848502548839
2018-02-28,82.88,80.9198683086329,1.96013169136707
2018-03-01,81.79,81.0276513750488,0.762348624951178
2018-03-02,82.16,81.1348369650447,1.02516303495534
2018-03-05,84.75,81.2413981850281,3.50860181497194
2018-03-06,82.5,81.347308565168,1.15269143483203
2018-03-07,82.98,81.4525430859485,1.52745691405152
2018-03-08,84.93,81.5570772043301,3.37292279566994
2018-03-09,84.47,81.6608870086618,2.80911299133815
2018-03-12,83.19,81.7639499815247,1.42605001847526
2018-03-13,83.08,81.8662447666725,1.21375523332748
2018-03-14,83.31,81.9677505973327,1.34224940266728
2018-03-15,83.55,82.068447208447,1.48155279155297
2018-03-16,82.74,82.1683148897919,0.571685110208096
2018-03-19,81.26,82.2673345435575,-1.00733454355747
2018-03-20,82.98,82.3654873082446,0.614512691755413
2018-03-21,82.66,82.462753905965,0.197246094034954
2018-03-22,82.13,82.5591153128425,-0.429115312842537
2018-03-23,81.78,82.6545525865366,-0.874552586536609
2018-03-26,81.73,82.749046607326,-1.01904660732603
2018-03-27,82.05,82.8425778939853,-0.792577893985258
2018-03-28,80.78,82.9351265440582,-2.15512654405824
2018-03-29,81.6,83.0266723274651,-1.42667232746508
2018-04-02,81.03,83.1171941232856,-2.08719412328558
2018-04-03,82.05,83.2066702208704,-1.15667022087036
2018-04-04,79.55,83.295078046808,-3.74507804680797
2018-04-05,82.64,83.3823945495651,-0.742394549565084
2018-04-06,82.69,83.4685951295441,-0.778595129544071
2018-04-09,82.84,83.5536548802718,-0.713654880271836
2018-04-10,83.59,83.6375485734344,-0.0475485734344111
2018-04-11,83.69,83.7202506857216,-0.0302506857215529
2018-04-12,83.85,83.8017356741709,0.0482643258290644
2018-04-13,83.49,83.8819779833137,-0.391977983313696
2018-04-16,83.39,83.9609520776308,-0.570952077630846
2018-04-17,83.03,84.0386322595765,-1.00863225957645
2018-04-18,82.63,84.1149925955957,-1.48499259559567
2018-04-19,82.9,84.1900067352045,-1.29000673520445
2018-04-20,85.63,84.2636477140845,1.3663522859155
2018-04-23,84.35,84.3358880346827,0.0141119653172844
2018-04-24,81.91,84.4067007642325,-2.49670076423246
2018-04-25,83.83,84.4760589758106,-0.646058975810596
