"P0Date","P0Close","P0_hpft","P0_hpfc"
2010-04-14,6984,6705.91088137111,278.089118628893
2010-04-15,6980,6705.08980196677,274.91019803323
2010-04-16,6988,6704.35992534554,283.640074654464
2010-04-19,6888,6703.72473793672,184.275262063276
2010-04-20,6902,6703.18784341469,198.812156585311
2010-04-21,6924,6702.75292162606,221.247078373939
2010-04-22,6906,6702.4237345986,203.576265401399
2010-04-23,6964,6702.20413581427,261.795864185733
2010-04-26,7000,6702.09806290557,297.901937094433
2010-04-27,7026,6702.10956172077,323.890438279225
2010-04-28,6966,6702.24280124877,263.757198751232
2010-04-29,6916,6702.50208436191,213.497915638085
2010-04-30,6950,6702.89182295925,247.108177040746
2010-05-04,6910,6703.41651719105,206.583482808946
2010-05-05,6924,6704.08076935236,219.919230647641
2010-05-06,6862,6704.88926713116,157.110732868838
2010-05-07,6704,6705.84678912165,-1.84678912164813
2010-05-10,6800,6706.9581788609,93.0418211391007
2010-05-11,6744,6708.2282791232,35.7717208768012
2010-05-12,6778,6709.66197114165,68.3380288583518
2010-05-13,6734,6711.26415093699,22.7358490630142
2010-05-14,6656,6713.03974277683,-57.039742776832
2010-05-17,6504,6714.99368032803,-210.993680328025
2010-05-18,6590,6717.13087367912,-127.130873679123
2010-05-19,6570,6719.45614570247,-149.456145702468
2010-05-20,6630,6721.97426671949,-91.9742667194903
2010-05-21,6686,6724.68994527237,-38.6899452723664
2010-05-24,6686,6727.60785188503,-41.6078518850277
2010-05-25,6604,6730.7326410885,-126.732641088504
2010-05-26,6646,6734.06895021438,-88.0689502143774
2010-05-27,6666,6737.62136420877,-71.6213642087691
2010-05-28,6666,6741.39443161318,-75.3944316131843
2010-05-31,6584,6745.39267136376,-161.39267136376
2010-06-01,6576,6749.62057123186,-173.620571231856
2010-06-02,6630,6754.08255227512,-124.082552275125
2010-06-03,6610,6758.78296378409,-148.782963784093
2010-06-04,6630,6763.72610375826,-133.726103758264
2010-06-07,6442,6768.91620869569,-326.916208695689
2010-06-08,6448,6774.35745981851,-326.357459818513
2010-06-09,6408,6780.05390321423,-372.053903214226
2010-06-10,6362,6786.00945006702,-424.009450067022
2010-06-11,6362,6792.22785776907,-430.227857769066
2010-06-17,6410,6798.71270844467,-388.712708444667
2010-06-18,6432,6805.46740637872,-373.467406378719
2010-06-21,6518,6812.49519517821,-294.495195178208
2010-06-22,6492,6819.79916407395,-327.799164073954
2010-06-23,6496,6827.38228056352,-331.382280563516
2010-06-24,6502,6835.24737664574,-333.247376645738
2010-06-25,6494,6843.39714733912,-349.397147339118
2010-06-28,6474,6851.83414991108,-377.834149911075
2010-06-29,6388,6860.56079720364,-472.560797203641
2010-06-30,6336,6869.57934587584,-533.57934587584
2010-07-01,6284,6878.8918572495,-594.891857249502
2010-07-02,6292,6888.50017208675,-596.500172086747
2010-07-05,6256,6898.40588524473,-642.405885244734
2010-07-06,6220,6908.61034501215,-688.610345012149
2010-07-07,6220,6919.11463413164,-699.114634131637
2010-07-08,6284,6929.9195507034,-645.919550703398
2010-07-09,6344,6941.0256038412,-597.025603841205
2010-07-12,6324,6952.43303566122,-628.433035661219
2010-07-13,6348,6964.14184149372,-616.141841493719
2010-07-14,6406,6976.15175689942,-570.151756899418
2010-07-15,6398,6988.46226275171,-590.462262751715
2010-07-16,6538,7001.07260424562,-463.072604245616
2010-07-19,6536,7013.98178250307,-477.981782503073
2010-07-20,6526,7027.1886072302,-501.188607230197
2010-07-21,6516,7040.69169055463,-524.69169055463
2010-07-22,6594,7054.48943743282,-460.489437432824
2010-07-23,6628,7068.58003593525,-440.580035935249
2010-07-26,6674,7082.96148378406,-408.961483784059
2010-07-27,6566,7097.63159658329,-531.631596583286
2010-07-28,6624,7112.58802088878,-488.588020888781
2010-07-29,6720,7127.8281835012,-407.828183501205
2010-07-30,6740,7143.34930925893,-403.349309258928
2010-08-02,6910,7159.14845442068,-249.148454420677
2010-08-03,6900,7175.22250851605,-275.222508516049
2010-08-04,6940,7191.5682580879,-251.568258087904
2010-08-05,6858,7208.18237591194,-350.182375911944
2010-08-06,7058,7225.06143077543,-167.061430775433
2010-08-09,7184,7242.20184671565,-58.2018467156516
2010-08-10,7084,7259.59997871286,-175.599978712861
2010-08-11,7056,7277.25215768918,-221.25215768918
2010-08-12,7070,7295.15464197982,-225.154641979823
2010-08-13,7234,7313.30359846428,-79.3035984642849
2010-08-16,7290,7331.69510095175,-41.6951009517479
2010-08-17,7266,7350.32519047033,-84.3251904703344
2010-08-18,7176,7369.18989081402,-193.189890814022
2010-08-19,7188,7388.28519091906,-200.285190919065
2010-08-20,6958,7407.60699986499,-449.606999864992
2010-08-23,6978,7427.15114394194,-449.151143941941
2010-08-24,6950,7446.91326358999,-496.913263589988
2010-08-25,6898,7466.88881358828,-568.888813588283
2010-08-26,6958,7487.07304331293,-529.073043312934
2010-08-27,7020,7507.46096698322,-487.460966983221
2010-08-30,7110,7528.04738012141,-418.047380121412
2010-08-31,6964,7548.82687675284,-584.826876752837
2010-09-01,6962,7569.79387809911,-607.793878099111
2010-09-02,7022,7590.94256363749,-568.942563637489
2010-09-03,7110,7612.26686160803,-502.266861608026
2010-09-06,7132,7633.76046507278,-501.760465072784
2010-09-07,7214,7655.41685947647,-441.416859476469
2010-09-08,7396,7677.22932285676,-281.229322856758
2010-09-09,7294,7699.19095078716,-405.190950787162
2010-09-10,7366,7721.29472259219,-355.294722592188
2010-09-13,7422,7743.5334501068,-321.533450106797
2010-09-14,7336,7765.89979830117,-429.899798301169
2010-09-15,7344,7788.38629923698,-444.386299236977
2010-09-16,7316,7810.98530727198,-494.985307271984
2010-09-17,7326,7833.68899307291,-507.688993072914
2010-09-20,7602,7856.48932269939,-254.489322699393
2010-09-21,7596,7879.37805235284,-283.378052352837
2010-09-27,7794,7902.346833039,-108.346833039002
2010-09-28,7830,7925.38719862668,-95.3871986266785
2010-09-29,7684,7948.49063819824,-264.490638198244
2010-09-30,7746,7971.64860140687,-225.648601406873
2010-10-08,7752,7994.85242857604,-242.852428576045
2010-10-11,8184,8018.09336675514,165.906633244861
2010-10-12,8162,8041.36256260811,120.637437391892
2010-10-13,8214,8064.65123137798,149.348768622021
2010-10-14,8302,8087.95063817449,214.049361825512
2010-10-15,8314,8111.25210984216,202.747890157835
2010-10-18,8118,8134.54706170489,-16.5470617048893
2010-10-19,8192,8157.82699289441,34.1730071055878
2010-10-20,8130,8181.08339570251,-51.0833957025101
2010-10-21,8294,8204.30777654687,89.6922234531265
2010-10-22,8328,8227.49162072926,100.50837927074
2010-10-25,8550,8250.62645062656,299.373549373437
2010-10-26,8468,8273.70383016187,194.296169838131
2010-10-27,8320,8296.71544700703,23.2845529929753
2010-10-28,8480,8319.65306914847,160.346930851533
2010-10-29,8318,8342.50847419734,-24.5084741973365
2010-11-01,8424,8365.27350604567,58.7264939543273
2010-11-02,8436,8387.93999845488,48.0600015451207
2010-11-03,8396,8410.49980946123,-14.4998094612303
2010-11-04,8692,8432.94481696767,259.055183032335
2010-11-05,9282,8455.26689288286,826.733107117138
2010-11-08,9466,8477.4580161987,988.541983801302
2010-11-09,9574,8499.51050764538,1074.48949235462
2010-11-10,9556,8521.41709657655,1034.58290342345
2010-11-11,9574,8543.1709564968,1030.8290435032
2010-11-12,9154,8564.76568856439,589.23431143561
2010-11-15,9044,8586.19532004271,457.804679957295
2010-11-16,8954,8607.4541217601,346.545878239903
2010-11-17,8592,8628.53655378309,-36.5365537830861
2010-11-18,8656,8649.43721942631,6.56278057369271
2010-11-19,8830,8670.15070690196,159.849293098037
2010-11-22,8558,8690.67160713423,-132.671607134228
2010-11-23,8448,8710.99457712324,-262.994577123241
2010-11-24,8658,8731.11421902785,-73.1142190278472
2010-11-25,8688,8751.02502629512,-63.0250262951165
2010-11-26,8626,8770.72146214995,-144.721462149952
2010-11-29,8776,8790.19796376531,-14.1979637653154
2010-11-30,8844,8809.44890849221,34.5510915077867
2010-12-01,8984,8828.46866781282,155.531332187184
2010-12-02,9066,8847.25162749116,218.748372508836
2010-12-03,9084,8865.79223758169,218.207762418312
2010-12-06,9230,8884.08503856057,345.914961439432
2010-12-07,9352,8902.12466110239,449.875338897612
2010-12-08,9072,8919.90587886886,152.094121131143
2010-12-09,9210,8937.42365148285,272.576348517153
2010-12-10,9196,8954.67300143528,241.326998564721
2010-12-13,9414,8971.64906389058,442.350936109419
2010-12-14,9464,8988.34707376776,475.652926232243
2010-12-15,9350,9004.7624488353,345.237551164697
2010-12-16,9352,9020.89080347855,331.109196521448
2010-12-17,9400,9036.72789478885,363.272105211146
2010-12-20,9340,9052.26961672561,287.730383274389
2010-12-21,9466,9067.51201341018,398.487986589823
2010-12-22,9444,9082.45124790044,361.548752099558
2010-12-23,9648,9097.08364797264,550.916352027355
2010-12-24,9656,9111.40569085261,544.594309147394
2010-12-27,9734,9125.41408149388,608.585918506122
2010-12-28,9814,9139.10574996211,674.894250037888
2010-12-29,9672,9152.47787788826,519.522122111742
2010-12-30,9770,9165.52792587777,604.47207412223
2010-12-31,9786,9178.25356928621,607.746430713785
2011-01-04,9924,9190.65273333167,733.347266668326
2011-01-05,9794,9202.72359445198,591.276405548017
2011-01-06,10088,9214.46463221981,873.535367780193
2011-01-07,9852,9225.87457062023,626.125429379774
2011-01-10,9814,9236.95249471999,577.047505280008
2011-01-11,9890,9247.69774840158,642.302251598423
2011-01-12,9718,9258.10991407662,459.890085923377
2011-01-13,9790,9268.18883965767,521.811160342327
2011-01-14,9836,9277.93456315862,558.065436841377
2011-01-17,9764,9287.34733828778,476.652661712218
2011-01-18,9720,9296.42764943566,423.572350564343
2011-01-19,9856,9305.17617802197,550.82382197803
2011-01-20,9834,9313.59378055481,520.40621944519
2011-01-21,9856,9321.68154122949,534.31845877051
2011-01-24,10008,9329.44075935644,678.559240643558
2011-01-25,9794,9336.87295511287,457.127044887127
2011-01-26,9586,9343.97992916506,242.020070834939
2011-01-27,9674,9350.76367113588,323.236328864116
2011-01-28,9682,9357.2262706909,324.773729309096
2011-01-31,9856,9363.36995110724,492.630048892764
2011-02-01,9908,9369.19706991164,538.802930088357
2011-02-09,10130,9374.71018826461,755.28981173539
2011-02-10,10198,9379.91209004469,818.087909955309
2011-02-11,10160,9384.80587133835,775.194128661648
2011-02-14,10182,9389.39496639546,792.605033604544
2011-02-15,10038,9393.68312990006,644.316870099943
2011-02-16,9848,9397.67444416883,450.32555583117
2011-02-17,9688,9401.37325785023,286.626742149769
2011-02-18,9654,9404.78410574186,249.215894258142
2011-02-21,9644,9407.91164111985,236.088358880147
2011-02-22,9732,9410.76062027703,321.239379722964
2011-02-23,9316,9413.33589709564,-97.3358970956411
2011-02-24,9180,9415.64245824444,-235.642458244443
2011-02-25,9330,9417.68525015817,-87.6852501581695
2011-02-28,9456,9419.4691218662,36.5308781338012
2011-03-01,9428,9420.99888615227,7.00111384772555
2011-03-02,9578,9422.2793709012,155.720629098799
2011-03-03,9510,9423.31540689072,86.6845931092836
2011-03-04,9632,9424.11188926807,207.888110731932
2011-03-07,9648,9424.67374901237,223.32625098763
2011-03-08,9490,9425.00600303458,64.9939969654159
2011-03-09,9388,9425.11376056012,-37.1137605601202
2011-03-10,9230,9425.00215768083,-195.002157680833
2011-03-11,9168,9424.67631514644,-256.676315146441
2011-03-14,8988,9424.14127310119,-436.141273101193
2011-03-15,9058,9423.40196558946,-365.401965589463
2011-03-16,8948,9422.46314637273,-474.463146372736
2011-03-17,9026,9421.32941816901,-395.329418169009
2011-03-18,9178,9420.00518757337,-242.005187573372
2011-03-21,9276,9418.49469776688,-142.494697766879
2011-03-22,9160,9416.80209189579,-256.802091895793
2011-03-23,9240,9414.93145420428,-174.931454204281
2011-03-24,8978,9412.8867627857,-434.886762785701
2011-03-25,9110,9410.67192342342,-300.671923423421
2011-03-28,9124,9408.29066213591,-284.290662135915
2011-03-29,9082,9405.74658065622,-323.746580656224
2011-03-30,9184,9403.0431632026,-219.043163202598
2011-03-31,9180,9400.18376017009,-220.183760170094
2011-04-01,9260,9397.17163140977,-137.171631409775
2011-04-06,9360,9394.00994575741,-34.0099457574102
2011-04-07,9294,9390.70181534801,-96.7018153480115
2011-04-08,9398,9387.2503382579,10.7496617421024
2011-04-11,9488,9383.65857259095,104.341427409046
2011-04-12,9370,9379.92958089439,-9.92958089439249
2011-04-13,9284,9376.06646884615,-92.0664688461503
2011-04-14,9164,9372.07233801933,-208.072338019329
2011-04-15,9108,9367.95025193091,-259.950251930906
2011-04-18,9132,9363.70318808856,-231.703188088563
2011-04-19,9056,9359.33401654763,-303.334016547631
2011-04-20,9246,9354.84551158599,-108.845511585989
2011-04-21,9240,9350.24032209619,-110.240322096188
2011-04-22,9362,9345.52105197798,16.4789480220209
2011-04-25,9320,9340.69025956206,-20.6902595620587
2011-04-26,9170,9335.75050999102,-165.75050999102
2011-04-27,9142,9330.70435985512,-188.704359855122
2011-04-28,9294,9325.55429722982,-31.5542972298212
2011-04-29,9070,9320.30273218779,-250.302732187794
2011-05-03,9186,9314.95206175855,-128.952061758548
2011-05-04,9086,9309.50457950661,-223.504579506615
2011-05-05,9084,9303.96252569258,-219.962525692585
2011-05-06,8832,9298.32804818927,-466.328048189275
2011-05-09,8908,9292.60320394611,-384.603203946113
2011-05-10,8988,9286.78985715089,-298.789857150893
2011-05-11,8984,9280.88971301223,-296.889713012231
2011-05-12,8880,9274.904353231,-394.904353230995
2011-05-13,9022,9268.83523678578,-246.835236785775
2011-05-16,8932,9262.68365941755,-330.683659417548
2011-05-17,8924,9256.45081483539,-332.450814835384
2011-05-18,8984,9250.13776005732,-266.137760057323
2011-05-19,9056,9243.74541467918,-187.745414679179
2011-05-20,9184,9237.27458828658,-53.2745882865823
2011-05-23,9128,9230.72601285858,-102.726012858581
2011-05-24,9246,9224.10039835268,21.8996016473239
2011-05-25,9184,9217.39841226329,-33.3984122632865
2011-05-26,9278,9210.62073113773,67.3792688622706
2011-05-27,9290,9203.76801771741,86.2319822825922
2011-05-30,9330,9196.84096259544,133.159037404558
2011-05-31,9294,9189.84029201017,104.159707989833
2011-06-01,9262,9182.76678724241,79.2332127575882
2011-06-02,9292,9175.62127262845,116.378727371554
2011-06-03,9470,9168.4046052565,301.595394743499
2011-06-07,9348,9161.11769032081,186.882309679195
2011-06-08,9298,9153.76155768313,144.238442316874
2011-06-09,9286,9146.3373144549,139.662685545104
2011-06-10,9180,9138.84612736976,41.1538726302375
2011-06-13,9160,9131.28922089264,28.7107791073629
2011-06-14,9200,9123.66783649942,76.3321635005783
2011-06-15,9214,9115.98322753414,98.0167724658595
2011-06-16,9100,9108.23667889319,-8.23667889318687
2011-06-17,9046,9100.4295159895,-54.4295159895012
2011-06-20,9040,9092.56306083108,-52.5630608310796
2011-06-21,9100,9084.63861292701,15.36138707299
2011-06-22,9062,9076.65745005895,-14.6574500589498
2011-06-23,8996,9068.62085635832,-72.6208563583164
2011-06-24,8916,9060.53010989771,-144.530109897714
2011-06-27,8720,9052.38645873117,-332.386458731172
2011-06-28,8732,9044.19109116988,-312.191091169881
2011-06-29,8822,9035.94505812982,-213.945058129825
2011-06-30,8888,9027.64928147966,-139.649281479661
2011-07-01,8788,9019.30459465191,-231.30459465191
2011-07-04,8872,9010.91177335357,-138.911773353572
2011-07-05,8842,9002.47149767954,-160.47149767954
2011-07-06,8828,8993.98439030427,-165.984390304266
2011-07-07,8842,8985.45100756986,-143.451007569862
2011-07-08,8940,8976.87183720696,-36.8718372069619
2011-07-11,8932,8968.2473076494,-36.247307649396
2011-07-12,8844,8959.57783208969,-115.577832089693
2011-07-13,8954,8950.86380873722,3.13619126278217
2011-07-14,8984,8942.10558802602,41.89441197398
2011-07-15,8976,8933.30352168662,42.696478313384
2011-07-18,8934,8924.45797876697,9.5420212330259
2011-07-19,9126,8915.56934596398,210.430654036018
2011-07-20,9208,8906.63801391892,301.361986081076
2011-07-21,9252,8897.66446025652,354.33553974348
2011-07-22,9246,8888.64928717254,357.350712827458
2011-07-25,9100,8879.5932433308,220.4067566692
2011-07-26,9172,8870.49722510951,301.502774890495
2011-07-27,9222,8861.36221999419,360.637780005812
2011-07-28,9122,8852.18934009942,269.81065990058
2011-07-29,9058,8842.97984661302,215.02015338698
2011-08-01,9222,8833.73511225161,388.264887748387
2011-08-02,9228,8824.45659861259,403.543401387411
2011-08-03,9230,8815.14592778632,414.854072213677
2011-08-04,9142,8805.80488867193,336.195111328074
2011-08-05,8876,8796.43544165245,79.564558347547
2011-08-08,8834,8787.03968608044,46.9603139195542
2011-08-09,8636,8777.61975419729,-141.619754197294
2011-08-10,8718,8768.17779765587,-50.1777976558731
2011-08-11,8764,8758.71590956914,5.28409043086224
2011-08-12,8774,8749.23616230859,24.7638376914138
2011-08-15,8866,8739.74063042991,126.259369570088
2011-08-16,8814,8730.23139872525,83.7686012747538
2011-08-17,8864,8720.7106041772,143.289395822804
2011-08-18,8856,8711.18041839497,144.819581605033
2011-08-19,8820,8701.64307221783,118.356927782167
2011-08-22,8820,8692.10085634766,127.899143652335
2011-08-23,8942,8682.55611041033,259.443889589671
2011-08-24,8914,8673.01122690006,240.988773099938
2011-08-25,8880,8663.46870555476,216.531294445242
2011-08-26,8800,8653.9311457274,146.068854272603
2011-08-29,8964,8644.40123627626,319.598763723739
2011-08-30,8968,8634.88172643863,333.118273561369
2011-08-31,9056,8625.37549756108,430.624502438921
2011-09-01,9044,8615.8855686879,428.114431312102
2011-09-02,9044,8606.41513686622,437.584863133783
2011-09-05,8996,8596.96757610846,399.032423891543
2011-09-06,8938,8587.54644130693,350.45355869307
2011-09-07,9038,8578.15545229804,459.84454770196
2011-09-08,9022,8568.79847378163,453.201526218369
2011-09-09,9078,8559.4795605386,518.520439461397
2011-09-13,8920,8550.20295468522,369.797045314775
2011-09-14,8820,8540.9731126734,279.026887326604
2011-09-15,8840,8531.79464381409,308.205356185906
2011-09-16,8822,8522.67227275679,299.327727243209
2011-09-19,8656,8513.61085155072,142.389148449277
2011-09-20,8724,8504.61535597519,219.384644024814
2011-09-21,8712,8495.69082066734,216.309179332656
2011-09-22,8544,8486.84237094917,57.1576290508306
2011-09-23,8280,8478.07522155617,-198.075221556168
2011-09-26,7914,8469.39461085066,-555.394610850665
2011-09-27,8132,8460.8056953186,-328.805695318596
2011-09-28,8030,8452.3134018678,-422.313401867799
2011-09-29,7846,8443.92252149119,-597.922521491195
2011-09-30,8070,8435.63767061465,-365.637670614649
2011-10-10,7792,8427.46321850656,-635.463218506564
2011-10-11,7798,8419.40338329529,-621.403383295291
2011-10-12,7974,8411.46212043498,-437.462120434979
2011-10-13,7988,8403.64312851582,-415.643128515816
2011-10-14,8024,8395.94992529902,-371.949925299023
2011-10-17,8072,8388.38585673565,-316.385856735646
2011-10-18,7892,8380.95411502786,-488.954115027858
2011-10-19,7924,8373.65776159616,-449.657761596156
2011-10-20,7736,8366.49965574737,-630.499655747368
2011-10-21,7858,8359.48247091774,-501.482470917744
2011-10-24,7986,8352.6086199209,-366.608619920899
2011-10-25,7994,8345.88030827661,-351.880308276614
2011-10-26,7964,8339.29958996424,-375.299589964243
2011-10-27,8084,8332.86837350973,-248.868373509733
2011-10-28,8052,8326.58841230538,-274.588412305377
2011-10-31,7950,8320.46135687124,-370.461356871244
2011-11-01,7930,8314.48874422366,-384.488744223664
2011-11-02,8010,8308.67195824476,-298.671958244764
2011-11-03,7900,8303.01222388523,-403.012223885234
2011-11-04,8052,8297.51064263608,-245.510642636076
2011-11-07,7980,8292.16814939946,-312.168149399458
2011-11-08,7974,8286.98557759389,-312.985577593893
2011-11-09,8044,8281.9636315992,-237.963631599202
2011-11-10,7956,8277.10288641979,-321.102886419786
2011-11-11,8130,8272.40381869586,-142.403818695858
2011-11-14,8240,8267.86677233647,-27.8667723364695
2011-11-15,8252,8263.49203238648,-11.4920323864808
2011-11-16,8170,8259.2798723719,-89.2798723719029
2011-11-17,8292,8255.2305610683,36.7694389316981
2011-11-18,8216,8251.34433034632,-35.3443303463212
2011-11-21,8152,8247.6214272762,-95.6214272762026
2011-11-22,8022,8244.06208431758,-222.062084317584
2011-11-23,7938,8240.66649440472,-302.666494404722
2011-11-24,7792,8237.43475867976,-445.43475867976
2011-11-25,7760,8234.36685317514,-474.366853175138
2011-11-28,7814,8231.46256979831,-417.46256979831
2011-11-29,7864,8228.72150437243,-364.721504372432
2011-11-30,7768,8226.14308015819,-458.143080158187
2011-12-01,7970,8223.72656965561,-253.726569655606
2011-12-02,7958,8221.47105598664,-263.471055986636
2011-12-05,8008,8219.37551739273,-211.375517392731
2011-12-06,7972,8217.43882320685,-245.438823206853
2011-12-07,8028,8215.65975538873,-187.659755388734
2011-12-08,7980,8214.03699444244,-234.036994442436
2011-12-09,7968,8212.56914330102,-244.569143301016
2011-12-12,7860,8211.25470815667,-351.254708156669
2011-12-13,7824,8210.09209410647,-386.092094106475
2011-12-14,7792,8209.07956105276,-417.079561052758
2011-12-15,7784,8208.21520930295,-424.215209302953
2011-12-16,7838,8207.4969667605,-369.496966760496
2011-12-19,7828,8206.92258597554,-378.92258597554
2011-12-20,7790,8206.48966676272,-416.489666762723
2011-12-21,7826,8206.19565230572,-380.195652305719
2011-12-22,7882,8206.03781362786,-324.03781362786
2011-12-23,7936,8206.01326459503,-270.013264595029
2011-12-26,7926,8206.11898512857,-280.118985128571
2011-12-27,7882,8206.35184353741,-324.351843537407
2011-12-28,7986,8206.70859234083,-220.708592340828
2011-12-29,7966,8207.18584998364,-241.185849983642
2011-12-30,8002,8207.78014367894,-205.780143678943
2012-01-04,8086,8208.48790094317,-122.487900943168
2012-01-05,8096,8209.30546423141,-113.305464231415
2012-01-06,8076,8210.22912536731,-134.229125367313
2012-01-09,8080,8211.25512933869,-131.255129338692
2012-01-10,8106,8212.37966564832,-106.379665648319
2012-01-11,8124,8213.59886954333,-89.5988695433328
2012-01-12,8090,8214.90883229787,-124.908832297866
2012-01-13,7996,8216.30560814931,-220.305608149313
2012-01-16,7920,8217.78519970307,-297.785199703067
2012-01-17,7986,8219.3435184988,-233.343518498803
2012-01-18,7922,8220.97635298387,-298.976352983873
2012-01-19,7984,8222.6793951509,-238.6793951509
2012-01-20,8044,8224.44821340748,-180.448213407476
2012-01-30,8026,8226.27827750099,-200.27827750099
2012-01-31,7976,8228.16498258855,-252.164982588553
2012-02-01,8010,8230.1036410403,-220.103641040297
2012-02-02,8092,8232.08946099178,-140.089460991777
2012-02-03,8084,8234.11755959626,-150.117559596259
2012-02-06,8168,8236.1829960998,-68.1829960998025
2012-02-07,8134,8238.28076769581,-104.280767695814
2012-02-08,8230,8240.4058433937,-10.4058433937039
2012-02-09,8246,8242.55314909731,3.4468509026931
2012-02-10,8190,8244.71760640912,-54.7176064091188
2012-02-13,8270,8246.89413835648,23.1058616435219
2012-02-14,8260,8249.07764534863,10.9223546513726
2012-02-15,8262,8251.26303734585,10.7369626541548
2012-02-16,8218,8253.44522882328,-35.4452288232793
2012-02-17,8286,8255.61913869428,30.3808613057187
2012-02-20,8334,8257.7796712206,76.2203287793958
2012-02-21,8366,8259.92174322224,106.078256777763
2012-02-22,8366,8262.04030302549,103.95969697451
2012-02-23,8364,8264.13034280536,99.8696571946427
2012-02-24,8348,8266.18689770938,81.81310229062
2012-02-27,8388,8268.20504416726,119.794955832744
2012-02-28,8434,8270.179892427,163.820107573005
2012-02-29,8408,8272.10660225493,135.893397745073
2012-03-01,8298,8273.98040113425,24.0195988657549
2012-03-02,8350,8275.79657272074,74.2034272792637
2012-03-05,8358,8277.55041059909,80.4495894009079
2012-03-06,8322,8279.23723902667,42.7627609733335
2012-03-07,8262,8280.8524155154,-18.8524155154049
2012-03-08,8340,8282.39131525365,57.6086847463477
2012-03-09,8568,8283.84930563706,284.150694362943
2012-03-12,8530,8285.2217778743,244.778222125701
2012-03-13,8596,8286.50424063053,309.495759369475
2012-03-14,8582,8287.6923037524,294.307696247596
2012-03-15,8614,8288.7817050194,325.218294980599
2012-03-16,8624,8289.76830386638,334.231696133618
2012-03-19,8658,8290.64809415997,367.35190584003
2012-03-20,8542,8291.4172079255,250.582792074496
2012-03-21,8532,8292.07192903567,239.928070964331
2012-03-22,8508,8292.60864494497,215.391355055027
2012-03-23,8642,8293.02384228394,348.976157716064
2012-03-26,8766,8293.3140967177,472.6859032823
2012-03-27,8742,8293.47612816383,448.52387183617
2012-03-28,8716,8293.50685192915,422.493148070848
