"JRU00YDate","JRU00YClose","JRU00Y_hpft","JRU00Y_hpfc"
2017-03-07,275.9,257.381772276203,18.5182277237972
2017-03-08,267.2,257.144031101408,10.0559688985921
2017-03-09,264.1,256.889735606809,7.21026439319141
2017-03-10,269.1,256.619277551276,12.4807224487243
2017-03-13,271.2,256.333051674047,14.8669483259528
2017-03-14,265.3,256.031457873425,9.268542126575
2017-03-15,270.3,255.714902193077,14.5850978069226
2017-03-16,269.9,255.383794507917,14.5162054920833
2017-03-17,273.3,255.038550721789,18.2614492782114
2017-03-20,273.3,254.67959273895,18.6204072610496
2017-03-21,265.1,254.307350012176,10.7926499878235
2017-03-22,251.7,253.922259691203,-2.22225969120331
2017-03-23,255.6,253.524763386998,2.075236613002
2017-03-24,250.7,253.115301791901,-2.4153017919011
2017-03-27,242.5,252.694316456113,-10.1943164561134
2017-03-28,245.5,252.262247931453,-6.7622479314533
2017-03-29,252.7,251.819532555764,0.880467444236288
2017-03-30,249.3,251.366603871718,-2.06660387171758
2017-03-31,250.9,250.9038957859,-0.00389578589967687
2017-04-03,252.2,250.431841350646,1.76815864935385
2017-04-04,245.3,249.950873616683,-4.65087361668308
2017-04-05,258.5,249.461426365608,9.03857363439204
2017-04-06,256.2,248.963931456582,7.23606854341788
2017-04-07,247.5,248.458824484904,-0.95882448490423
2017-04-10,240.5,247.946544036987,-7.44654403698678
2017-04-11,235.2,247.427528302909,-12.2275283029095
2017-04-12,227,246.902212394637,-19.9022123946366
2017-04-13,228.3,246.371026369778,-18.0710263697782
2017-04-14,224.5,245.834392059155,-21.3343920591545
2017-04-17,224,245.292723823773,-21.2927238237725
2017-04-18,211.5,244.746427205826,-33.2464272058258
2017-04-19,209.7,244.195898945982,-34.4958989459819
2017-04-20,216,243.641522042161,-27.6415220421615
2017-04-21,218.2,243.083665233066,-24.8836652330662
2017-04-24,226.2,242.52268583151,-16.3226858315096
2017-04-25,223.3,241.958930864399,-18.6589308643992
2017-04-26,222,241.392740611488,-19.3927406114877
2017-04-27,222.3,240.824447639693,-18.5244476396929
2017-04-28,223.6,240.254376499739,-16.654376499739
2017-05-01,222.8,239.682844085099,-16.8828440850986
2017-05-02,226.3,239.11016040499,-12.8101604049902
2017-05-03,226.3,238.536628489945,-12.2366284899452
2017-05-04,226.3,237.962546075288,-11.6625460752882
2017-05-08,212.8,237.388205838215,-24.5882058382148
2017-05-09,217.3,236.813895635092,-19.5138956350923
2017-05-10,218.1,236.239893158513,-18.1398931585127
2017-05-11,225,235.666468034807,-10.6664680348074
2017-05-12,223.3,235.093882392007,-11.7938823920066
2017-05-15,229.5,234.522393949052,-5.02239394905208
2017-05-16,244.3,233.952255549764,10.3477444502356
2017-05-17,237.1,233.383717961916,3.7162820380835
2017-05-18,228.6,232.817036230618,-4.21703623061755
2017-05-19,234.2,232.252466937137,1.94753306286262
2017-05-22,241.1,231.690264919596,9.40973508040394
2017-05-23,246.5,231.130685821142,15.3693141788582
2017-05-24,232.8,230.573989174531,2.22601082546932
2017-05-25,233.7,230.020440865574,3.67955913442558
2017-05-26,225.2,229.470307700228,-4.27030770022849
2017-05-29,218.6,228.923858005438,-10.3238580054381
2017-05-30,214.4,228.381358342956,-13.9813583429561
2017-05-31,206.4,227.843071007088,-21.4430710070882
2017-06-01,203.3,227.309252512796,-24.0092525127963
2017-06-02,192.7,226.780150511343,-34.080150511343
2017-06-05,189,226.256002729528,-37.2560027295282
2017-06-06,180.6,225.737032806797,-45.1370328067969
2017-06-07,183.6,225.223448982446,-41.6234489824456
2017-06-08,185.8,224.715440837961,-38.9154408379605
2017-06-09,187.8,224.213180749348,-36.4131807493479
2017-06-12,189,223.716825006532,-34.7168250065319
2017-06-13,188,223.226514847709,-35.2265148477086
2017-06-14,200.4,222.742377160524,-22.3423771605244
2017-06-15,201.6,222.264524271413,-20.6645242714129
2017-06-16,201.6,221.793059271337,-20.1930592713368
2017-06-19,194.3,221.328076709406,-27.0280767094061
2017-06-20,190.6,220.86966278772,-30.2696627877199
2017-06-21,189.4,220.41789253607,-31.0178925360702
2017-06-22,188.1,219.972828471957,-31.8728284719569
2017-06-23,191.2,219.534520291355,-28.3345202913549
2017-06-26,192.7,219.103004515302,-26.4030045153016
2017-06-27,197.3,218.67830595246,-21.3783059524597
2017-06-28,199.7,218.260438497563,-18.5604384975625
2017-06-29,206,217.849407208401,-11.8494072084009
2017-06-30,201.4,217.445209470655,-16.0452094706548
2017-07-03,205.2,217.047837771907,-11.8478377719071
2017-07-04,195.8,216.657277967311,-20.857277967311
2017-07-05,195.2,216.273511014595,-21.0735110145949
2017-07-06,198.2,215.896509249931,-17.6965092499314
2017-07-07,195.9,215.526236298536,-19.626236298536
2017-07-10,195,215.162648470619,-20.1626484706189
2017-07-11,196.1,214.805693963681,-18.7056939636806
2017-07-12,197.9,214.455312640805,-16.5553126408049
2017-07-13,200,214.111436632874,-14.1114366328738
2017-07-14,201,213.773991227507,-12.7739912275074
2017-07-18,198.9,213.442895879177,-14.5428958791772
2017-07-19,199.8,213.118064762138,-13.3180647621379
2017-07-20,205,212.799406039174,-7.79940603917402
2017-07-21,203.5,212.486822367931,-8.98682236793117
2017-07-24,199.7,212.180213182084,-12.4802131820844
2017-07-25,206,211.879474200516,-5.8794742005157
2017-07-26,205.9,211.584495983291,-5.68449598329051
2017-07-27,207.6,211.295166660151,-3.69516666015101
2017-07-28,202.1,211.011372011086,-8.91137201108556
2017-07-31,203.6,210.732996288653,-7.13299628865314
2017-08-01,205.2,210.459920061798,-5.25992006179793
2017-08-02,201.8,210.192020950981,-8.39202095098147
2017-08-03,199.5,209.92917440242,-10.4291744024203
2017-08-04,201.7,209.671252393417,-7.97125239341663
2017-08-07,206.9,209.418122590251,-2.51812259025086
2017-08-08,208,209.169649364242,-1.16964936424154
2017-08-09,210.1,208.925696045782,1.17430395421809
2017-08-10,206.3,208.686125481793,-2.3861254817934
2017-08-14,202,208.450801004612,-6.45080100461213
2017-08-15,202.8,208.219584960251,-5.41958496025072
2017-08-16,205.4,207.992337028201,-2.59233702820074
2017-08-17,209.6,207.768914647725,1.83108535227475
2017-08-18,211.3,207.549174186528,3.75082581347194
2017-08-21,210.4,207.332972769196,3.06702723080367
2017-08-22,210.6,207.120169070769,3.47983092923093
2017-08-23,211.7,206.910623034064,4.78937696593607
2017-08-24,212,206.704196040321,5.29580395967915
2017-08-25,214.2,206.500751450515,7.69924854948467
2017-08-28,212.8,206.300154814698,6.49984518530181
2017-08-29,211.3,206.102274865474,5.19772513452585
2017-08-30,210.9,205.906983022236,4.99301697776448
2017-08-31,213.1,205.714152852898,7.38584714710169
2017-09-01,216,205.523659989285,10.4763400107147
2017-09-04,223.4,205.335383116234,18.0646168837661
2017-09-05,227.1,205.149205249085,21.9507947509155
2017-09-06,228.4,204.965016870357,23.4349831296431
2017-09-07,226.6,204.782717536152,21.817282463848
2017-09-08,223.2,204.602216489648,18.597783510352
2017-09-11,223.6,204.423431992409,19.176568007591
2017-09-12,224.7,204.246289993578,20.4537100064218
2017-09-13,225.3,204.07072436912,21.2292756308804
2017-09-14,222.3,203.89667744974,18.4033225502605
2017-09-15,217.4,203.724100341468,13.6758996585321
2017-09-19,208.1,203.552951757539,4.54704824246146
2017-09-20,212.1,203.383196064241,8.71680393575874
2017-09-21,211.2,203.214799507439,7.98520049256133
2017-09-22,210.8,203.04773193617,7.75226806382986
2017-09-25,211.5,202.88196650023,8.61803349976966
2017-09-26,210.6,202.717479553895,7.88252044610474
2017-09-27,214.3,202.554251013789,11.7457489862111
2017-09-28,202.2,202.392264054851,-0.192264054850519
2017-09-29,203.9,202.231506707237,1.66849329276322
2017-10-02,206.2,202.07196692164,4.12803307835989
2017-10-03,206.6,201.913633338431,4.68636666156936
2017-10-04,206.7,201.756496304345,4.94350369565507
2017-10-05,207.6,201.600548103277,5.9994518967229
2017-10-06,207,201.445783062564,5.55421693743638
2017-10-10,202.6,201.292197989473,1.30780201052681
2017-10-11,198.3,201.139791987167,-2.83979198716739
2017-10-12,200.5,200.988564699397,-0.488564699396968
2017-10-13,200.5,200.838514596063,-0.338514596062853
2017-10-16,199.2,200.689639945108,-1.48963994510819
2017-10-17,195.1,200.541938874546,-5.44193887454566
2017-10-18,194.5,200.395408896636,-5.89540889663638
2017-10-19,192.6,200.250045274159,-7.65004527415938
2017-10-20,193.8,200.105840832971,-6.30584083297141
2017-10-23,194.3,199.962785236704,-5.66278523670398
2017-10-24,194.8,199.820865542411,-5.02086554241123
2017-10-25,195.9,199.680066466377,-3.78006646637686
2017-10-26,197.2,199.540370649463,-2.34037064946259
2017-10-27,194.9,199.401759169999,-4.50175916999908
2017-10-30,190.9,199.264212138909,-8.36421213890943
2017-10-31,188.9,199.127707806264,-10.2277078062639
2017-11-01,190.8,198.992220964705,-8.19222096470527
2017-11-02,191.5,198.857722179153,-7.3577221791534
2017-11-06,199.1,198.724178628195,0.375821371804717
2017-11-07,196.5,198.591554449027,-2.09155444902739
2017-11-08,192.4,198.4598139342,-6.0598139341997
2017-11-09,191.3,198.328920511697,-7.02892051169707
2017-11-10,191.2,198.198835104618,-6.99883510461828
2017-11-13,191.4,198.069515730591,-6.66951573059112
2017-11-14,196.5,197.940917514208,-1.44091751420773
2017-11-15,189.3,197.812992823147,-8.51299282314698
2017-11-16,188.5,197.685693429473,-9.1856934294734
2017-11-17,186.5,197.55896758632,-11.0589675863196
2017-11-20,184.5,197.432759749825,-12.932759749825
2017-11-21,184.5,197.307009804795,-12.8070098047953
2017-11-22,186,197.181652290153,-11.1816522901533
2017-11-24,188,197.056616450919,-9.05661645091862
2017-11-27,187.4,196.931826910066,-9.53182691006625
2017-11-28,189.4,196.807204546929,-7.40720454692933
2017-11-29,191.6,196.682666300767,-5.08266630076746
2017-11-30,191.6,196.558126049,-4.95812604899975
2017-12-01,195.1,196.433495568075,-1.3334955680754
2017-12-04,202.2,196.308684584953,5.89131541504654
2017-12-05,198.8,196.18360227538,2.61639772461985
2017-12-06,197.8,196.058160250334,1.74183974966598
2017-12-07,195.5,195.932271202307,-0.432271202306894
2017-12-08,198,195.805848543798,2.19415145620219
2017-12-11,196.5,195.678805508622,0.821194491378185
2017-12-12,197.1,195.551056237569,1.54894376243085
2017-12-13,195.4,195.422515210876,-0.0225152108763685
2017-12-14,198,195.293097549054,2.70690245094634
2017-12-15,198.5,195.162718363305,3.33728163669497
2017-12-18,204.6,195.031293883755,9.56870611624551
2017-12-19,204,194.898741720027,9.101258279973
2017-12-20,204.8,194.764983437066,10.0350165629336
2017-12-21,204.5,194.62994436191,9.87005563809047
2017-12-22,203.5,194.493553969668,9.00644603033227
2017-12-25,207.4,194.355745815334,13.0442541846664
2017-12-26,210.5,194.216457176805,16.2835428231947
2017-12-27,210.2,194.075630723947,16.1243692760532
2017-12-28,209.5,193.933215857587,15.5667841424127
2017-12-29,205.3,193.789168643723,11.5108313562772
2018-01-04,207.5,193.643451583027,13.8565484169729
2018-01-05,204.8,193.496031934296,11.3039680657045
2018-01-09,206.6,193.346882684057,13.2531173159434
2018-01-10,205.5,193.195981491451,12.3040185085491
2018-01-11,205.9,193.043311493923,12.856688506077
2018-01-12,206.2,192.888860914899,13.3111390851009
2018-01-15,211.1,192.732623292246,18.3673767077537
2018-01-16,207.4,192.574597666123,14.825402333877
2018-01-17,206.4,192.414790669022,13.9852093309782
2018-01-18,207.7,192.25321506166,15.4467849383401
2018-01-19,206.4,192.089889385678,14.3101106143216
2018-01-22,205.3,191.924838567801,13.3751614321994
2018-01-23,202.9,191.758093449966,11.1419065500344
2018-01-24,199.2,191.589690402874,7.61030959712591
2018-01-25,199.6,191.419670402844,8.18032959715647
2018-01-26,198.9,191.248077571982,7.65192242801846
2018-01-29,194,191.07495941382,2.92504058618019
2018-01-30,191.9,190.900366594885,0.999633405114708
2018-01-31,190.6,190.724350990797,-0.124350990797464
2018-02-01,190.6,190.546964890388,0.0530351096115406
2018-02-02,194,190.368260531088,3.63173946891201
2018-02-05,193.5,190.188290172243,3.31170982775728
2018-02-06,188.2,190.007107574416,-1.80710757441627
2018-02-07,189.8,189.824767867106,-0.0247678671055074
2018-02-08,186.4,189.641325432816,-3.24132543281637
2018-02-09,183,189.45683464382,-6.45683464381976
2018-02-13,181.8,189.27134853255,-7.47134853255032
2018-02-14,179.2,189.084917462449,-9.88491746244885
2018-02-15,174.4,188.897588708599,-14.4975887085986
2018-02-16,177.2,188.709405460058,-11.5094054600579
2018-02-19,177.5,188.520404913165,-11.0204049131649
2018-02-20,180.5,188.330619506732,-7.83061950673179
2018-02-21,180.8,188.140077124178,-7.34007712417763
2018-02-22,180.4,187.94880241206,-7.54880241206038
2018-02-23,183.7,187.756816982842,-4.05681698284162
2018-02-26,187.3,187.564139328614,-0.264139328613715
2018-02-27,186.3,187.370786264547,-1.07078626454666
2018-02-28,187.8,187.176774496623,0.623225503377131
2018-03-01,185.7,186.982120288204,-1.28212028820428
2018-03-02,183.8,186.78684016027,-2.98684016027006
2018-03-05,185.5,186.590950103822,-1.09095010382181
2018-03-06,184.9,186.394464875223,-1.49446487522286
2018-03-07,184.2,186.197398779881,-1.99739877988121
2018-03-08,186.1,185.999765505453,0.100234494547298
2018-03-09,186.5,185.80157791395,0.698422086050063
2018-03-12,186.9,185.602848908817,1.29715109118283
2018-03-13,186,185.403591682199,0.596408317800654
2018-03-14,190.6,185.203819962431,5.39618003756941
2018-03-15,189.6,185.003547724376,4.59645227562413
2018-03-16,186.1,184.802791173465,1.29720882653542
2018-03-19,187.2,184.601568415116,2.5984315848843
2018-03-20,184,184.399898090961,-0.399898090960503
2018-03-22,180.2,184.197799916718,-3.9977999167181
2018-03-23,169.5,183.995293442805,-14.495293442805
2018-03-26,171.2,183.79239656711,-12.5923965671095
2018-03-27,173.4,183.589121195748,-10.1891211957476
2018-03-28,175.7,183.385474029645,-7.68547402964508
2018-03-29,178.1,183.181457557955,-5.08145755795493
2018-03-30,178.5,182.977071092964,-4.47707109296396
2018-04-02,176.9,182.772311846488,-5.87231184648824
2018-04-03,174.1,182.567175179703,-8.46717517970343
2018-04-04,172.3,182.361654026408,-10.0616540264075
2018-04-05,172.4,182.155737820409,-9.75573782040862
2018-04-06,174.3,181.949411836432,-7.64941183643183
2018-04-09,176,181.742657316573,-5.74265731657254
2018-04-10,177.3,181.535452340967,-4.23545234096666
2018-04-11,178.2,181.327772615966,-3.12777261596597
2018-04-12,178.8,181.119592097158,-2.31959209715771
2018-04-13,179.5,180.910883447232,-1.41088344723229
2018-04-16,174.1,180.701618370056,-6.60161837005604
2018-04-17,178.7,180.491767986291,-1.79176798629088
2018-04-18,180,180.281300687756,-0.281300687756074
