"ZN0Date","ZN0Close","ZN0_hpft","ZN0_hpfc"
2012-03-20,15885,15283.0075306503,601.992469349738
2012-03-21,15820,15278.9774428495,541.022557150514
2012-03-22,15600,15274.8733136441,325.126686355853
2012-03-23,15650,15270.6961982034,379.303801796608
2012-03-26,15490,15266.4472860903,223.552713909701
2012-03-27,15640,15262.1279236571,377.872076342942
2012-03-28,15455,15257.7395496635,197.260450336476
2012-03-29,15340,15253.2837590666,86.7162409333698
2012-03-30,15445,15248.7622283629,196.237771637144
2012-04-05,15395,15244.1766698939,150.823330106115
2012-04-06,15670,15239.5288771178,430.47112288215
2012-04-09,15635,15234.8207058375,400.179294162539
2012-04-10,15595,15230.0541897947,364.945810205313
2012-04-11,15380,15225.2315281497,154.76847185031
2012-04-12,15550,15220.3550709165,329.644929083515
2012-04-13,15565,15215.4272320841,349.572767915852
2012-04-16,15345,15210.4505619037,134.549438096291
2012-04-17,15370,15205.4277551255,164.572244874489
2012-04-18,15535,15200.3615621174,334.638437882639
2012-04-19,15470,15195.2548012745,274.745198725542
2012-04-20,15520,15190.1104293181,329.889570681934
2012-04-23,15480,15184.9315165382,295.068483461798
2012-04-24,15480,15179.7212695878,300.278730412162
2012-04-25,15500,15174.4830170894,325.516982910575
2012-04-26,15595,15169.2202117886,425.779788211415
2012-04-27,15600,15163.9364409866,436.06355901344
2012-05-02,15680,15158.6354679848,521.364532015163
2012-05-03,15535,15153.321236336,381.67876366396
2012-05-04,15540,15147.9979051039,392.002094896051
2012-05-07,15385,15142.669791123,242.330208877021
2012-05-08,15465,15137.3413732654,327.658626734553
2012-05-09,15340,15132.0172305732,207.98276942676
2012-05-10,15310,15126.7020775291,183.297922470874
2012-05-11,15115,15121.4007145876,-6.40071458761784
2012-05-14,14970,15116.1180179712,-146.118017971184
2012-05-15,15025,15110.8588612566,-85.8588612565546
2012-05-16,14860,15105.6280576211,-245.628057621086
2012-05-17,14975,15100.4303847516,-125.43038475158
2012-05-18,14855,15095.270518802,-240.270518802029
2012-05-21,14990,15090.1530840786,-100.153084078552
2012-05-22,14945,15085.0826055692,-140.08260556916
2012-05-23,14755,15080.0635668625,-325.063566862511
2012-05-24,14725,15075.1003936428,-350.100393642806
2012-05-25,14765,15070.1973772261,-305.19737722607
2012-05-28,15000,15065.3586642107,-65.3586642107109
2012-05-29,15020,15060.588275039,-40.5882750390129
2012-05-30,14895,15055.8902031368,-160.890203136785
2012-05-31,14795,15051.2684251519,-256.268425151939
2012-06-01,14770,15046.7268512268,-276.72685122684
2012-06-04,14550,15042.2692855729,-492.269285572938
2012-06-05,14685,15037.8994180142,-352.899418014168
2012-06-06,14815,15033.6207348896,-218.620734889603
2012-06-07,14720,15029.4365766643,-309.436576664339
2012-06-08,14710,15025.3501934341,-315.350193434123
2012-06-11,14885,15021.3647073864,-136.364707386362
2012-06-12,14760,15017.4831103551,-257.483110355138
2012-06-13,14820,15013.7083378068,-193.708337806784
2012-06-14,14770,15010.043218775,-240.043218774952
2012-06-15,14910,15006.4905022217,-96.4905022216785
2012-06-18,14980,15003.0528378847,-23.0528378847239
2012-06-19,14860,14999.7328356166,-139.732835616639
2012-06-20,14930,14996.5330957407,-66.5330957407328
2012-06-21,14630,14993.4561608208,-363.456160820792
2012-06-25,14565,14990.5045459183,-425.504545918257
2012-06-26,14315,14987.6806158562,-672.680615856247
2012-06-27,14245,14984.9865595717,-739.986559571745
2012-06-28,14350,14982.4242879422,-632.424287942162
2012-06-29,14585,14979.9954059647,-394.995405964711
2012-07-02,14680,14977.7012572174,-297.701257217388
2012-07-03,14850,14975.5430220033,-125.543022003264
2012-07-04,14830,14973.5217575673,-143.521757567282
2012-07-05,14850,14971.6384692609,-121.638469260862
2012-07-06,14740,14969.8941031085,-229.894103108543
2012-07-09,14695,14968.2895548545,-273.289554854456
2012-07-10,14650,14966.8256252139,-316.825625213855
2012-07-11,14655,14965.5030019353,-310.503001935275
2012-07-12,14645,14964.3222418038,-319.322241803793
2012-07-13,14785,14963.2837732556,-178.283773255619
2012-07-16,14800,14962.3878927318,-162.387892731774
2012-07-17,14800,14961.6348229774,-161.634822977436
2012-07-18,14785,14961.0247196137,-176.024719613731
2012-07-19,14830,14960.5576714486,-130.557671448557
2012-07-20,14705,14960.2336945281,-255.233694528076
2012-07-23,14465,14960.0527509309,-495.052750930946
2012-07-24,14560,14960.0146972329,-400.01469723293
2012-07-25,14380,14960.1191853742,-580.119185374179
2012-07-26,14470,14960.3657019453,-490.365701945315
2012-07-27,14635,14960.7534937394,-325.753493739409
2012-07-30,14630,14961.2816048514,-331.281604851416
2012-07-31,14715,14961.9489447232,-246.948944723168
2012-08-01,14605,14962.754285858,-357.754285858015
2012-08-02,14570,14963.6962986804,-393.696298680379
2012-08-03,14570,14964.7735057336,-394.773505733565
2012-08-06,14645,14965.9842668227,-320.984266822672
2012-08-07,14640,14967.3267785694,-327.326778569372
2012-08-08,14680,14968.799104913,-288.799104913041
2012-08-09,14795,14970.3991744898,-175.399174489819
2012-08-10,14640,14972.1247965576,-332.124796557585
2012-08-13,14590,14973.9737078712,-383.973707871165
2012-08-14,14635,14975.9435078986,-340.943507898629
2012-08-15,14600,14978.0316373884,-378.03163738837
2012-08-16,14380,14980.2353961569,-600.235396156923
2012-08-17,14520,14982.5519277573,-462.551927757336
2012-08-20,14415,14984.9781276299,-569.978127629853
2012-08-21,14525,14987.5107000141,-462.510700014102
2012-08-22,14535,14990.1461135438,-455.146113543766
2012-08-23,14680,14992.8806456691,-312.880645669058
2012-08-24,14660,14995.7103857012,-335.710385701164
2012-08-27,14795,14998.631293619,-203.631293619017
2012-08-28,14735,15001.6391906323,-266.639190632347
2012-08-29,14770,15004.7298137781,-234.729813778057
2012-08-30,14790,15007.8987898749,-217.898789874857
2012-08-31,14685,15011.1416487139,-326.141648713894
2012-09-03,14840,15014.4538300155,-174.453830015479
2012-09-04,14850,15017.8306386862,-167.830638686227
2012-09-05,14795,15021.2673075204,-226.267307520432
2012-09-06,14970,15024.758999938,-54.7589999379762
2012-09-07,15060,15028.300785829,31.699214171018
2012-09-10,15395,15031.8877124484,363.112287551573
2012-09-11,15385,15035.5148401544,349.485159845617
2012-09-12,15500,15039.177379401,460.822620598986
2012-09-13,15305,15042.8706851056,262.129314894418
2012-09-14,15845,15046.5903026708,798.409697329158
2012-09-17,15715,15050.3318858534,664.668114146644
2012-09-18,15620,15054.0914184401,565.908581559945
2012-09-19,15820,15057.865158965,762.134841034998
2012-09-20,15600,15061.6495998861,538.350400113905
2012-09-21,15730,15065.4415486971,664.558451302891
2012-09-24,15540,15069.2380354243,470.761964575732
2012-09-25,15570,15073.0363647955,496.963635204496
2012-09-26,15620,15076.8340361328,543.165963867184
2012-09-27,15650,15080.628754183,569.371245817004
2012-09-28,15780,15084.4184482158,695.581551784194
2012-10-08,15520,15088.2012828562,431.798717143829
2012-10-09,15575,15091.9757102545,483.024289745528
2012-10-10,15410,15095.7403610493,314.259638950694
2012-10-11,15320,15099.4940655421,220.505934457907
2012-10-12,15275,15103.2357839366,171.764216063429
2012-10-15,15175,15106.9645675847,68.0354324152579
2012-10-16,15195,15110.679538839,84.3204611609647
2012-10-17,15120,15114.379848175,5.62015182499902
2012-10-18,15210,15118.0646809228,91.9353190771623
2012-10-19,15065,15121.7332247359,-56.7332247359406
2012-10-22,14965,15125.38470527,-160.384705270019
2012-10-23,14785,15129.0183247296,-344.018324729588
2012-10-24,14880,15132.6332190226,-252.633219022601
2012-10-25,14860,15136.2283818536,-276.228381853559
2012-10-26,14645,15139.8027024986,-494.802702498632
2012-10-29,14685,15143.3549560523,-458.354956052311
2012-10-30,14680,15146.8837130775,-466.883713077497
2012-10-31,14815,15150.3873546716,-335.387354671555
2012-11-01,14840,15153.864068941,-313.864068940988
2012-11-02,14840,15157.3119053565,-317.311905356543
2012-11-05,14775,15160.7287836503,-385.728783650292
2012-11-06,14875,15164.1124923902,-289.112492390249
2012-11-07,14995,15167.4606606997,-172.460660699707
2012-11-08,14930,15170.7707981945,-240.770798194459
2012-11-09,14985,15174.040343202,-189.040343201955
2012-11-12,14870,15177.2666345248,-307.266634524768
2012-11-13,14995,15180.4469328237,-185.446932823671
2012-11-14,15090,15183.5783717479,-93.5783717478764
2012-11-15,15110,15186.6580082902,-76.6580082902295
2012-11-16,15040,15189.6828607621,-149.682860762076
2012-11-19,15045,15192.6499157875,-147.649915787505
2012-11-20,15000,15195.5560981176,-195.556098117577
2012-11-21,14950,15198.3982714709,-248.398271470909
2012-11-22,14995,15201.173218731,-206.17321873101
2012-11-23,15045,15203.8776201035,-158.877620103491
2012-11-26,15140,15206.5080705706,-66.5080705705614
2012-11-27,15155,15209.0610994404,-54.0610994404068
2012-11-28,15095,15211.5332085298,-116.533208529756
2012-11-29,15165,15213.9208773084,-48.9208773084027
2012-11-30,15455,15216.220537076,238.779462924028
2012-12-03,15435,15218.4285989104,216.57140108958
2012-12-04,15290,15220.5415725915,69.458427408512
2012-12-05,15350,15222.5560574207,127.443942579271
2012-12-06,15285,15224.4686814111,60.5313185889253
2012-12-07,15440,15226.2761252558,213.723874744229
2012-12-10,15575,15227.9750946691,347.024905330933
2012-12-11,15535,15229.5623837099,305.437616290087
2012-12-12,15545,15231.0349298839,313.965070116083
2012-12-13,15455,15232.3897969519,222.610203048135
2012-12-14,15555,15233.6241784555,321.375821544546
2012-12-17,15625,15234.7353599541,390.264640045948
2012-12-18,15545,15235.7207598512,309.279240148793
2012-12-19,15460,15236.5779578699,223.422042130079
2012-12-20,15375,15237.304661577,137.695338423044
2012-12-21,15385,15237.8986708928,147.10132910715
2012-12-24,15490,15238.3578426557,251.642157344273
2012-12-25,15525,15238.6800945093,286.319905490674
2012-12-26,15490,15238.8634481166,251.136551883427
2012-12-27,15585,15238.9060434931,346.093956506866
2012-12-28,15545,15238.8061244646,306.193875535399
2012-12-31,15520,15238.5620779176,281.437922082362
2013-01-04,15540,15238.1724173077,301.827582692288
2013-01-07,15380,15237.6357724244,142.364227575556
2013-01-08,15405,15236.950897822,168.049102178036
2013-01-09,15415,15236.1166069012,178.883393098757
2013-01-10,15525,15235.1317825287,289.868217471274
2013-01-11,15455,15233.9953815132,221.004618486751
2013-01-14,15455,15232.7064804842,222.293519515822
2013-01-15,15175,15231.2642474247,-56.264247424744
2013-01-16,15265,15229.667942206,35.3320577939581
2013-01-17,15265,15227.9168014411,37.0831985589344
2013-01-18,15420,15226.0100763479,193.989923652149
2013-01-21,15365,15223.9470334731,141.052966526889
2013-01-22,15485,15221.727019552,263.272980447955
2013-01-23,15545,15219.3494396243,325.650560375707
2013-01-24,15470,15216.8138075567,253.18619244325
2013-01-25,15635,15214.1197718263,420.880228173673
2013-01-28,15570,15211.2670855679,358.732914432109
2013-01-29,15625,15208.2556758909,416.744324109088
2013-01-30,15925,15205.0856181906,719.914381809393
2013-01-31,16150,15201.7571601273,948.242839872692
2013-02-01,16045,15198.2708469456,846.729153054419
2013-02-04,16170,15194.6276158547,975.372384145256
2013-02-05,15985,15190.8287540683,794.171245931716
2013-02-06,15960,15186.875951979,773.124048021035
2013-02-07,15840,15182.7712282587,657.228771741314
2013-02-08,15870,15178.5169211574,691.483078842636
2013-02-18,15750,15174.1156405969,575.884359403088
2013-02-19,15785,15169.5702823305,615.429717669474
2013-02-20,15975,15164.8839801586,810.116019841381
2013-02-21,15640,15160.0601222761,479.939877723897
2013-02-22,15700,15155.1024317468,544.897568253177
2013-02-25,15550,15150.0148300225,399.98516997747
2013-02-26,15540,15144.8014637936,395.198536206362
2013-02-27,15665,15139.4666450886,525.533354911401
2013-02-28,15655,15134.014849295,520.985150704966
2013-03-01,15460,15128.4507690346,331.549230965401
2013-03-04,15295,15122.7793122836,172.220687716423
2013-03-05,15390,15117.0055240673,272.994475932665
2013-03-06,15370,15111.1345206,258.865479399972
2013-03-07,15265,15105.1715309411,159.828469058856
2013-03-08,15325,15099.1218911546,225.878108845357
2013-03-11,15220,15092.991003371,127.008996628953
2013-03-12,15160,15086.7843630899,73.2156369100899
2013-03-13,15290,15080.5075183112,209.492481688846
2013-03-14,15280,15074.166047299,205.833952701004
2013-03-15,15345,15067.7656149136,277.234385086421
2013-03-18,14870,15061.3119710985,-191.311971098498
2013-03-19,14850,15054.8109803948,-204.810980394807
2013-03-20,14930,15048.2684282629,-118.268428262943
2013-03-21,14995,15041.6900155027,-46.6900155027388
2013-03-22,14950,15035.0813940266,-85.081394026638
2013-03-25,15030,15028.4481964472,1.55180355279607
2013-03-26,14970,15021.7960202079,-51.7960202078671
2013-03-27,14835,15015.1304633935,-180.13046339346
2013-03-28,14800,15008.4571026785,-208.457102678455
2013-03-29,14755,15001.7814402786,-246.781440278627
2013-04-01,14610,14995.108892242,-385.108892241965
2013-04-02,14685,14988.4447726069,-303.444772606906
2013-04-03,14520,14981.7942362234,-461.794236223415
2013-04-08,14735,14975.1623125095,-240.162312509543
2013-04-09,14890,14968.5538399962,-78.5538399962136
2013-04-10,14875,14961.9735579408,-86.9735579408162
2013-04-11,14790,14955.4261731299,-165.426173129894
2013-04-12,14785,14948.9163563985,-163.916356398473
2013-04-15,14455,14942.4487102011,-487.44871020112
2013-04-16,14580,14936.0277692359,-356.027769235913
2013-04-17,14570,14929.6578667093,-359.657866709256
2013-04-18,14290,14923.34318866,-633.343188660039
2013-04-19,14575,14917.0877724592,-342.087772459186
2013-04-22,14480,14910.8953936788,-430.895393678778
2013-04-23,14515,14904.7696864856,-389.76968648558
2013-04-24,14610,14898.7141069316,-288.714106931553
2013-04-25,14690,14892.7319499537,-202.731949953713
2013-04-26,14745,14886.8263911461,-141.826391146057
2013-05-02,14380,14881.0005223014,-501.000522301402
2013-05-03,14475,14875.2573765873,-400.257376587326
2013-05-06,14670,14869.5997800778,-199.599780077803
2013-05-07,14555,14864.0303933966,-309.030393396649
2013-05-08,14675,14858.5517946612,-183.551794661176
2013-05-09,14575,14853.1664342478,-278.166434247798
2013-05-10,14625,14847.8766866601,-222.876686660097
2013-05-13,14575,14842.6848114189,-267.684811418881
2013-05-14,14460,14837.5929759165,-377.592975916473
2013-05-15,14370,14832.6032368952,-462.603236895226
2013-05-16,14370,14827.7174950158,-457.717495015751
2013-05-17,14450,14822.9374597172,-372.937459717221
2013-05-20,14375,14818.2646512363,-443.264651236301
2013-05-21,14455,14813.7004356528,-358.700435652827
2013-05-22,14575,14809.2459958189,-234.24599581888
2013-05-23,14445,14804.9023663136,-359.902366313604
2013-05-24,14570,14800.6704848889,-230.670484888901
2013-05-27,14550,14796.5511405271,-246.551140527112
2013-05-28,14550,14792.545026861,-242.545026861031
2013-05-29,14520,14788.6527356089,-268.652735608876
2013-05-30,14690,14784.8747582306,-94.8747582305716
2013-05-31,14760,14781.2114751357,-21.2114751356591
2013-06-03,14880,14777.6632275164,102.336772483612
2013-06-04,14790,14774.2303477971,15.7696522029115
2013-06-05,14915,14770.9132107037,144.086789296254
2013-06-06,14845,14767.7121974815,77.2878025184516
2013-06-07,14840,14764.6277489346,75.3722510653779
2013-06-13,14570,14761.6603378151,-191.660337815073
2013-06-14,14525,14758.8104680311,-233.810468031098
2013-06-17,14580,14756.0785642656,-176.078564265644
2013-06-18,14515,14753.4649545542,-238.464954554202
2013-06-19,14530,14750.9698941485,-220.969894148511
2013-06-20,14370,14748.5935397283,-378.593539728272
2013-06-21,14440,14746.3359566331,-306.335956633121
2013-06-24,14280,14744.1970537077,-464.197053707661
2013-06-25,14380,14742.1766131693,-362.176613169296
2013-06-26,14315,14740.274225355,-425.274225354989
2013-06-27,14420,14738.4893308925,-318.489330892518
2013-06-28,14420,14736.8211946182,-316.821194618179
2013-07-01,14540,14735.2689497182,-195.268949718159
2013-07-02,14640,14733.831598417,-93.8315984169508
2013-07-03,14645,14732.508062223,-87.5080622229717
2013-07-04,14550,14731.2972238583,-181.297223858335
2013-07-05,14480,14730.197929873,-250.197929872988
2013-07-08,14425,14729.2089518757,-304.208951875698
2013-07-09,14530,14728.3289580536,-198.328958053633
2013-07-10,14560,14727.556490846,-167.556490845963
2013-07-11,14785,14726.890010711,58.1099892890297
2013-07-12,14660,14726.3279088455,-66.3279088455301
2013-07-15,14690,14725.8686004671,-35.8686004670664
2013-07-16,14725,14725.5104733756,-0.51047337556529
2013-07-17,14635,14725.2519005445,-90.2519005444631
2013-07-18,14520,14725.0912547363,-205.09125473628
2013-07-19,14500,14725.0268714069,-225.026871406944
2013-07-22,14625,14725.0570012357,-100.057001235688
2013-07-23,14620,14725.179801885,-105.179801884965
2013-07-24,14640,14725.3933896575,-85.3933896575473
2013-07-25,14690,14725.6958373791,-35.6958373791173
2013-07-26,14605,14726.0851825773,-121.085182577337
2013-07-29,14520,14726.5594480244,-206.559448024406
2013-07-30,14465,14727.1166064408,-262.116606440823
2013-07-31,14485,14727.7545451639,-242.754545163916
2013-08-01,14530,14728.4710431821,-198.471043182113
2013-08-02,14525,14729.2637791394,-204.263779139392
2013-08-05,14615,14730.1303496396,-115.130349639601
2013-08-06,14595,14731.068266852,-136.068266851988
2013-08-07,14550,14732.0749953558,-182.074995355757
2013-08-08,14650,14733.1479434848,-83.1479434847679
2013-08-09,14735,14734.2844443106,0.715555689382796
2013-08-12,14940,14735.4817965348,204.518203465222
2013-08-13,14910,14736.7372991545,173.262700845495
2013-08-14,14855,14738.0483357066,116.951664293388
2013-08-15,14925,14739.4123613478,185.587638652179
2013-08-16,15170,14740.8268795778,429.173120422161
2013-08-19,15195,14742.289470611,452.71052938899
2013-08-20,15025,14743.7978920645,281.202107935477
2013-08-21,15095,14745.3500886878,349.649911312199
2013-08-22,15160,14746.944121468,413.055878532015
2013-08-23,15100,14748.5781959235,351.421804076497
2013-08-26,15210,14750.2506883134,459.749311686583
2013-08-27,15130,14751.9601201604,378.039879839582
2013-08-28,15045,14753.7052030291,291.294796970936
2013-08-29,14965,14755.4848047504,209.515195249615
2013-08-30,14840,14757.2979135651,82.7020864349446
2013-09-02,14940,14759.1436043188,180.85639568121
2013-09-03,14870,14761.0209860431,108.979013956895
2013-09-04,14800,14762.9292425283,37.0707574717456
2013-09-05,14695,14764.867602612,-69.8676026120423
2013-09-06,14750,14766.8353104558,-16.8353104558098
2013-09-09,14860,14768.8315813405,91.1684186595444
2013-09-10,14750,14770.8556235878,-20.8556235878141
2013-09-11,14750,14772.9066832051,-22.9066832050951
2013-09-12,14665,14774.9839975787,-109.983997578653
2013-09-13,14790,14777.0867946261,12.9132053738786
2013-09-16,14655,14779.2142568022,-124.214256802158
2013-09-17,14660,14781.3655718992,-121.365571899217
2013-09-18,14670,14783.5398763646,-113.539876364618
2013-09-23,14705,14785.736256478,-80.7362564780202
2013-09-24,14715,14787.9537515863,-72.9537515862787
2013-09-25,14740,14790.1913676631,-50.1913676630607
2013-09-26,14775,14792.4480805259,-17.4480805259039
2013-09-27,14765,14794.7228452453,-29.7228452453042
2013-09-30,14850,14797.0146096794,52.9853903206096
2013-10-08,14745,14799.3223094,-54.322309400041
2013-10-09,14755,14801.6449018812,-46.6449018811913
2013-10-10,14845,14803.9813221421,41.0186778578566
2013-10-11,14945,14806.330485921,138.669514078973
2013-10-14,14980,14808.6913259115,171.308674088545
2013-10-15,14945,14811.0628321275,133.937167872535
2013-10-16,14935,14813.4440653952,121.55593460482
2013-10-17,14890,14815.834141905,74.165858095047
2013-10-18,14950,14818.2322280935,131.767771906491
2013-10-21,15115,14820.6375210548,294.362478945248
2013-10-22,15095,14823.0492723501,271.95072764993
2013-10-23,15040,14825.4668552185,214.533144781539
2013-10-24,15015,14827.8897553124,187.110244687572
2013-10-25,14950,14830.3175469638,119.682453036158
2013-10-28,15070,14832.7498818484,237.250118151557
2013-10-29,15145,14835.1864611139,309.813538886146
2013-10-30,15180,14837.6270839774,342.37291602262
2013-10-31,14990,14840.0716777208,149.928322279218
2013-11-01,15075,14842.520311149,232.479688850995
2013-11-04,15010,14844.9731150413,165.026884958652
2013-11-05,14980,14847.4303162749,132.569683725141
2013-11-06,14980,14849.8922099421,130.107790057929
2013-11-07,14975,14852.3591459345,122.640854065528
2013-11-08,14950,14854.8315279249,95.1684720750885
2013-11-11,14920,14857.309810281,62.6901897190055
2013-11-12,14845,14859.7944867092,-14.7944867091816
2013-11-13,14765,14862.2860768295,-97.2860768295214
2013-11-14,14830,14864.7850941466,-34.7850941466134
2013-11-15,14805,14867.2920119509,-62.2920119509265
2013-11-18,14865,14869.8072891542,-4.80728915415074
2013-11-19,14785,14872.331358919,-87.3313589189609
2013-11-20,14870,14874.8646524209,-4.8646524208994
2013-11-21,14820,14877.4075647362,-57.407564736246
2013-11-22,14830,14879.9604889304,-49.9604889304145
2013-11-25,14830,14882.5237943388,-52.5237943388343
2013-11-26,14840,14885.0978296453,-45.0978296452838
2013-11-27,14800,14887.6829218224,-87.6829218223539
2013-11-28,14760,14890.2793792009,-130.279379200927
2013-11-29,14750,14892.8874738674,-142.88747386737
2013-12-02,14785,14895.5074240558,-110.507424055757
2013-12-03,14750,14898.1393889362,-148.139388936216
2013-12-04,14755,14900.7834819996,-145.783481999556
2013-12-05,14805,14903.4397555018,-98.4397555017524
2013-12-06,14840,14906.1082014377,-66.1082014377165
2013-12-09,14860,14908.7887711113,-48.7887711113025
2013-12-10,14970,14911.4813885,58.5186115000347
2013-12-11,15010,14914.1859574138,95.814042586202
2013-12-12,15080,14916.9024058521,163.097594147889
2013-12-13,15000,14919.6307014199,80.3692985800824
2013-12-16,15070,14922.3708791402,147.629120859773
2013-12-17,15090,14925.1230072574,164.876992742565
2013-12-18,15070,14927.88721504,142.112784960047
2013-12-19,15070,14930.6636999097,139.336300090344
2013-12-20,15120,14933.4527180322,186.547281967837
2013-12-23,15165,14936.2545831691,228.745416830905
2013-12-24,15260,14939.0696861932,320.93031380678
2013-12-25,15405,14941.8985125315,463.101487468541
2013-12-26,15220,14944.7416802704,275.258319729573
2013-12-27,15260,14947.5999989243,312.400001075706
2013-12-30,15260,14950.4743917879,309.525608212079
2013-12-31,15195,14953.3659112898,241.634088710246
2014-01-02,15300,14956.2757378037,343.724262196289
2014-01-03,15120,14959.2051515855,160.794848414468
2014-01-06,15000,14962.1555749727,37.8444250272855
2014-01-07,15050,14965.1284967689,84.8715032311024
2014-01-08,15075,14968.1254214211,106.874578578946
2014-01-09,15000,14971.1478884587,28.8521115412834
2014-01-10,15045,14974.197481589,70.8025184110295
2014-01-13,15085,14977.2757964452,107.724203554761
2014-01-14,15200,14980.3844579278,219.615542072166
2014-01-15,15155,14983.5251354659,171.474864534109
2014-01-16,15270,14986.6995892689,283.300410731063
2014-01-17,15265,14989.9096504272,275.090349572841
2014-01-20,15250,14993.1572671358,256.842732864163
2014-01-21,15220,14996.4445013015,223.555498698545
2014-01-22,15315,14999.773520999,315.22647900097
2014-01-23,15255,15003.1465867124,251.853413287635
2014-01-24,15190,15006.5660892273,183.433910772734
2014-01-27,15070,15010.0345234356,59.9654765644287
2014-01-28,15075,15013.5544600534,61.4455399465995
2014-01-29,15065,15017.1284945841,47.871505415913
2014-01-30,15020,15020.7592479302,-0.759247930189755
2014-02-07,15045,15024.4493607823,20.5506392176815
2014-02-10,15150,15028.2014735174,121.798526482647
2014-02-11,15045,15032.0182350068,12.9817649931855
2014-02-12,15080,15035.902344469,44.0976555310206
2014-02-13,15080,15039.8565064886,40.1434935114297
2014-02-14,15090,15043.8834438777,46.1165561223481
2014-02-17,15200,15047.9858960425,152.014103957463
2014-02-18,15155,15052.1666214523,102.833378547713
2014-02-19,15260,15056.4284414124,203.571558587647
2014-02-20,15210,15060.7742197357,149.225780264329
2014-02-21,15225,15065.2069043829,159.793095617075
2014-02-24,15065,15069.7295049993,-4.72950499929219
2014-02-25,15075,15074.3450972816,0.654902718426698
2014-02-26,15150,15079.0567549718,70.9432450281625
2014-02-27,15130,15083.8675520829,46.1324479170731
2014-02-28,15135,15088.7805919526,46.2194080473713
2014-03-03,15080,15093.7989969877,-13.7989969876765
2014-03-04,15140,15098.9259087008,41.0740912991999
2014-03-05,15290,15104.1644629002,185.835537099841
2014-03-06,15200,15109.5178123724,90.4821876276179
2014-03-07,15170,15114.9891867213,55.0108132786651
2014-03-10,14775,15120.5818529524,-345.581852952398
2014-03-11,14920,15126.2991008101,-206.299100810126
2014-03-12,14885,15132.1440771895,-247.14407718953
2014-03-13,14795,15138.11984371,-343.119843709976
2014-03-14,14765,15144.2293598314,-379.229359831369
2014-03-17,14655,15150.4754431816,-495.475443181564
2014-03-18,14700,15156.8607546301,-456.860754630053
2014-03-19,14755,15163.387750237,-408.387750237029
2014-03-20,14780,15170.0586972148,-390.058697214807
2014-03-21,14785,15176.8756939646,-391.875693964619
2014-03-24,14770,15183.8406776531,-413.840677653127
2014-03-25,14805,15190.9554234612,-385.955423461152
2014-03-26,14875,15198.2215355042,-323.221535504245
2014-03-27,14805,15205.6404583599,-400.640458359871
2014-03-28,14855,15213.2135029988,-358.21350299884
2014-03-31,14800,15220.9418147831,-420.941814783085
2014-04-01,14815,15228.8263910034,-413.826391003388
2014-04-02,14840,15236.8680549501,-396.86805495013
2014-04-03,14845,15245.0674588546,-400.067458854591
2014-04-04,14860,15253.4250908987,-393.425090898658
2014-04-08,14905,15261.9412738928,-356.941273892837
2014-04-09,14930,15270.6161680207,-340.616168020653
2014-04-10,14940,15279.4497859213,-339.449785921259
2014-04-11,15000,15288.4419994366,-288.441999436568
2014-04-14,14980,15297.5925400936,-317.592540093617
2014-04-15,14975,15306.9010201892,-331.90102018917
2014-04-16,14990,15316.3669207395,-326.366920739497
2014-04-17,15040,15325.9895855671,-285.989585567113
2014-04-18,15075,15335.7682235869,-260.768223586888
2014-04-21,15065,15345.7019254975,-280.701925497504
2014-04-22,15070,15355.7896742063,-285.789674206265
2014-04-23,15190,15366.0303365902,-176.030336590186
2014-04-24,15195,15376.4226613916,-181.422661391553
2014-04-25,15215,15386.9653245891,-171.965324589107
2014-04-28,15135,15397.6569271686,-262.656927168646
2014-04-29,15065,15408.495999033,-343.495999033013
2014-04-30,15070,15419.4809615127,-349.480961512738
2014-05-05,15130,15430.6100939508,-300.610093950785
2014-05-06,15135,15441.8815312291,-306.881531229072
2014-05-07,15160,15453.293283969,-293.293283969006
2014-05-08,15075,15464.8432359399,-389.843235939934
2014-05-09,15110,15476.5291496751,-366.529149675091
2014-05-12,15205,15488.3486265625,-283.348626562536
2014-05-13,15250,15500.2991164819,-250.299116481859
2014-05-14,15240,15512.3779521876,-272.377952187615
2014-05-15,15250,15524.5823629709,-274.582362970915
2014-05-16,15170,15536.9094655327,-366.909465532741
2014-05-19,15250,15549.3562630728,-299.356263072774
2014-05-20,15255,15561.919607125,-306.919607125019
2014-05-21,15205,15574.5962254818,-369.596225481783
2014-05-22,15190,15587.3827190668,-397.382719066838
2014-05-23,15215,15600.2755360281,-385.275536028059
2014-05-26,15235,15613.270960251,-378.270960250982
2014-05-27,15205,15626.3651163639,-421.365116363946
2014-05-28,15260,15639.5539726334,-379.553972633441
2014-05-29,15125,15652.8333231502,-527.833323150172
2014-05-30,15150,15666.1988051127,-516.198805112669
2014-06-03,15185,15679.6458375346,-494.645837534558
2014-06-04,15175,15693.1696260534,-518.169626053371
2014-06-05,15195,15706.7651718401,-511.765171840143
2014-06-06,15200,15720.4272618753,-520.427261875257
2014-06-09,15335,15734.1504715962,-399.150471596189
2014-06-10,15395,15747.9291613163,-352.929161316336
2014-06-11,15630,15761.7575263567,-131.757526356659
2014-06-12,15500,15775.6296161513,-275.62961615134
2014-06-13,15365,15789.5394256712,-424.539425671198
2014-06-16,15360,15803.4808359529,-443.480835952882
2014-06-17,15450,15817.4475525456,-367.447552545612
2014-06-18,15500,15831.4330976813,-331.433097681345
2014-06-19,15525,15845.4308417041,-320.43084170407
