"FTSEDate","FTSEClose","FTSE_hpft","FTSE_hpfc"
2010-01-04,5500.34,5431.9862190454,68.353780954603
2010-01-05,5522.5,5431.3992466619,91.1007533381044
2010-01-06,5530.04,5430.8123025331,99.2276974669014
2010-01-07,5526.72,5430.2254525711,96.4945474289017
2010-01-08,5534.24,5429.63880370473,104.60119629527
2010-01-11,5538.07,5429.05250274979,109.017497250212
2010-01-12,5498.71,5428.46673976,70.2432602399985
2010-01-13,5473.48,5427.88174985254,45.598250147456
2010-01-14,5498.2,5427.29779718033,70.9022028196682
2010-01-15,5455.37,5426.7151647449,28.6548352550989
2010-01-18,5494.39,5426.13416485563,68.2558351443676
2010-01-19,5513.14,5425.5551216668,87.5848783332015
2010-01-20,5420.8,5424.97838754689,-4.17838754689202
2010-01-21,5335.1,5424.40435106847,-89.3043510684735
2010-01-22,5302.99,5423.83339907693,-120.843399076927
2010-01-25,5260.31,5423.26588150281,-162.955881502807
2010-01-26,5276.85,5422.70209832487,-145.852098324867
2010-01-27,5217.47,5422.14228216244,-204.67228216244
2010-01-28,5145.74,5421.58660534548,-275.846605345485
2010-01-29,5188.52,5421.03515560066,-232.515155600655
2010-02-01,5247.41,5420.48790663072,-173.077906630718
2010-02-02,5283.31,5419.94473602602,-136.634736026023
2010-02-03,5253.15,5419.40544983348,-166.255449833476
2010-02-04,5139.31,5418.86979762067,-279.559797620674
2010-02-05,5060.92,5418.3374602319,-357.417460231899
2010-02-08,5092.33,5417.80800295265,-325.478002952648
2010-02-09,5111.84,5417.28084332642,-305.440843326415
2010-02-10,5131.99,5416.75526435718,-284.765264357181
2010-02-11,5161.48,5416.23042279196,-254.750422791959
2010-02-12,5142.45,5415.70535766725,-273.255357667254
2010-02-15,5167.47,5415.17900271599,-247.709002715989
2010-02-16,5244.06,5414.65017871831,-170.590178718313
2010-02-17,5276.64,5414.11760406143,-137.477604061434
2010-02-18,5325.09,5413.57992661744,-88.4899266174429
2010-02-19,5358.17,5413.03573743071,-54.8657374307112
2010-02-22,5352.07,5412.48359096743,-60.4135909674261
2010-02-23,5315.09,5411.9220190145,-96.8320190144969
2010-02-24,5342.92,5411.34952838629,-68.4295283862918
2010-02-25,5278.22,5410.7645858707,-132.544585870695
2010-02-26,5354.52,5410.16562996958,-55.6456299695749
2010-03-01,5405.94,5409.5510443962,-3.61104439620359
2010-03-02,5484.06,5408.91918986222,75.1408101377823
2010-03-03,5533.21,5408.26842558655,124.941574413451
2010-03-04,5527.16,5407.59714184832,119.562858151682
2010-03-05,5599.76,5406.90378057254,192.856219427455
2010-03-08,5606.72,5406.18683310662,200.533166893379
2010-03-09,5602.3,5405.444870517,196.855129483001
2010-03-10,5640.57,5404.67654676245,235.893453237549
2010-03-11,5617.26,5403.88059717379,213.379402826206
2010-03-12,5625.65,5403.05585459075,222.594145409253
2010-03-15,5593.85,5402.20124005539,191.648759944613
2010-03-16,5620.43,5401.31576662128,219.114233378719
2010-03-17,5644.63,5400.39852656193,244.231473438067
2010-03-18,5642.62,5399.44870272385,243.171297276154
2010-03-19,5650.12,5398.46557890896,251.654421091038
2010-03-22,5644.54,5397.44853943649,247.091460563514
2010-03-23,5673.63,5396.39707264943,277.232927350569
2010-03-24,5677.88,5395.31076902849,282.569230971512
2010-03-25,5727.65,5394.18933365126,333.460666348739
2010-03-26,5703.02,5393.03258839823,309.987411601773
2010-03-29,5710.66,5391.84049298898,318.819507011021
2010-03-30,5672.32,5390.61313527943,281.706864720567
2010-03-31,5679.64,5389.35073491273,290.289265087268
2010-04-01,5744.89,5388.05362797831,356.83637202169
2010-04-06,5780.35,5386.72227055947,393.627729440528
2010-04-07,5762.06,5385.35726624137,376.702733758634
2010-04-08,5712.7,5383.95938131898,328.740618681017
2010-04-09,5770.98,5382.52953780105,388.450462198955
2010-04-12,5777.65,5381.06879358448,396.581206415519
2010-04-13,5761.66,5379.57836713597,382.081632864028
2010-04-14,5796.25,5378.05964085301,418.190359146995
2010-04-15,5825.01,5376.5141550702,448.495844929804
2010-04-16,5743.96,5374.94362298524,369.016377014759
2010-04-19,5727.91,5373.34994318602,354.560056813976
2010-04-20,5783.69,5371.73516679686,411.954833203139
2010-04-21,5723.43,5370.10149150304,353.328508496962
2010-04-22,5665.33,5368.45128527536,296.878714724638
2010-04-23,5723.65,5366.78706213645,356.862937863552
2010-04-26,5753.85,5365.11145882659,388.73854117341
2010-04-27,5603.52,5363.42725959894,240.092740401057
2010-04-28,5586.61,5361.73740939549,224.872590604509
2010-04-29,5617.84,5360.04495240292,257.795047597077
2010-04-30,5553.29,5358.35302576122,194.936974238782
2010-05-04,5411.11,5356.66487317246,54.4451268275446
2010-05-05,5341.93,5354.98381891784,-13.0538189178367
2010-05-06,5260.99,5353.31320978396,-92.3232097839579
2010-05-07,5123.02,5351.6563871615,-228.636387161504
2010-05-10,5387.42,5350.01665427845,37.4033457215482
2010-05-11,5334.21,5348.3972198537,-14.1872198536987
2010-05-12,5383.45,5346.80130806718,36.6486919328153
2010-05-13,5433.73,5345.23213723444,88.4978627655588
2010-05-14,5262.85,5343.69294082005,-80.8429408200487
2010-05-17,5262.54,5342.18698887004,-79.64698887004
2010-05-18,5307.34,5340.71751801329,-33.3775180132939
2010-05-19,5158.08,5339.28773195582,-181.207731955824
2010-05-20,5073.13,5337.90082060669,-264.770820606695
2010-05-21,5062.93,5336.55989897089,-273.629898970885
2010-05-24,5069.61,5335.26797260786,-265.657972607865
2010-05-25,4940.68,5334.02793396955,-393.347933969547
2010-05-26,5038.08,5332.84256569545,-294.762565695448
2010-05-27,5195.17,5331.71448783086,-136.544487830863
2010-05-28,5188.43,5330.64619857821,-142.216198578214
2010-06-01,5163.3,5329.64013969779,-166.340139697787
2010-06-02,5151.32,5328.69869416331,-177.378694163308
2010-06-03,5211.18,5327.82417619045,-116.644176190453
2010-06-04,5126,5327.01882667356,-201.018826673556
2010-06-07,5069.06,5326.28483829076,-257.224838290762
2010-06-08,5028.15,5325.62432062744,-297.474320627436
2010-06-09,5085.86,5325.03927694229,-239.179276942289
2010-06-10,5132.5,5324.53158753032,-192.031587530317
2010-06-11,5163.68,5324.10303381921,-160.423033819211
2010-06-14,5202.13,5323.75531785886,-121.625317858863
2010-06-15,5217.82,5323.49007538622,-105.670075386221
2010-06-16,5237.92,5323.30889186361,-85.3888918636116
2010-06-17,5253.89,5323.21330907331,-69.3233090733131
2010-06-18,5250.84,5323.20483350159,-72.3648335015934
2010-06-21,5299.11,5323.28494297906,-24.1749429790589
2010-06-22,5246.98,5323.45508542358,-76.4750854235812
2010-06-23,5178.52,5323.71669876007,-145.196698760074
2010-06-24,5100.23,5324.07118930202,-223.841189302016
2010-06-25,5046.47,5324.51990334406,-278.049903344061
