"PK0Date","PK0Close","PK0_hpft","PK0_hpfc"
2023-04-26,10556,10374.829877623,181.170122376986
2023-04-27,10520,10369.5110596902,150.48894030985
2023-04-28,10680,10364.1396329054,315.860367094625
2023-05-04,10736,10358.7166417313,377.283358268661
2023-05-05,10690,10353.2432611947,336.756738805265
2023-05-08,10880,10347.720822276,532.279177723978
2023-05-09,10892,10342.1507951573,549.849204842733
2023-05-10,10792,10336.5348700434,455.465129956569
2023-05-11,10678,10330.874964425,347.125035575022
2023-05-12,10694,10325.1731840634,368.826815936594
2023-05-15,10746,10319.4317782076,426.568221792369
2023-05-16,10556,10313.6531485649,242.346851435061
2023-05-17,10404,10307.8398731686,96.1601268314306
2023-05-18,10424,10301.9946302283,122.005369771687
2023-05-19,10410,10296.1201377027,113.879862297338
2023-05-22,10320,10290.2191639822,29.7808360177799
2023-05-23,10350,10284.294524531,65.7054754690417
2023-05-24,9806,10278.3490471231,-472.34904712305
2023-05-25,9804,10272.3855866926,-468.385586692633
2023-05-26,9916,10266.4068029238,-350.406802923769
2023-05-29,9630,10260.4151618887,-630.415161888732
2023-05-30,9530,10254.4129848157,-724.412984815721
2023-05-31,9514,10248.4023323447,-734.4023323447
2023-06-01,9670,10242.3849656724,-572.384965672393
2023-06-02,9632,10236.3623424231,-604.362342423141
2023-06-05,10134,10230.3356836204,-96.3356836203579
2023-06-06,10122,10224.3059604684,-102.305960468374
2023-06-07,9662,10218.2741043502,-556.274104350212
2023-06-08,9530,10212.2410043597,-682.241004359724
2023-06-09,9796,10206.2073196494,-410.207319649423
2023-06-12,9698,10200.1734273608,-502.17342736082
