"FG0Date","FG0Close","FG0_hpft","FG0_hpfc"
2013-02-25,1559,1453.66215281252,105.337847187483
2013-02-26,1536,1453.6426696635,82.3573303365045
2013-02-27,1558,1453.59755841323,104.402441586772
2013-02-28,1582,1453.52706952519,128.472930474808
2013-03-01,1568,1453.43149661867,114.568503381328
2013-03-04,1518,1453.31118641848,64.6888135815235
2013-03-05,1527,1453.16653300747,73.8334669925283
2013-03-06,1525,1452.99795720819,72.002042791811
2013-03-07,1518,1452.80591036301,65.1940896369885
2013-03-08,1504,1452.5908735771,51.4091264229048
2013-03-11,1496,1452.35335490416,43.6466450958369
2013-03-12,1487,1452.09388364837,34.9061163516268
2013-03-13,1449,1451.81300715575,-2.81300715575044
2013-03-14,1436,1451.51128720102,-15.5112872010211
2013-03-15,1451,1451.18928439618,-0.189284396184242
2013-03-18,1435,1450.84755294145,-15.8475529414493
2013-03-19,1450,1450.48664695878,-0.486646958783332
2013-03-20,1476,1450.10711401941,25.8928859805931
2013-03-21,1484,1449.70950149343,34.2904985065656
2013-03-22,1479,1449.294367454,29.7056325459963
2013-03-25,1484,1448.86228414861,35.1377158513853
2013-03-26,1458,1448.41383610385,9.5861638961471
2013-03-27,1455,1447.94962237082,7.05037762917575
2013-03-28,1440,1447.47024596315,-7.47024596314603
2013-03-29,1437,1446.97631280884,-9.97631280884124
2013-04-01,1404,1446.46842574797,-42.4684257479747
2013-04-02,1426,1445.94718349682,-19.9471834968227
2013-04-03,1429,1445.4131672169,-16.4131672169025
2013-04-08,1441,1444.86694982439,-3.86694982438749
2013-04-09,1449,1444.30909745092,4.69090254907543
2013-04-10,1430,1443.74017462971,-13.7401746297112
2013-04-11,1416,1443.16074783295,-27.160747832952
2013-04-12,1420,1442.57137785324,-22.5713778532433
2013-04-15,1393,1441.97261425598,-48.9726142559784
2013-04-16,1401,1441.3649972765,-40.3649972764974
2013-04-17,1340,1440.74904690683,-100.749046906831
2013-04-18,1351,1440.12526645372,-89.1252664537234
2013-04-19,1374,1439.49411757832,-65.4941175783198
2013-04-22,1362,1438.85602510097,-76.8560251009687
2013-04-23,1342,1438.21138676936,-96.2113867693553
2013-04-24,1343,1437.56056856201,-94.5605685620116
2013-04-25,1352,1436.90389668752,-84.9038966875243
2013-04-26,1343,1436.24165826698,-93.2416582669756
2013-05-02,1326,1435.57410532555,-109.574105325552
2013-05-03,1351,1434.90145134611,-83.9014513461068
2013-05-06,1356,1434.22386451797,-78.2238645179671
2013-05-07,1386,1433.54147834898,-47.5414783489799
2013-05-08,1399,1432.85439401238,-33.8543940123761
2013-05-09,1397,1432.16269302966,-35.1626930296555
2013-05-10,1419,1431.46644292827,-12.4664429282682
2013-05-13,1435,1430.76569670083,4.23430329916494
2013-05-14,1429,1430.06050218684,-1.06050218683986
2013-05-15,1407,1429.35090897607,-22.3509089760732
2013-05-16,1437,1428.63696621994,8.36303378006478
2013-05-17,1454,1427.91871383086,26.08128616914
2013-05-20,1445,1427.19619517824,17.8038048217582
2013-05-21,1458,1426.46946441242,31.5305355875782
2013-05-22,1457,1425.73858304311,31.2614169568868
2013-05-23,1428,1425.00362561349,2.99637438651463
2013-05-24,1427,1424.26467958892,2.73532041107965
2013-05-27,1428,1423.52183367338,4.47816632661879
2013-05-28,1437,1422.77517770151,14.2248222984926
2013-05-29,1426,1422.02480335903,3.97519664096962
2013-05-30,1400,1421.27080821165,-21.2708082116533
2013-05-31,1382,1420.51329146826,-38.5132914682607
2013-06-03,1393,1419.75234354524,-26.752343545238
2013-06-04,1434,1418.98803893913,15.011961060867
2013-06-05,1446,1418.22044108815,27.7795589118511
2013-06-06,1429,1417.44961963582,11.5503803641819
2013-06-07,1430,1416.67565570864,13.3243442913589
2013-06-13,1439,1415.89863520757,23.1013647924297
2013-06-14,1431,1415.11864954131,15.8813504586892
2013-06-17,1434,1414.33579966775,19.6642003322533
2013-06-18,1412,1413.55019310946,-1.55019310946378
2013-06-19,1416,1412.76194551744,3.23805448255525
2013-06-20,1389,1411.97117190189,-22.9711719018892
2013-06-21,1388,1411.17798861147,-23.1779886114685
2013-06-24,1368,1410.3825024995,-42.3825024995042
2013-06-25,1389,1409.58481083846,-20.5848108384588
2013-06-26,1364,1408.78499338158,-44.784993381577
2013-06-27,1379,1407.98312137317,-28.9831213731738
2013-06-28,1380,1407.17924754525,-27.1792475452478
2013-07-01,1387,1406.37341264934,-19.3734126493389
2013-07-02,1403,1405.56564620218,-2.56564620217998
2013-07-03,1407,1404.75596971231,2.24403028768777
2013-07-04,1406,1403.94440362775,2.0555963722536
2013-07-05,1393,1403.13096932408,-10.1309693240829
2013-07-08,1386,1402.31568902662,-16.3156890266222
2013-07-09,1375,1401.49858077293,-26.4985807729264
2013-07-10,1391,1400.67965585631,-9.67965585631372
2013-07-11,1409,1399.85891461665,9.1410853833494
2013-07-12,1401,1399.03635339262,1.96364660737714
2013-07-15,1383,1398.21197230148,-15.2119723014753
2013-07-16,1386,1397.38577227215,-11.385772272149
2013-07-17,1397,1396.55774794556,0.442252054438169
2013-07-18,1390,1395.72788925621,-5.72788925621144
2013-07-19,1388,1394.89618632141,-6.89618632140517
2013-07-22,1371,1394.06262689077,-23.0626268907749
2013-07-23,1375,1393.22719586334,-18.2271958633437
2013-07-24,1379,1392.38986860497,-13.3898686049688
2013-07-25,1376,1391.55061294712,-15.5506129471225
2013-07-26,1363,1390.70939118644,-27.7093911864389
2013-07-29,1357,1389.86615919156,-32.8661591915623
2013-07-30,1359,1389.02086137718,-30.0208613771798
2013-07-31,1365,1388.17342857244,-23.1734285724397
2013-08-01,1369,1387.32377919706,-18.3237791970649
2013-08-02,1373,1386.47182209182,-13.4718220918189
2013-08-05,1373,1385.61745852314,-12.6174585231435
2013-08-06,1369,1384.76058418879,-15.7605841887902
2013-08-07,1384,1383.90108957094,0.0989104290641307
2013-08-08,1395,1383.03885863698,11.9611413630165
2013-08-09,1398,1382.17377539521,15.8262246047853
2013-08-12,1425,1381.30572879816,43.6942712018354
2013-08-13,1424,1380.4346143403,43.5653856597042
2013-08-14,1424,1379.56034557753,44.4396544224725
2013-08-15,1423,1378.68285407396,44.3171459260437
2013-08-16,1416,1377.80208976325,38.1979102367524
2013-08-19,1444,1376.91802089799,67.081979102013
2013-08-20,1420,1376.03063152024,43.9693684797629
2013-08-21,1418,1375.13993340106,42.8600665989392
2013-08-22,1415,1374.24595648669,40.7540435133061
2013-08-23,1417,1373.34874843999,43.651251560009
2013-08-26,1435,1372.44837376989,62.5516262301089
2013-08-27,1435,1371.54491502902,63.4550849709845
2013-08-28,1404,1370.63848062629,33.3615193737055
2013-08-29,1381,1369.72920520045,11.2707947995491
2013-08-30,1373,1368.81723718052,4.18276281947975
2013-09-02,1382,1367.90272965442,14.0972703455759
2013-09-03,1374,1366.98583743907,7.0141625609293
2013-09-04,1365,1366.06672117862,-1.06672117861956
2013-09-05,1362,1365.14554441659,-3.14554441659203
2013-09-06,1368,1364.22247025558,3.77752974442387
2013-09-09,1376,1363.29766049792,12.7023395020794
2013-09-10,1373,1362.37127850745,10.6287214925523
2013-09-11,1379,1361.44349289862,17.5565071013778
2013-09-12,1370,1360.51447667939,9.48552332061035
2013-09-13,1369,1359.58441011485,9.4155898851456
2013-09-16,1361,1358.65347739105,2.34652260894875
2013-09-17,1344,1357.72186658604,-13.7218665860408
2013-09-18,1336,1356.78976674784,-20.7897667478443
2013-09-23,1343,1355.85736125241,-12.8573612524134
2013-09-24,1338,1354.92482488205,-16.9248248820466
2013-09-25,1334,1353.99232710433,-19.9923271043263
2013-09-26,1330,1353.06003039079,-23.0600303907933
2013-09-27,1311,1352.12808894896,-41.1280889489635
2013-09-30,1302,1351.19664745426,-49.1966474542639
2013-10-08,1310,1350.26583358142,-40.2658335814235
2013-10-09,1320,1349.33575466926,-29.3357546692556
2013-10-10,1318,1348.4065014123,-30.4065014122961
2013-10-11,1320,1347.47815237886,-27.4781523788597
2013-10-14,1317,1346.55077356844,-29.550773568439
2013-10-15,1324,1345.62441962216,-21.6244196221593
2013-10-16,1316,1344.69913296605,-28.6991329660465
2013-10-17,1308,1343.77494708746,-35.7749470874604
2013-10-18,1304,1342.85188361069,-38.851883610694
2013-10-21,1323,1341.9299493721,-18.9299493721036
2013-10-22,1316,1341.00913514826,-25.0091351482628
2013-10-23,1309,1340.08942389085,-31.0894238908522
2013-10-24,1305,1339.17078821378,-34.1707882137814
2013-10-25,1286,1338.25318787985,-52.2531878798465
2013-10-28,1296,1337.33656852701,-41.3365685270082
2013-10-29,1303,1336.42085419387,-33.4208541938655
2013-10-30,1312,1335.50595183214,-23.5059518321397
2013-10-31,1327,1334.59175457871,-7.5917545787135
2013-11-01,1329,1333.67814585406,-4.67814585405716
2013-11-04,1326,1332.76500594051,-6.76500594051406
2013-11-05,1329,1331.85221318667,-2.85221318666952
2013-11-06,1319,1330.93964314473,-11.9396431447272
2013-11-07,1320,1330.0271701879,-10.0271701879008
2013-11-08,1312,1329.11466375404,-17.1146637540359
2013-11-11,1305,1328.20198913615,-23.2019891361494
2013-11-12,1308,1327.28900455274,-19.2890045527437
2013-11-13,1305,1326.37555863155,-21.3755586315529
2013-11-14,1306,1325.46149202701,-19.4614920270107
2013-11-15,1304,1324.54663655776,-20.546636557757
2013-11-18,1296,1323.63081599783,-27.63081599783
2013-11-19,1311,1322.71384562812,-11.7138456281183
2013-11-20,1309,1321.79552930804,-12.7955293080383
2013-11-21,1303,1320.87566605498,-17.8756660549783
2013-11-22,1308,1319.95404959717,-11.9540495971656
2013-11-25,1319,1319.03046627375,-0.0304662737459105
2013-11-26,1321,1318.10469748254,2.89530251745647
2013-11-27,1319,1317.17652460879,1.823475391213
2013-11-28,1313,1316.24573023451,-3.24573023450839
2013-11-29,1317,1315.31209769549,1.68790230451002
2013-12-02,1323,1314.37540898586,8.62459101413942
2013-12-03,1324,1313.43544679746,10.5645532025366
2013-12-04,1320,1312.4919973872,7.50800261280345
2013-12-05,1318,1311.54485137891,6.45514862108516
2013-12-06,1319,1310.59380249999,8.40619750001266
2013-12-09,1319,1309.63864714609,9.36135285391396
2013-12-10,1318,1308.67918518766,9.320814812344
2013-12-11,1321,1307.71522036475,13.2847796352514
2013-12-12,1353,1306.74656027027,46.2534397297291
2013-12-13,1335,1305.77301798853,29.2269820114694
2013-12-16,1327,1304.79442572313,22.2055742768668
2013-12-17,1330,1303.81062775895,26.1893722410546
2013-12-18,1329,1302.82147755975,26.1785224402486
2013-12-19,1328,1301.82683941492,26.1731605850822
2013-12-20,1319,1300.826588435,18.1734115649954
2013-12-23,1313,1299.82061054949,13.1793894505097
2013-12-24,1313,1298.8087992,14.1912007999981
2013-12-25,1323,1297.79105327601,25.2089467239869
2013-12-26,1315,1296.76727753306,18.2327224669445
2013-12-27,1316,1295.73738714703,20.262612852973
2013-12-30,1315,1294.70130483049,20.298695169507
2013-12-31,1290,1293.65896167179,-3.65896167179208
2014-01-02,1281,1292.6102971499,-11.6102971499022
2014-01-03,1285,1291.55524923135,-6.55524923135073
2014-01-06,1255,1290.49375108344,-35.4937510834379
2014-01-07,1238,1289.42573316377,-51.4257331637654
2014-01-08,1232,1288.35111125826,-56.3511112582564
2014-01-09,1247,1287.26977989551,-40.269779895513
2014-01-10,1251,1286.18161031085,-35.1816103108487
2014-01-13,1246,1285.08645709366,-39.0864570936596
2014-01-14,1257,1283.98416029069,-26.9841602906891
2014-01-15,1259,1282.87454379192,-23.8745437919163
2014-01-16,1248,1281.75742033314,-33.7574203331432
2014-01-17,1252,1280.63259278138,-28.6325927813787
2014-01-20,1249,1279.49985004971,-30.499850049706
2014-01-21,1217,1278.35896921562,-61.3589692156153
2014-01-22,1235,1277.20971474921,-42.2097147492122
2014-01-23,1264,1276.05182575727,-12.0518257572696
2014-01-24,1274,1274.88502389873,-0.885023898730797
2014-01-27,1281,1273.70902585085,7.29097414914515
2014-01-28,1276,1272.523547925,3.47645207500322
2014-01-29,1292,1271.32830944636,20.6716905536422
2014-01-30,1302,1270.12303117714,31.8769688228591
2014-02-07,1281,1268.9074424244,12.0925575756002
2014-02-10,1292,1267.68128567186,24.3187143281441
2014-02-11,1294,1266.44430840181,27.5556915981868
2014-02-12,1311,1265.19626814895,45.8037318510525
2014-02-13,1306,1263.93693383831,42.0630661616875
2014-02-14,1306,1262.66609332845,43.3339066715537
2014-02-17,1315,1261.38355186502,53.6164481349801
2014-02-18,1298,1260.08913260621,37.9108673937884
2014-02-19,1296,1258.78268087309,37.2173191269051
2014-02-20,1290,1257.46405765755,32.5359423424506
2014-02-21,1295,1256.13313933562,38.866860664384
2014-02-24,1266,1254.78981573239,11.2101842676115
2014-02-25,1260,1253.43399273895,6.56600726105381
2014-02-26,1262,1252.06558088021,9.9344191197928
2014-02-27,1247,1250.68449339521,-3.68449339520704
2014-02-28,1247,1249.29064762949,-2.29064762948645
2014-03-03,1240,1247.88395940557,-7.88395940557047
2014-03-04,1239,1246.46434359911,-7.46434359910551
2014-03-05,1252,1245.03171182685,6.96828817314563
2014-03-06,1256,1243.58597262006,12.4140273799385
2014-03-07,1235,1242.12703739043,-7.12703739043408
2014-03-10,1191,1240.65482268114,-49.6548226811356
2014-03-11,1224,1239.16924208927,-15.1692420892651
2014-03-12,1229,1237.67018868664,-8.67018868663656
2014-03-13,1227,1236.15754927473,-9.15754927472654
2014-03-14,1227,1234.63120707108,-7.63120707107672
2014-03-17,1207,1233.09104150789,-26.0910415078866
2014-03-18,1275,1231.5369288629,43.4630711370982
2014-03-19,1273,1229.9687346289,43.0312653711048
2014-03-20,1268,1228.38634226451,39.613657735489
2014-03-21,1265,1226.78965301579,38.2103469842053
2014-03-24,1249,1225.17858450347,23.8214154965256
2014-03-25,1260,1223.55307014293,36.4469298570693
2014-03-26,1234,1221.91305319633,12.0869468036677
2014-03-27,1240,1220.25849199156,19.7415080084411
2014-03-28,1260,1218.58934985272,41.4106501472825
2014-03-31,1262,1216.90559826431,45.094401735692
2014-04-01,1263,1215.20722582831,47.7927741716943
2014-04-02,1248,1213.49423978687,34.5057602131259
2014-04-03,1255,1211.76666713783,43.2333328621723
2014-04-04,1256,1210.02454914227,45.9754508577258
2014-04-08,1282,1208.2679449322,73.7320550677981
2014-04-09,1272,1206.49693264405,65.5030673559485
2014-04-10,1275,1204.71162089207,70.2883791079289
2014-04-11,1248,1202.91214536689,45.0878546331065
2014-04-14,1255,1201.0986708135,53.9013291864991
2014-04-15,1258,1199.27138061439,58.728619385608
2014-04-16,1264,1197.43048043274,66.5695195672645
2014-04-17,1262,1195.57620020775,66.4237997922453
2014-04-18,1247,1193.70879739581,53.2912026041902
2014-04-21,1233,1191.82855691017,41.1714430898304
2014-04-22,1224,1189.93578569259,34.0642143074058
2014-04-23,1227,1188.03080770342,38.969192296583
2014-04-24,1230,1186.11396098379,43.8860390162146
2014-04-25,1226,1184.18559968312,41.814400316879
2014-04-28,1228,1182.24609609157,45.7539039084333
2014-04-29,1242,1180.29583978366,61.704160216336
2014-04-30,1226,1178.33523924677,47.6647607532343
2014-05-05,1237,1176.36472847424,60.635271525759
2014-05-06,1224,1174.38476116219,49.6152388378124
2014-05-07,1209,1172.39581607089,36.6041839291051
2014-05-08,1214,1170.39839246955,43.6016075304498
2014-05-09,1217,1168.39300475806,48.6069952419403
2014-05-12,1219,1166.38018535947,52.6198146405263
2014-05-13,1210,1164.36048678903,45.6395132109695
2014-05-14,1212,1162.33448331287,49.6655166871253
2014-05-15,1199,1160.30276806269,38.6972319373072
2014-05-16,1184,1158.26595469991,25.7340453000926
2014-05-19,1184,1156.22467288181,27.7753271181892
2014-05-20,1158,1154.17956290311,3.82043709689243
2014-05-21,1151,1152.13127653972,-1.13127653972461
2014-05-22,1153,1150.08046714678,2.91953285321497
2014-05-23,1149,1148.0277876118,0.972212388195891
2014-05-26,1154,1145.97389202911,8.026107970894
2014-05-27,1148,1143.91943489489,4.08056510510811
2014-05-28,1149,1141.86507402303,7.13492597697047
2014-05-29,1131,1139.81146891413,-8.81146891412994
2014-05-30,1114,1137.7592820181,-23.7592820180986
2014-06-03,1093,1135.70917214253,-42.7091721425288
2014-06-04,1092,1133.66178827389,-41.6617882738852
2014-06-05,1097,1131.61776174437,-34.6177617443725
2014-06-06,1096,1129.5777066649,-33.5777066649001
2014-06-09,1066,1127.54222283677,-61.542222836775
2014-06-10,1066,1125.51189618162,-59.5118961816214
2014-06-11,1060,1123.48728718202,-63.4872871820209
2014-06-12,1063,1121.46893172069,-58.4689317206909
2014-06-13,1067,1119.45733943727,-52.4573394372734
2014-06-16,1046,1117.4529958027,-71.4529958027034
2014-06-17,1053,1115.45636460417,-62.4563646041677
2014-06-18,1053,1113.46788009305,-60.4678800930463
2014-06-19,1054,1111.48795070377,-57.4879507037694
2014-06-20,1073,1109.51695987578,-36.5169598757833
2014-06-23,1080,1107.55526728535,-27.5552672853501
2014-06-24,1073,1105.60321751404,-32.6032175140421
2014-06-25,1071,1103.6611437532,-32.6611437532019
2014-06-26,1087,1101.72936571738,-14.729365717378
2014-06-27,1068,1099.80818962023,-31.8081896202277
2014-06-30,1069,1097.89791558693,-28.8979155869299
2014-07-01,1072,1095.99883059441,-23.9988305944118
2014-07-02,1077,1094.11120967439,-17.1112096743872
2014-07-03,1080,1092.2353179384,-12.2353179383966
2014-07-04,1072,1090.37141342493,-18.3714134249273
2014-07-07,1072,1088.51974911483,-16.5197491148333
2014-07-08,1075,1086.68057039502,-11.6805703950176
2014-07-09,1048,1084.85411582374,-36.8541158237432
2014-07-10,997,1083.04061913099,-86.0406191309926
2014-07-11,984,1081.24029881276,-97.2402988127559
2014-07-14,976,1079.45333779928,-103.453337799282
2014-07-15,987,1077.67987882561,-90.6798788256146
2014-07-16,991,1075.92002186332,-84.9200218633219
2014-07-17,1000,1074.17382940055,-74.1738294005503
2014-07-18,990,1072.44132882293,-82.4413288229312
2014-07-21,1022,1070.72251685566,-48.7225168556599
2014-07-22,1019,1069.01735614594,-50.0173561459369
2014-07-23,1014,1067.32578920106,-53.3257892010561
2014-07-24,1014,1065.64773785316,-51.6477378531572
2014-07-25,1005,1063.98310189166,-58.983101891658
2014-07-28,1013,1062.33175975685,-49.3317597568549
2014-07-29,1034,1060.69356550779,-26.6935655077942
2014-07-30,1037,1059.06835281178,-22.0683528117805
2014-07-31,1029,1057.45594430205,-28.4559443020481
2014-08-01,1024,1055.85615348968,-31.856153489677
2014-08-04,1047,1054.2687821232,-7.26878212319686
2014-08-05,1044,1052.6936187831,-8.69361878310155
2014-08-06,1043,1051.13044904521,-8.13044904521092
2014-08-07,1044,1049.57905489183,-5.57905489183366
2014-08-08,1028,1048.03921494442,-20.0392149444242
2014-08-11,1026,1046.51070551828,-20.5107055182827
2014-08-12,1027,1044.99329464534,-17.9932946453353
2014-08-13,1029,1043.48674187915,-14.4867418791473
2014-08-14,1001,1041.99079933565,-40.9907993356482
2014-08-15,1017,1040.50521314249,-23.50521314249
2014-08-18,1033,1039.02971248338,-6.02971248338082
2014-08-19,1050,1037.56401682592,12.4359831740849
2014-08-20,1044,1036.10784314523,7.89215685476912
2014-08-21,1066,1034.66091355706,31.3390864429355
2014-08-22,1072,1033.2229534394,38.7770465606014
2014-08-25,1068,1031.79370112455,36.2062988754508
2014-08-26,1077,1030.37291097371,46.6270890262918
2014-08-27,1062,1028.96035231427,33.0396476857263
2014-08-28,1050,1027.55581374743,22.4441862525653
2014-08-29,1064,1026.15909753163,37.8409024683714
2014-09-01,1013,1024.77001520285,-11.7700152028458
2014-09-02,1018,1023.38839393895,-5.38839393894679
2014-09-03,1013,1022.01405605253,-9.01405605253491
2014-09-04,1023,1020.64682162889,2.35317837110691
2014-09-05,1012,1019.28650702725,-7.28650702724796
2014-09-09,1019,1017.93292957953,1.06707042046935
2014-09-10,1002,1016.58590360574,-14.5859036057426
2014-09-11,1017,1015.24524386695,1.75475613304977
2014-09-12,1027,1013.910759095,13.0892409049969
2014-09-15,1047,1012.58225874708,34.4177412529178
2014-09-16,1049,1011.25955769096,37.7404423090437
2014-09-17,1054,1009.94248502129,44.0575149787089
2014-09-18,1049,1008.63088543313,40.3691145668693
2014-09-19,1040,1007.32462183314,32.6753781668566
2014-09-22,1037,1006.02357381494,30.976426185061
2014-09-23,1072,1004.72763447883,67.2723655211679
2014-09-24,1077,1003.43670972953,73.563290270467
2014-09-25,1040,1002.15073327945,37.8492667205524
2014-09-26,1038,1000.8696692491,37.1303307509037
2014-09-29,1033,999.593497404365,33.4065025956351
2014-09-30,1040,998.322212859312,41.6777871406883
2014-10-08,1023,997.055824536912,25.9441754630883
2014-10-09,1036,995.794358588052,40.2056414119478
2014-10-10,1023,994.537851887918,28.4621481120824
2014-10-13,1023,993.286357931065,29.7136420689345
2014-10-14,1028,992.039941977165,35.9600580228351
2014-10-15,1025,990.798681568329,34.2013184316713
2014-10-16,1019,989.562669111094,29.4373308889061
2014-10-17,1015,988.332011149447,26.667988850553
2014-10-20,1015,987.106826395585,27.8931736044153
2014-10-21,1024,985.887244585179,38.1127554148206
2014-10-22,1022,984.673406983834,37.3265930161665
2014-10-23,1027,983.465470611408,43.5345293885922
2014-10-24,1032,982.263607917088,49.7363920829122
2014-10-27,1027,981.068009345476,45.9319906545244
2014-10-28,1026,979.878885900212,46.1211140997876
2014-10-29,1034,978.696467571359,55.3035324286414
2014-10-30,1036,977.521003413595,58.4789965864053
2014-10-31,1044,976.352765341871,67.6472346581287
2014-11-03,1046,975.192049443993,70.8079505560071
2014-11-04,1024,974.039179770415,49.9608202295852
2014-11-05,1017,972.894509640739,44.1054903592606
2014-11-06,1020,971.75841302637,48.2415869736296
2014-11-07,1030,970.631282130157,59.3687178698428
2014-11-10,1044,969.513529096058,74.4864709039418
2014-11-11,1044,968.405590608708,75.5944093912923
2014-11-12,1053,967.307934142417,85.692065857583
2014-11-13,1045,966.22105841925,78.7789415807499
2014-11-14,900,965.145497582854,-65.145497582854
2014-11-17,885,964.081818340923,-79.0818183409233
2014-11-18,875,963.030560472641,-88.0305604726411
2014-11-19,884,961.992231067946,-77.9922310679455
2014-11-20,872,960.967300828515,-88.9673008285148
2014-11-21,862,959.956208217128,-97.9562082171284
2014-11-24,853,958.959354921073,-105.959354921073
2014-11-25,868,957.977102136484,-89.977102136484
2014-11-26,865,957.009767260168,-92.009767260168
2014-11-27,879,956.057630496019,-77.0576304960186
2014-11-28,880,955.120934014784,-75.120934014784
2014-12-01,862,954.19988813467,-92.1998881346703
2014-12-02,879,953.29467212191,-74.2946721219104
2014-12-03,885,952.405427131047,-67.4054271310465
2014-12-04,883,951.532263606155,-68.5322636061554
2014-12-05,885,950.675264128638,-65.675264128638
2014-12-08,882,949.834482951424,-67.8344829514244
2014-12-09,891,949.009947179909,-58.0099471799092
2014-12-10,892,948.201655879427,-56.2016558794272
2014-12-11,889,947.409584136361,-58.4095841363614
2014-12-12,902,946.633683805578,-44.633683805578
2014-12-15,910,945.873882597806,-35.8738825978056
2014-12-16,904,945.130089773972,-41.1300897739723
2014-12-17,895,944.402199766148,-49.4021997661483
2014-12-18,895,943.6900900049,-48.6900900049002
2014-12-19,901,942.993617499955,-41.9936174999545
2014-12-22,889,942.312619134474,-53.3126191344742
2014-12-23,888,941.646914433169,-53.6469144331693
2014-12-24,907,940.996300883441,-33.9963008834413
2014-12-25,905,940.360553797217,-35.3605537972169
2014-12-26,904,939.739434433736,-35.7394344337359
2014-12-29,934,939.13268943559,-5.13268943559007
2014-12-30,954,938.540050672094,15.4599493279058
2014-12-31,949,937.961247890999,11.0387521090014
2015-01-05,955,937.396017230476,17.603982769524
2015-01-06,956,936.844099391768,19.1559006082324
2015-01-07,953,936.305242352862,16.6947576471385
2015-01-08,945,935.779202009982,9.22079799001851
2015-01-09,946,935.265741160332,10.7342588396679
2015-01-12,925,934.764626412622,-9.76462641262239
2015-01-13,924,934.275628812669,-10.2756288126691
2015-01-14,927,933.798515369998,-6.79851536999845
2015-01-15,930,933.333048846573,-3.33304884657324
2015-01-16,916,932.878989194149,-16.8789891941487
2015-01-19,915,932.436094986729,-17.4360949867294
2015-01-20,911,932.004117821217,-21.0041178212169
2015-01-21,914,931.582802087137,-17.5828020871372
2015-01-22,915,931.171883491756,-16.1718834917558
2015-01-23,908,930.771090474317,-22.7710904743173
2015-01-26,900,930.380144789252,-30.3801447892518
2015-01-27,900,929.998758778354,-29.998758778354
2015-01-28,902,929.626632225485,-27.6266322254851
2015-01-29,916,929.26345251421,-13.2634525142101
2015-01-30,909,928.90889560836,-19.9088956083598
2015-02-02,912,928.562631989181,-16.5626319891806
2015-02-03,921,928.224323908397,-7.22432390839667
2015-02-04,917,927.893626771417,-10.893626771417
2015-02-05,912,927.570192997369,-15.5701929973692
2015-02-06,921,927.253670502432,-6.25367050243157
2015-02-09,925,926.94370076666,-1.94370076665974
2015-02-10,931,926.639922685118,4.36007731488208
2015-02-11,943,926.341974349402,16.6580256505984
2015-02-12,940,926.049495653396,13.950504346604
2015-02-13,943,925.762133376752,17.2378666232485
2015-02-16,946,925.479540065691,20.5204599343092
