"IF00C1Date","IF00C1Close","IF00C1_hpft","IF00C1_hpfc"
2010-07-08,2569,2879.99390582946,-310.993905829456
2010-07-09,2650,2882.06977149585,-232.069771495854
2010-07-12,2660.6,2884.20932136092,-223.609321360922
2010-07-13,2626,2886.41230537047,-260.412305370475
2010-07-14,2647,2888.67838103937,-241.678381039373
2010-07-15,2604,2891.00709823855,-287.007098238554
2010-07-16,2596,2893.39790693866,-297.397906938662
2010-07-19,2697.6,2895.85013847344,-198.25013847344
2010-07-20,2746,2898.36300124405,-152.36300124405
2010-07-21,2744.4,2900.93562170286,-156.53562170286
2010-07-22,2784.4,2903.56706332186,-119.167063321857
2010-07-23,2783.6,2906.2563248674,-122.656324867401
2010-07-26,2796.8,2909.00235584688,-112.202355846875
2010-07-27,2778,2911.80405506666,-133.804055066661
2010-07-28,2887.4,2914.66027495303,-27.2602749530287
2010-07-29,2876.8,2917.56981262311,-40.7698126231053
2010-07-30,2871.4,2920.53145392561,-49.1314539256124
2010-08-02,2926.4,2923.54396785677,2.8560321432324
2010-08-03,2856.8,2926.60610310381,-69.8061031038136
2010-08-04,2873.8,2929.71660953457,-55.9166095345654
2010-08-05,2846.4,2932.87420816176,-86.4742081617588
2010-08-06,2920,2936.07759688449,-16.077596884494
2010-08-09,2913,2939.32543785685,-26.3254378568526
2010-08-10,2837,2942.61638658714,-105.616386587139
2010-08-11,2839.4,2945.94908770183,-106.549087701829
2010-08-12,2826.8,2949.32214216974,-122.522142169738
2010-08-13,2855,2952.73410691667,-97.7341069166683
2010-08-16,2927.6,2956.18348822255,-28.5834882225502
2010-08-17,2947,2959.66875196808,-12.6687519680829
2010-08-18,2945.8,2963.18835221866,-17.3883522186646
2010-08-19,2964.8,2966.740737803,-1.94073780300061
2010-08-20,2911.6,2970.32435036199,-58.724350361994
2010-08-23,2905.6,2973.93763073442,-68.3376307344183
2010-08-24,2914,2977.57899548476,-63.5789954847579
2010-08-25,2856.4,2981.24683292951,-124.846832929508
2010-08-26,2865.8,2984.93950510409,-119.139505104088
2010-08-27,2872.6,2988.65532243735,-116.055322437351
2010-08-30,2930.2,2992.39254611061,-62.1925461106133
2010-08-31,2910.4,2996.14938933254,-85.7493893325388
2010-09-01,2890.2,2999.92403960399,-109.724039603988
2010-09-02,2929.2,3003.71464898044,-74.5146489804357
2010-09-03,2933,3007.51932416181,-74.5193241618142
2010-09-06,2992.2,3011.33614104676,-19.1361410467593
2010-09-07,2996.6,3015.16314473056,-18.5631447305643
2010-09-08,2995.2,3018.99837239844,-23.7983723984352
2010-09-09,2947.6,3022.83985356233,-75.2398535623261
2010-09-10,2940.6,3026.68560789688,-86.0856078968847
2010-09-13,2967.4,3030.53362397563,-63.1336239756307
2010-09-14,2966.8,3034.38185478776,-67.5818547877629
2010-09-15,2920,3038.22822722557,-118.228227225574
