"M0Date","M0Close","M0_hpft","M0_hpfc"
2010-06-01,2792,2884.3664496231,-92.3664496230955
2010-06-02,2798,2886.46187150915,-88.4618715091492
2010-06-03,2805,2888.60357490736,-83.6035749073591
2010-06-04,2818,2890.79200657308,-72.7920065730769
2010-06-07,2771,2893.0275787032,-122.027578703203
2010-06-08,2775,2895.31067340541,-120.310673405407
2010-06-09,2765,2897.64162234617,-132.641622346173
2010-06-10,2765,2900.02070746021,-135.020707460214
2010-06-11,2752,2902.44815585359,-150.448155853588
2010-06-17,2777,2904.92413882024,-127.924138820236
2010-06-18,2794,2907.44876546491,-113.44876546491
2010-06-21,2854,2910.02209201361,-56.0220920136096
2010-06-22,2848,2912.6441277973,-64.6441277973046
2010-06-23,2846,2915.31485898951,-69.3148589895108
2010-06-24,2840,2918.03424504254,-78.0342450425363
2010-06-25,2831,2920.8022167567,-89.8022167566998
2010-06-28,2829,2923.618672676,-94.6186726760017
2010-06-29,2831,2926.48347422408,-95.483474224076
2010-06-30,2812,2929.39644371285,-117.396443712847
2010-07-01,2814,2932.3573639851,-118.357363985099
2010-07-02,2832,2935.36596935686,-103.365969356864
2010-07-05,2824,2938.4219452199,-114.421945219903
2010-07-06,2830,2941.52493423865,-111.524934238652
2010-07-07,2833,2944.67453178006,-111.674531780059
2010-07-08,2866,2947.87028711126,-81.8702871112555
2010-07-09,2899,2951.11170333754,-52.1117033375375
2010-07-12,2887,2954.39824972232,-67.3982497223183
2010-07-13,2884,2957.7293739881,-73.7293739881003
2010-07-14,2891,2961.10449599771,-70.1044959977065
2010-07-15,2898,2964.52300513716,-66.523005137164
2010-07-16,2946,2967.98426181421,-21.9842618142065
2010-07-19,2942,2971.48759893866,-29.4875989386588
2010-07-20,2911,2975.0323403327,-64.0323403327018
2010-07-21,2907,2978.61779762981,-71.6177976298121
2010-07-22,2904,2982.2432559949,-78.2432559948971
2010-07-23,2909,2985.90797098896,-76.9079709889619
2010-07-26,2926,2989.61116583048,-63.6111658304844
2010-07-27,2873,2993.35203194709,-120.352031947093
2010-07-28,2897,2997.12973447233,-100.129734472332
2010-07-29,2921,3000.94338879088,-79.9433887908808
2010-07-30,2952,3004.792068898,-52.792068897999
2010-08-02,3026,3008.67481574345,17.3251842565544
2010-08-03,3004,3012.59064845488,-8.59064845487731
2010-08-04,3013,3016.53859332148,-3.53859332147515
2010-08-05,2970,3020.51767308141,-50.517673081413
2010-08-06,3007,3024.52690901015,-17.5269090101481
2010-08-09,3039,3028.56530150115,10.4346984988516
2010-08-10,3005,3032.63184370297,-27.6318437029691
2010-08-11,2997,3036.72553307748,-39.7255330774818
2010-08-12,3002,3040.84535566456,-38.8453556645633
2010-08-13,3051,3044.9902810833,6.00971891670197
2010-08-16,3053,3049.15926289559,3.84073710440749
2010-08-17,3042,3053.35125714748,-11.3512571474781
2010-08-18,3028,3057.56522147269,-29.5652214726904
2010-08-19,3021,3061.80010881273,-40.8001088127319
2010-08-20,2969,3066.05485988809,-97.0548598880871
2010-08-23,2985,3070.32839855406,-85.3283985540572
2010-08-24,2967,3074.6196085474,-107.619608547402
2010-08-25,2951,3078.92733833357,-127.927338333574
2010-08-26,2974,3083.25039189238,-109.250391892376
2010-08-27,3000,3087.58752032356,-87.5875203235563
2010-08-30,3025,3091.93742956727,-66.9374295672678
2010-08-31,2974,3096.29878935841,-122.298789358407
2010-09-01,2985,3100.67024176265,-115.670241762648
2010-09-02,2984,3105.05037829225,-121.05037829225
2010-09-03,3027,3109.43774264608,-82.4377426460835
2010-09-06,3057,3113.83082848563,-56.8308284856254
2010-09-07,3089,3118.22809539591,-29.2280953959073
2010-09-08,3069,3122.62797947039,-53.6279794703914
2010-09-09,3042,3127.02890472082,-85.0289047208234
2010-09-10,3044,3131.42927299129,-87.4292729912938
2010-09-13,3049,3135.82745097836,-86.8274509783636
2010-09-14,3047,3140.22176923885,-93.2217692388467
2010-09-15,3093,3144.61052243859,-51.6105224385894
2010-09-16,3106,3148.99196670928,-42.9919667092825
2010-09-17,3110,3153.36433684894,-43.3643368489427
2010-09-20,3230,3157.7258498844,72.2741501155974
2010-09-21,3247,3162.07470491743,84.9252950825736
2010-09-27,3283,3166.40913092504,116.590869074963
2010-09-28,3302,3170.72739198892,131.272608011079
2010-09-29,3227,3175.02780038477,51.9721996152263
2010-09-30,3258,3179.30872265109,78.6912773489138
2010-10-08,3184,3183.56854680953,0.431453190471975
2010-10-11,3336,3187.8056934096,148.194306590403
2010-10-12,3391,3192.01858317924,198.981416820764
2010-10-13,3413,3196.2056981038,216.794301896202
2010-10-14,3409,3200.36560241973,208.634397580268
2010-10-15,3417,3204.49694997735,212.503050022648
2010-10-18,3361,3208.59848086817,152.401519131834
2010-10-19,3361,3212.66902302384,148.330976976163
2010-10-20,3348,3216.70746737265,131.292532627345
2010-10-21,3367,3220.71276615713,146.287233842866
2010-10-22,3394,3224.68392589067,169.316074109326
2010-10-25,3447,3228.62001355599,218.379986444005
2010-10-26,3385,3232.52016612429,152.479833875712
2010-10-27,3322,3236.38361083615,85.6163891638497
2010-10-28,3386,3240.20963796133,145.790362038666
2010-10-29,3341,3243.99757315992,97.0024268400833
2010-11-01,3404,3247.74680235595,156.253197644053
2010-11-02,3367,3251.45675157019,115.54324842981
2010-11-03,3340,3255.12691141234,84.8730885876581
2010-11-04,3384,3258.75682025294,125.243179747064
2010-11-05,3481,3262.34605154572,218.653948454279
2010-11-08,3488,3265.89423051487,222.105769485134
2010-11-09,3503,3269.40107276735,233.59892723265
2010-11-10,3511,3272.86638571971,238.133614280291
2010-11-11,3499,3276.29007334887,222.709926651127
2010-11-12,3376,3279.67213806649,96.3278619335069
2010-11-15,3378,3283.01267434382,94.9873256561756
2010-11-16,3347,3286.31181647012,60.6881835298756
2010-11-17,3230,3289.56973799843,-59.5697379984261
2010-11-18,3242,3292.786637568,-50.7866375680042
2010-11-19,3254,3295.96268919432,-41.9626891943199
2010-11-22,3208,3299.09804589962,-91.0980458996174
2010-11-23,3216,3302.19284336058,-86.1928433605817
2010-11-24,3260,3305.24717959754,-45.2471795975427
2010-11-25,3249,3308.26111700215,-59.2611170021521
2010-11-26,3206,3311.23469926274,-105.234699262735
2010-11-29,3207,3314.16794557147,-107.167945571472
2010-11-30,3195,3317.06083162067,-122.060831620674
2010-12-01,3218,3319.9132888039,-101.913288803897
2010-12-02,3256,3322.72519805947,-66.7251980594667
2010-12-03,3265,3325.49639819907,-60.4963981990672
2010-12-06,3281,3328.22670045264,-47.2267004526383
2010-12-07,3283,3330.91589104349,-47.9158910434895
2010-12-08,3238,3333.56373667333,-95.5637366733285
2010-12-09,3261,3336.16998423717,-75.1699842371698
2010-12-10,3258,3338.73434112804,-80.7343411280415
2010-12-13,3292,3341.25648366653,-49.2564836665282
2010-12-14,3348,3343.73605480115,4.26394519885074
2010-12-15,3304,3346.17267711944,-42.1726771194378
2010-12-16,3326,3348.56597497179,-22.5659749717932
2010-12-17,3338,3350.91555527593,-12.9155552759279
2010-12-20,3344,3353.2210156217,-9.22101562169839
2010-12-21,3362,3355.48194826032,6.51805173968008
2010-12-22,3347,3357.69794163117,-10.6979416311732
2010-12-23,3371,3359.86858686821,11.131413131787
2010-12-24,3399,3361.99347068311,37.0065293168929
2010-12-27,3386,3364.07218438888,21.9278156111212
2010-12-28,3417,3366.10433459561,50.8956654043873
2010-12-29,3385,3368.08953697724,16.9104630227582
2010-12-30,3421,3370.02742824626,50.9725717537385
2010-12-31,3440,3371.91765210505,68.082347894952
2011-01-04,3432,3373.75987332603,58.24012667397
2011-01-05,3386,3375.55378482412,10.4462151758848
2011-01-06,3424,3377.29910358834,46.7008964116607
2011-01-07,3361,3378.99555092586,-17.9955509258601
2011-01-10,3390,3380.6428674481,9.3571325519008
2011-01-11,3405,3382.24078632767,22.7592136723334
2011-01-12,3403,3383.78904460539,19.2109553946126
2011-01-13,3456,3385.2873887294,70.7126112706001
2011-01-14,3497,3386.73557308927,110.264426910731
2011-01-17,3531,3388.13338130404,142.866618695963
2011-01-18,3538,3389.48064257172,148.51935742828
2011-01-19,3526,3390.7772451457,135.222754854301
2011-01-20,3491,3392.02313867124,98.9768613287556
2011-01-21,3487,3393.21832868929,93.7816713107119
2011-01-24,3523,3394.3628616537,128.637138346299
2011-01-25,3472,3395.45682278401,76.5431772159873
2011-01-26,3419,3396.50035047335,22.4996495266484
2011-01-27,3455,3397.49361475446,57.5063852455405
2011-01-28,3452,3398.43679496061,53.563205039393
2011-01-31,3484,3399.33009419593,84.6699058040697
2011-02-01,3516,3400.17373770535,115.826262294649
2011-02-09,3560,3400.96798573306,159.032014266945
2011-02-10,3545,3401.71314640107,143.28685359893
2011-02-11,3543,3402.40959356894,140.590406431055
2011-02-14,3541,3403.05776032502,137.942239674981
2011-02-15,3486,3403.6581378724,82.3418621276024
2011-02-16,3461,3404.21127443368,56.7887255663194
2011-02-17,3436,3404.71775226831,31.2822477316883
2011-02-18,3452,3405.17817711005,46.821822889954
2011-02-21,3446,3405.59316762334,40.4068323766573
2011-02-22,3459,3405.96336182702,53.036638172983
2011-02-23,3343,3406.28941444245,-63.2894144424525
2011-02-24,3310,3406.57200211411,-96.5720021141125
2011-02-25,3360,3406.81177532531,-46.8117753253097
2011-02-28,3406,3407.00934464024,-1.00934464024016
2011-03-01,3405,3407.16530127304,-2.16530127304271
2011-03-02,3434,3407.28023602076,26.7197639792395
2011-03-03,3422,3407.35473878517,14.6452612148262
2011-03-04,3437,3407.38941051312,29.6105894868782
2011-03-07,3431,3407.38485820508,23.6151417949182
2011-03-08,3393,3407.34170110143,-14.3417011014313
2011-03-09,3389,3407.26056820401,-18.260568204006
2011-03-10,3346,3407.14208258653,-61.1420825865321
2011-03-11,3347,3406.98685977435,-59.986859774349
2011-03-14,3315,3406.79549001929,-91.7954900192906
2011-03-15,3339,3406.56853877685,-67.5685387768469
2011-03-16,3272,3406.30653355817,-134.306533558171
2011-03-17,3285,3406.00997394414,-121.009973944136
2011-03-18,3305,3405.67930399875,-100.679303998746
2011-03-21,3331,3405.3149177653,-74.3149177653038
2011-03-22,3330,3404.91716767036,-74.9171676703644
2011-03-23,3382,3404.48637542174,-22.4863754217395
2011-03-24,3358,3404.02283175945,-46.0228317594471
2011-03-25,3399,3403.52681812855,-4.52681812854578
2011-03-28,3392,3402.99859695011,-10.9985969501142
2011-03-29,3404,3402.43842877403,1.56157122596756
2011-03-30,3406,3401.84656960374,4.15343039625826
2011-03-31,3410,3401.22327608821,8.77672391178645
2011-04-01,3427,3400.56880659332,26.4311934066832
2011-04-06,3427,3399.88342311282,27.1165768871762
2011-04-07,3423,3399.16739856614,23.8326014338594
2011-04-08,3414,3398.42101708151,15.5789829184879
2011-04-11,3439,3397.64457263868,41.3554273613207
2011-04-12,3386,3396.83836565711,-10.8383656571073
2011-04-13,3376,3396.0027136509,-20.0027136509047
2011-04-14,3344,3395.137929654,-51.1379296539983
2011-04-15,3338,3394.24431843209,-56.2443184320927
2011-04-18,3346,3393.32216361243,-47.3221636124267
2011-04-19,3340,3392.37172557315,-52.3717255731477
2011-04-20,3374,3391.39324513137,-17.393245131368
2011-04-21,3365,3390.38694145576,-25.3869414557586
2011-04-22,3392,3389.3530265254,2.64697347460388
2011-04-25,3387,3388.29170182535,-1.2917018253471
2011-04-26,3359,3387.20316993483,-28.2031699348343
2011-04-27,3360,3386.08763289921,-26.0876328992101
2011-04-28,3389,3384.94528110567,4.05471889432585
2011-04-29,3316,3383.77629415797,-67.7762941579719
2011-05-03,3342,3382.58085333582,-40.5808533358209
2011-05-04,3322,3381.35911190296,-59.3591119029629
2011-05-05,3328,3380.11120634863,-52.1112063486342
2011-05-06,3279,3378.83724862539,-99.8372486253917
2011-05-09,3292,3377.53732914518,-85.5373291451775
2011-05-10,3310,3376.21149705108,-66.2114970510828
2011-05-11,3294,3374.85976612869,-80.8597661286902
2011-05-12,3282,3373.48212279431,-91.4821227943097
2011-05-13,3323,3372.07852004012,-49.0785200401152
2011-05-16,3310,3370.64887304324,-60.6488730432393
2011-05-17,3270,3369.1930766937,-99.1930766936981
2011-05-18,3276,3367.71100081174,-91.7110008117436
2011-05-19,3303,3366.20247421515,-63.2024742151535
2011-05-20,3344,3364.66728781212,-20.6672878121184
2011-05-23,3334,3363.10520638543,-29.105206385432
2011-05-24,3344,3361.51598617492,-17.5159861749158
2011-05-25,3335,3359.89937138936,-24.8993713893569
2011-05-26,3362,3358.25509899727,3.74490100273457
2011-05-27,3359,3356.58289567449,2.41710432551008
2011-05-30,3361,3354.88248964523,6.11751035476695
2011-05-31,3345,3353.15361013272,-8.1536101327238
2011-06-01,3348,3351.39598888883,-3.39598888882828
2011-06-02,3380,3349.6093542951,30.3906457048964
2011-06-03,3399,3347.79343332928,51.2065666707169
2011-06-07,3366,3345.94796553146,20.0520344685359
2011-06-08,3363,3344.07271160836,18.9272883916395
2011-06-09,3366,3342.16744055552,23.8325594444818
2011-06-10,3358,3340.23192919216,17.7680708078369
2011-06-13,3374,3338.265964189,35.7340358109973
2011-06-14,3375,3336.2693395613,38.7306604387029
2011-06-15,3363,3334.24186409537,28.7581359046325
2011-06-16,3344,3332.18336258716,11.8166374128448
2011-06-17,3312,3330.09367172022,-18.0936717202209
2011-06-20,3307,3327.97263306243,-20.9726330624296
2011-06-21,3316,3325.8200807026,-9.82008070260338
2011-06-22,3316,3323.63584006026,-7.63584006026221
2011-06-23,3310,3321.41973249577,-11.4197324957673
2011-06-24,3325,3319.17157621307,5.82842378692936
2011-06-27,3279,3316.89118469564,-37.8911846956412
2011-06-28,3288,3314.57837383627,-26.578373836265
2011-06-29,3315,3312.23294386501,2.7670561349904
2011-06-30,3324,3309.85468402544,14.1453159745589
2011-07-01,3304,3307.44338470502,-3.44338470502441
2011-07-04,3314,3304.9988421383,9.00115786169913
2011-07-05,3304,3302.52085113633,1.47914886367069
2011-07-06,3246,3300.00921023103,-54.0092102310343
2011-07-07,3258,3297.46371856574,-39.4637185657436
2011-07-08,3284,3294.8841529585,-10.8841529584964
2011-07-11,3300,3292.27027391461,7.72972608539009
2011-07-12,3288,3289.62183744031,-1.62183744031132
2011-07-13,3359,3286.93860273714,72.0613972628611
2011-07-14,3381,3284.22032833607,96.779671663933
2011-07-15,3385,3281.46680255546,103.533197444542
2011-07-18,3372,3278.67785371836,93.3221462816427
2011-07-19,3389,3275.85335294445,113.146647055553
2011-07-20,3393,3272.99320992885,120.006790071149
2011-07-21,3408,3270.09738113711,137.902618862892
2011-07-22,3405,3267.16587264071,137.83412735929
2011-07-25,3361,3264.19874751454,96.8012524854644
2011-07-26,3392,3261.1961258085,130.803874191504
2011-07-27,3429,3258.15816758631,170.841832413686
2011-07-28,3402,3255.08508698082,146.914913019184
2011-07-29,3375,3251.97716874388,123.022831256119
2011-08-01,3394,3248.83475835615,145.165241643852
2011-08-02,3373,3245.65825215087,127.341747849135
2011-08-03,3373,3242.44810646686,130.551893533141
2011-08-04,3343,3239.20483028089,103.795169719112
2011-08-05,3263,3235.92898653464,27.0710134653619
2011-08-08,3252,3232.62118107448,19.3788189255232
2011-08-09,3226,3229.28203093681,-3.28203093681183
2011-08-10,3260,3225.91216116867,34.0878388313335
2011-08-11,3277,3222.51219546016,54.4878045398444
2011-08-12,3282,3219.08277159213,62.9172284078687
2011-08-15,3308,3215.62454986842,92.3754501315813
2011-08-16,3288,3212.13821660039,75.8617833996146
2011-08-17,3307,3208.62449628355,98.3755037164463
2011-08-18,3307,3205.08414477173,101.915855228268
2011-08-19,3306,3201.51795858321,104.482041416792
2011-08-22,3327,3197.92677636415,129.073223635849
2011-08-23,3369,3194.31147994947,174.688520050527
2011-08-24,3355,3190.67300452771,164.32699547229
2011-08-25,3349,3187.01235749662,161.987642503383
2011-08-26,3337,3183.33061418012,153.669385819876
2011-08-29,3416,3179.62891686139,236.371083138612
2011-08-30,3408,3175.90847134426,232.091528655743
2011-08-31,3423,3172.17058113887,250.829418861128
2011-09-01,3407,3168.4166456927,238.583354307297
2011-09-02,3406,3164.64816813598,241.35183186402
2011-09-05,3400,3160.86675021974,239.133249780265
2011-09-06,3378,3157.07409346015,220.925906539851
2011-09-07,3402,3153.27199822143,248.728001778569
2011-09-08,3373,3149.46235618972,223.537643810277
2011-09-09,3385,3145.6471618653,239.352838134696
2011-09-13,3318,3141.82850214993,176.171497850075
2011-09-14,3277,3138.00856288417,138.991437115828
2011-09-15,3284,3134.18960273084,149.810397269158
2011-09-16,3273,3130.37393780621,142.626062193788
2011-09-19,3221,3126.56394615214,94.4360538478611
2011-09-20,3234,3122.76206476637,111.237935233628
2011-09-21,3228,3118.97076968271,109.029230317292
2011-09-22,3162,3115.19258291627,46.8074170837296
2011-09-23,3079,3111.43007155044,-32.4300715504438
2011-09-26,3012,3107.68582201695,-95.6858220169515
2011-09-27,3082,3103.96240734221,-21.9624073422148
2011-09-28,3041,3100.26236099994,-59.2623609999445
2011-09-29,2987,3096.58820738548,-109.588207385481
2011-09-30,3030,3092.94244639762,-62.9424463976219
2011-10-10,2954,3089.32753263563,-135.327532635632
2011-10-11,2929,3085.74589468096,-156.745894680961
2011-10-12,3010,3082.19990517618,-72.1999051761774
2011-10-13,3025,3078.69187197123,-53.691871971226
2011-10-14,3048,3075.22407307174,-27.2240730717384
2011-10-17,3042,3071.79876428905,-29.7987642890498
2011-10-18,2988,3068.41819018131,-80.4181901813052
2011-10-19,3007,3065.08458298905,-58.0845829890547
2011-10-20,2959,3061.80014171119,-102.800141711191
2011-10-21,3006,3058.56704133671,-52.5670413367063
2011-10-24,3027,3055.38741436118,-28.3874143611783
2011-10-25,3022,3052.26337155105,-30.2633715510503
2011-10-26,3018,3049.19701193853,-31.1970119385255
2011-10-27,3041,3046.19042204624,-5.19042204624398
2011-10-28,3016,3043.24567550121,-27.245675501214
2011-10-31,2970,3040.36484378496,-70.3648437849624
2011-11-01,2973,3037.54998711669,-64.549987116688
2011-11-02,2992,3034.80313662966,-42.8031366296622
2011-11-03,2966,3032.12629677471,-66.1262967747143
2011-11-04,2996,3029.52145430975,-33.5214543097548
2011-11-07,2968,3026.99056865841,-58.9905686584071
2011-11-08,2953,3024.5355853883,-71.5355853882953
2011-11-09,2949,3022.1584256824,-73.158425682397
2011-11-10,2892,3019.86098115376,-127.860981153758
2011-11-11,2890,3017.64511317476,-127.645113174756
2011-11-14,2915,3015.51263026539,-100.512630265387
2011-11-15,2908,3013.46528818185,-105.465288181853
2011-11-16,2887,3011.50480113275,-124.504801132748
2011-11-17,2889,3009.63283973168,-120.632839731685
2011-11-18,2863,3007.85102312668,-144.851023126676
2011-11-21,2850,3006.16092060124,-156.160920601238
2011-11-22,2800,3004.56404156302,-204.564041563022
2011-11-23,2795,3003.06183086926,-208.06183086926
2011-11-24,2758,3001.65564881868,-243.655648818685
2011-11-25,2757,3000.3467697055,-243.346769705497
2011-11-28,2780,2999.13636710659,-219.136367106593
2011-11-29,2795,2998.02551400877,-203.025514008769
2011-11-30,2772,2997.01519281688,-225.015192816885
2011-12-01,2830,2996.10630201324,-166.106302013235
2011-12-02,2814,2995.29964706791,-181.299647067907
2011-12-05,2817,2994.5959647892,-177.595964789199
2011-12-06,2792,2993.99591704365,-201.995917043652
2011-12-07,2809,2993.50009228668,-184.500092286679
2011-12-08,2792,2993.10899547637,-201.108995476373
2011-12-09,2795,2992.82305530629,-197.823055306287
2011-12-12,2761,2992.64261733948,-231.64261733948
2011-12-13,2767,2992.56794536689,-225.567945366893
2011-12-14,2774,2992.59920742782,-218.599207427817
2011-12-15,2779,2992.73647832091,-213.736478320912
2011-12-16,2792,2992.9797424844,-200.979742484398
2011-12-19,2830,2993.32889600664,-163.328896006641
2011-12-20,2824,2993.78375189875,-169.783751898751
2011-12-21,2858,2994.34405565899,-136.344055658994
2011-12-22,2877,2995.00948260317,-118.009482603174
2011-12-23,2892,2995.77965168828,-103.779651688277
2011-12-26,2883,2996.65413309054,-113.654133090542
2011-12-27,2884,2997.63245408835,-113.632454088346
2011-12-28,2948,2998.71409497967,-50.7140949796662
2011-12-29,2944,2999.89848909154,-55.898489091541
2011-12-30,2951,3001.18504878794,-50.1850487879359
2012-01-04,2969,3002.57316332642,-33.5731633264217
2012-01-05,2963,3004.06220122005,-41.062201220053
2012-01-06,2947,3005.65151710437,-58.6515171043731
2012-01-09,2942,3007.3404486413,-65.3404486413045
2012-01-10,2983,3009.12830924867,-26.1283092486716
2012-01-11,2976,3011.01438533504,-35.0143853350358
2012-01-12,2947,3012.99795250855,-65.9979525085459
2012-01-13,2913,3015.0782719039,-102.078271903897
2012-01-16,2873,3017.25457737495,-144.254577374947
2012-01-17,2909,3019.52606058037,-110.526060580367
2012-01-18,2893,3021.89185354997,-128.891853549969
2012-01-19,2912,3024.3510426264,-112.351042626398
2012-01-20,2949,3026.90266087366,-77.9026608736562
2012-01-30,2956,3029.54569491418,-73.545694914176
2012-01-31,2943,3032.27909916886,-89.2790991688605
2012-02-01,2969,3035.10179765741,-66.1017976574067
2012-02-02,2975,3038.01267749546,-63.0126774954569
2012-02-03,2971,3041.01059847472,-70.0105984747168
2012-02-06,3032,3044.09439434001,-12.0943943400135
2012-02-07,3015,3047.2628698965,-32.2628698964968
2012-02-08,3038,3050.51482495004,-12.5148249500375
2012-02-09,3017,3053.84904597011,-36.8490459701073
2012-02-10,2983,3057.26431425366,-74.2643142536588
2012-02-13,3018,3060.75939586514,-42.7593958651366
2012-02-14,3029,3064.33302617145,-35.3330261714531
2012-02-15,3025,3067.98392286423,-42.9839228642273
2012-02-16,3025,3071.71078902997,-46.710789029966
2012-02-17,3067,3075.51230998758,-8.51230998757782
2012-02-20,3072,3079.38715174731,-7.38715174730675
2012-02-21,3082,3083.33397680081,-1.33397680080538
2012-02-22,3068,3087.35144458623,-19.3514445862295
2012-02-23,3077,3091.43821399025,-14.4382139902538
2012-02-24,3078,3095.59293590058,-17.5929359005764
2012-02-27,3106,3099.81425523651,6.18574476348943
2012-02-28,3136,3104.10080964549,31.8991903545065
2012-02-29,3138,3108.45123933153,29.5487606684651
2012-03-01,3117,3112.86419768469,4.1358023153129
2012-03-02,3158,3117.33835030912,40.6616496908801
2012-03-05,3184,3121.87236451869,62.1276354813121
2012-03-06,3181,3126.46492443521,54.5350755647892
2012-03-07,3158,3131.11473986147,26.885260138525
2012-03-08,3140,3135.82054314285,4.17945685715511
2012-03-09,3193,3140.58107773805,52.4189222619473
2012-03-12,3174,3145.39508883336,28.6049111666393
2012-03-13,3186,3150.261343283,35.7386567169983
