"GR_10yryDate","GR_10yryClose","GR_10yry_hpft","GR_10yry_hpfc"
2023-03-02,2.76,2.35469608341913,0.365303916580874
2023-03-01,2.72,2.35384304840761,0.296156951592388
2023-02-28,2.65,2.35295416995318,0.217045830046817
2023-02-27,2.57,2.35202934897364,0.181303984359692
2023-02-26,2.53333333333333,2.35106857610478,0.145598090561888
2023-02-25,2.49666666666667,2.35007191692599,0.109928083074005
2023-02-24,2.46,2.34903949720132,0.170960502798685
2023-02-23,2.52,2.34797148813448,0.192028511865521
2023-02-22,2.54,2.34686813159748,0.133131868402524
2023-02-21,2.48,2.34572974883908,0.0942702511609224
2023-02-20,2.44,2.3445567161395,0.1254432838605
2023-02-19,2.47,2.34334944874651,0.156650551253494
2023-02-18,2.5,2.34210841376104,0.187891586238962
2023-02-17,2.53,2.34083414303704,0.119165856962965
2023-02-16,2.46,2.33952724609532,0.0604727539046847
2023-02-15,2.4,2.33818838171503,0.0118116182849663
2023-02-14,2.35,2.33681823367238,0.00318176632761995
2023-02-13,2.34,2.33541749062593,0.00124917604074019
2023-02-12,2.33666666666667,2.3339868425496,-0.000653509216266444
2023-02-11,2.33333333333333,2.33252697993356,-0.00252697993356147
2023-02-10,2.33,2.3310385929979,-0.0610385929979009
2023-02-09,2.27,2.3295223709181,0.0204776290819047
2023-02-08,2.35,2.32797897763883,-0.0479789776388265
2023-02-07,2.28,2.32640908556929,-0.0764090855692877
2023-02-06,2.25,2.32481334728613,-0.11481334728613
2023-02-05,2.21,2.32319238378157,-0.15319238378157
2023-02-04,2.17,2.32154676858864,-0.19154676858864
2023-02-03,2.13,2.3198770119167,-0.0798770119166995
2023-02-02,2.24,2.3181835447975,-0.0681835447975026
2023-02-01,2.25,2.31646676524476,-0.0364667652447621
2023-01-31,2.28,2.31472704308792,-0.0247270430879167
2023-01-30,2.29,2.31296473308247,-0.0362980664158063
2023-01-29,2.27666666666667,2.31118017976282,-0.0478468464294855
2023-01-28,2.26333333333333,2.30937371265914,-0.0593737126591355
2023-01-27,2.25,2.30754564152364,-0.137545641523644
2023-01-26,2.17,2.30569625156585,-0.215696251565846
2023-01-25,2.09,2.30382577113944,-0.143825771139438
2023-01-24,2.16,2.30193433943796,-0.131934339437955
2023-01-23,2.17,2.30002203620315,-0.146688702869815
2023-01-22,2.15333333333333,2.2980888866404,-0.161422219973734
2023-01-21,2.13666666666667,2.29613485531986,-0.176134855319858
2023-01-20,2.12,2.2941598400863,-0.274159840086305
2023-01-19,2.02,2.29216366597741,-0.202163665977406
2023-01-18,2.09,2.29014604470415,-0.100146044704152
2023-01-17,2.19,2.28810660441122,-0.0781066044112186
2023-01-16,2.21,2.28604493184689,-0.109378265180222
2023-01-15,2.17666666666667,2.28396058147335,-0.140627248140022
2023-01-14,2.14333333333333,2.28185306254029,-0.171853062540287
2023-01-13,2.11,2.27972182616763,-0.079721826167632
2023-01-12,2.2,2.27756625243823,-0.0175662524382265
2023-01-11,2.26,2.27538568848108,0.0246143115189183
2023-01-10,2.3,2.27317947416409,0.0168205258359084
2023-01-09,2.29,2.2709469595296,0.0357197071370671
2023-01-08,2.30666666666667,2.26868750157305,0.0546458317602851
2023-01-07,2.32333333333333,2.26640047205476,0.0735995279452376
2023-01-06,2.34,2.26408526532361,0.055914734676387
2023-01-05,2.32,2.26174130615149,0.0582586938485113
2023-01-04,2.32,2.25936804242316,0.100631957576841
2023-01-03,2.36,2.25696494610526,0.233035053894736
2023-01-02,2.49,2.25453153076167,0.248801802571662
2023-01-01,2.50333333333333,2.25206740628349,0.264599260383175
2022-12-31,2.51666666666667,2.24957228540654,0.280427714593459
2022-12-30,2.53,2.24704599024131,0.252954009758688
2022-12-29,2.5,2.2444884588158,0.245511541184202
2022-12-28,2.49,2.24189973371914,0.258100266280859
2022-12-27,2.5,2.23927995902486,0.233220040975143
2022-12-26,2.4725,2.23662938549493,0.208370614505071
2022-12-25,2.445,2.233948360295,0.183551639705004
2022-12-24,2.4175,2.23123731672291,0.158762683277089
2022-12-23,2.39,2.22849676394917,0.0915032360508264
2022-12-22,2.32,2.22572727677052,0.0742727232294794
2022-12-21,2.3,2.22292946780747,0.0670705321925313
2022-12-20,2.29,2.22010398038182,-0.0201039803818176
2022-12-19,2.2,2.21725148553963,-0.0172514855396263
2022-12-18,2.2,2.21437264601684,-0.0143726460168405
2022-12-17,2.2,2.21146811741828,-0.0114681174182808
2022-12-16,2.2,2.20853854940775,-0.278538549407751
2022-12-15,1.93,2.20558458690852,-0.235584586908525
2022-12-14,1.97,2.20260675970733,-0.252606759707328
2022-12-13,1.95,2.19960550020967,-0.279605500209667
2022-12-12,1.92,2.19658113640347,-0.296581136403475
2022-12-11,1.9,2.1935338806991,-0.313533880699097
2022-12-10,1.88,2.19046382291219,-0.330463822912185
2022-12-09,1.86,2.18737092325603,-0.41737092325603
2022-12-08,1.77,2.18425500534349,-0.394255005343488
2022-12-07,1.79,2.18111572026311,-0.331115720263107
2022-12-06,1.85,2.1779525561342,-0.337952556134198
2022-12-05,1.84,2.17476486420615,-0.351431530872818
2022-12-04,1.82333333333333,2.17155185603239,-0.364885189365726
2022-12-03,1.80666666666667,2.16831259789869,-0.37831259789869
2022-12-02,1.79,2.16504600526195,-0.315046005261953
2022-12-01,1.85,2.16175083719982,-0.221750837199823
2022-11-30,1.94,2.15842572256265,-0.22842572256265
2022-11-29,1.93,2.15506919853787,-0.165069198537869
2022-11-28,1.99,2.15167970789089,-0.178346374557555
2022-11-27,1.97333333333333,2.14825562515422,-0.191588958487557
2022-11-26,1.95666666666667,2.14479525113911,-0.204795251139109
2022-11-25,1.94,2.14129680746165,-0.271296807461646
2022-11-24,1.87,2.13775843108369,-0.117758431083688
2022-11-23,2.02,2.13417814682411,-0.0941781468241064
2022-11-22,2.04,2.130553930825,-0.0705539308250001
2022-11-21,2.06,2.12688372029916,-0.0502170536324906
2022-11-20,2.07666666666667,2.12316542329511,-0.0298320899617724
2022-11-19,2.09333333333333,2.11939692710366,-0.00939692710366299
2022-11-18,2.11,2.11557610668424,-0.0955761066842449
2022-11-17,2.02,2.11170083311204,0.0382991668879555
2022-11-16,2.15,2.10776893795482,0.0322310620451798
2022-11-15,2.14,2.10377826861176,0.0762217313882376
2022-11-14,2.18,2.09972668580519,0.0536066475281391
2022-11-13,2.15333333333333,2.09561208176404,0.0310545849026277
2022-11-12,2.12666666666667,2.09143237087651,0.00856762912348989
2022-11-11,2.1,2.08718548036702,0.142814519632978
2022-11-10,2.23,2.08286934100212,0.227130658997881
2022-11-09,2.31,2.07848194258178,0.30151805741822
2022-11-08,2.38,2.07402136879265,0.235978631207353
2022-11-07,2.31,2.06948582795706,0.227180838709603
2022-11-06,2.29666666666667,2.06487362594102,0.218459707392315
2022-11-05,2.28333333333333,2.06018316251813,0.20981683748187
2022-11-04,2.27,2.05541292776466,0.214587072235341
2022-11-03,2.27,2.05056149848648,0.139438501513516
2022-11-02,2.19,2.04562754019123,0.0643724598087678
2022-11-01,2.11,2.04060977602465,0.149390223975349
2022-10-31,2.19,2.03550695574179,0.134493044258207
2022-10-30,2.17,2.03031789084929,0.119682109150705
2022-10-29,2.15,2.02504144844809,0.104958551551908
2022-10-28,2.13,2.01967654511056,0.210323454889439
2022-10-27,2.23,2.0142221407951,0.185777859204905
2022-10-26,2.2,2.00867728239917,0.281322717600832
2022-10-25,2.29,2.00304109361334,0.436958906386664
2022-10-24,2.44,1.99731281441569,0.466020518917647
2022-10-23,2.46333333333333,1.99149186540546,0.49517480126121
2022-10-22,2.48666666666667,1.98557785981616,0.524422140183843
2022-10-21,2.51,1.97957061556648,0.480429384433522
2022-10-20,2.46,1.97347016735036,0.396529832649644
2022-10-19,2.37,1.96727674845169,0.402723251548312
2022-10-18,2.37,1.96099075606419,0.319009243935811
2022-10-17,2.28,1.95461275385086,0.315387246149137
2022-10-16,2.27,1.94814343734033,0.311856562659672
2022-10-15,2.26,1.94158363242974,0.308416367570261
2022-10-14,2.25,1.93493429392506,0.405065706074936
2022-10-13,2.34,1.92819650411943,0.441803495880569
2022-10-12,2.37,1.92137151274368,0.408628487256319
2022-10-11,2.33,1.91446075215237,0.255539247847631
2022-10-10,2.17,1.90746582361093,0.252534176389074
2022-10-09,2.16,1.90038843401402,0.249611565985976
2022-10-08,2.15,1.89323039464424,0.246769605355761
2022-10-07,2.14,1.88599361996318,0.13400638003682
2022-10-06,2.02,1.87868012643737,0.101319873562626
2022-10-05,1.98,1.87129198592592,-0.0512919859259236
2022-10-04,1.82,1.86383131216961,0.266168687830387
2022-10-03,2.13,1.85630019770724,0.270366468959422
2022-10-02,2.12666666666667,1.84870084510107,0.27463248823226
2022-10-01,2.12333333333333,1.84103556867183,0.278964431328167
2022-09-30,2.12,1.83330679626239,0.416693203737612
2022-09-29,2.25,1.82551707102817,0.484482928971832
2022-09-28,2.31,1.81766910836896,0.282330891631039
2022-09-27,2.1,1.80976582395027,0.260234176049734
2022-09-26,2.07,1.80181025014184,0.234856416524827
2022-09-25,2.03666666666667,1.79380552688367,0.209527806449662
2022-09-24,2.00333333333333,1.78575489119614,0.184245108803865
2022-09-23,1.97,1.77766166670986,0.0423383332901446
2022-09-22,1.82,1.76952925321491,0.06047074678509
2022-09-21,1.83,1.76136106800246,0.118638931997538
2022-09-20,1.88,1.75316055335985,0.0268394466401521
2022-09-19,1.78,1.74493120061493,0.0250687993850693
2022-09-17,1.77,1.73667651218988,0.0233234878101228
2022-09-16,1.76,1.72840000086935,0.00159999913065445
2022-09-15,1.73,1.72010518907898,-0.0101051890789789
2022-09-14,1.71,1.7117955999058,-0.0717955999058016
2022-09-13,1.64,1.70347475225973,-0.0134747522597281
2022-09-12,1.69,1.69514613537329,0.0048538646267072
2022-09-11,1.7,1.68681323290908,0.023186767090922
2022-09-10,1.71,1.67847953053608,0.04152046946392
2022-09-09,1.72,1.67014852350777,-0.100148523507768
2022-09-08,1.57,1.66182372424051,-0.101823724240507
2022-09-07,1.56,1.65350860375328,-0.143508603753277
2022-09-06,1.51,1.64520659097526,-0.0952065909752552
2022-09-05,1.55,1.63692105551489,-0.0835877221815549
2022-09-04,1.55333333333333,1.62865532762607,-0.0719886609594078
2022-09-03,1.55666666666667,1.6204127030109,-0.0604127030108979
2022-09-02,1.56,1.61219644761419,-0.0321964476141903
2022-09-01,1.58,1.60400980240873,-0.0840098024087261
2022-08-31,1.52,1.59585599505846,-0.145855995058457
2022-08-30,1.45,1.58773821850106,-0.0977382185010613
2022-08-29,1.49,1.57965960538325,-0.142992938716585
2022-08-28,1.43666666666667,1.57162324795064,-0.188289914617307
2022-08-27,1.38333333333333,1.56363217934132,-0.233632179341322
2022-08-26,1.33,1.555689354862,-0.235689354862
2022-08-25,1.32,1.54779763324517,-0.247797633245166
2022-08-24,1.3,1.53995977579872,-0.249959775798721
2022-08-23,1.29,1.53217844140109,-0.322178441401087
2022-08-22,1.21,1.5244561856075,-0.327789518940833
2022-08-21,1.19666666666667,1.51679543079735,-0.333462097464014
2022-08-20,1.18333333333333,1.50919846385499,-0.339198463854992
2022-08-19,1.17,1.50166743382523,-0.421667433825232
2022-08-18,1.08,1.49420434954158,-0.434204349541582
2022-08-17,1.06,1.48681104553744,-0.576811045537442
2022-08-16,0.91,1.47948917686335,-0.549489176863349
2022-08-15,0.93,1.4722401601397,-0.525573493473037
2022-08-14,0.946666666666667,1.46506518484978,-0.501731851516446
2022-08-13,0.963333333333333,1.4579652232261,-0.477965223226095
2022-08-12,0.98,1.45094104010544,-0.550941040105441
2022-08-11,0.9,1.44399320275286,-0.563993202752856
2022-08-10,0.88,1.43712205069662,-0.527122050696615
2022-08-09,0.91,1.4303276903328,-0.560327690332795
2022-08-08,0.87,1.42361001016649,-0.593610010166491
2022-08-07,0.83,1.41696866708594,-0.62696866708594
2022-08-05,0.79,1.41040307260473,-0.550403072604732
2022-08-04,0.86,1.40391237907281,-0.573912379072809
2022-08-03,0.83,1.39749551132556,-0.677495511325565
2022-08-02,0.72,1.39115115696637,-0.53115115696637
2022-08-01,0.86,1.38487772354892,-0.50821105688225
2022-07-31,0.876666666666667,1.37867339907063,-0.485340065737297
2022-07-30,0.893333333333333,1.3725361614546,-0.462536161454604
2022-07-29,0.91,1.36646378800415,-0.366463788004149
2022-07-28,1,1.36045386482854,-0.42045386482854
2022-07-27,0.94,1.3545038265558,-0.3745038265558
2022-07-26,0.98,1.34861093401511,-0.278610934015113
2022-07-25,1.07,1.34277229323086,-0.276105626564188
2022-07-24,1.06666666666667,1.3369848950609,-0.273651561727569
2022-07-23,1.06333333333333,1.33124561623214,-0.271245616232136
2022-07-22,1.06,1.32555122035481,-0.0455512203548059
2022-07-21,1.28,1.31989835891731,-0.109898358917308
2022-07-20,1.21,1.31428366457883,-0.0942836645788253
2022-07-19,1.22,1.30870372457106,-0.138703724571065
2022-07-18,1.17,1.30315508715262,-0.173155087152623
2022-07-17,1.13,1.29763424324764,-0.207634243247637
2022-07-15,1.09,1.29213761220483,-0.0621376122048285
2022-07-14,1.23,1.28666152754527,-0.146661527545267
2022-07-13,1.14,1.28120229710484,-0.171202297104837
2022-07-12,1.11,1.27575616809547,0.00424383190453449
2022-07-11,1.28,1.2703193169609,-0.00031931696090326
2022-07-10,1.27,1.26488792189913,-0.00488792189913448
2022-07-09,1.26,1.25945816097617,-0.00945816097616905
2022-07-08,1.25,1.25402621023753,0.0159737897624728
2022-07-07,1.27,1.24858824181914,-0.0285882418191366
2022-07-06,1.22,1.24314043445981,0.066859565540186
2022-07-05,1.31,1.23767895508116,0.0623210449188439
2022-07-04,1.3,1.23219999824182,0.104466668424843
2022-07-03,1.33666666666667,1.22669978426153,0.146633549071807
2022-07-02,1.37333333333333,1.2211745766422,0.188825423357796
2022-07-01,1.41,1.21562069949823,0.234379300501767
2022-06-30,1.45,1.21003455499689,0.399965445003108
2022-06-29,1.61,1.20441264218835,0.405587357811649
2022-06-28,1.61,1.19875162545253,0.311248374547466
2022-06-27,1.51,1.19304833682287,0.303618329843798
2022-06-26,1.49666666666667,1.18729973699024,0.29603359634309
2022-06-25,1.48333333333333,1.18150291214914,0.288497087850858
2022-06-24,1.47,1.17565507086256,0.294344929137438
2022-06-23,1.47,1.16975354094627,0.530246459053735
2022-06-22,1.7,1.16379577188685,0.586204228113147
2022-06-21,1.75,1.15777943235318,0.49222056764682
2022-06-20,1.65,1.15170243332744,0.498297566672564
2022-06-19,1.65,1.14556288925599,0.504437110744008
2022-06-18,1.65,1.13935912056129,0.510640879438707
2022-06-17,1.65,1.13308965617998,0.646910343820023
2022-06-16,1.78,1.12675323612709,0.633246763872914
2022-06-15,1.76,1.12034886782416,0.519651132175844
2022-06-14,1.64,1.11387582045174,0.426124179548259
2022-06-13,1.54,1.10733357799305,0.362666422006946
2022-06-12,1.47,1.10072180057407,0.299278199425934
2022-06-10,1.4,1.09404029823249,0.265959701767509
2022-06-09,1.36,1.08728900471543,0.212710995284569
2022-06-08,1.3,1.08046796370723,0.219532036292767
2022-06-07,1.3,1.07357730681842,0.201422693181581
2022-06-06,1.275,1.06661725640496,0.183382743595039
2022-06-03,1.25,1.05958811808323,0.160411881916769
2022-06-02,1.22,1.05249027327245,0.0775097267275518
2022-06-01,1.13,1.04532416969958,0.0346758303004176
2022-05-31,1.08,1.03809028713121,0.0219097128687885
2022-05-30,1.06,1.03078911966729,0.0092108803327098
2022-05-29,1.04,1.02342117046453,-0.00342117046453153
2022-05-28,1.02,1.01598694648692,-0.0159869464869219
2022-05-27,1,1.0084869532844,-0.0584869532843991
2022-05-26,0.95,1.00092168979856,-0.0509216897985562
2022-05-25,0.95,0.993291630794706,-0.0132916307947062
2022-05-24,0.98,0.985597229989289,-0.0255972299892895
2022-05-23,0.96,0.977838935604436,-0.0111722689377697
2022-05-22,0.966666666666667,0.970017185281498,0.00331614805183546
2022-05-21,0.973333333333333,0.962132412043577,0.0178675879564227
2022-05-20,0.98,0.9541850502844,-0.00418505028440021
2022-05-19,0.95,0.946175541783791,0.083824458216209
2022-05-18,1.03,0.938104326591433,0.0418956734085674
2022-05-17,0.98,0.929971879406659,0.0500281205933411
2022-05-16,0.98,0.921778692246885,0.0248879744197813
2022-05-15,0.946666666666667,0.913525277809082,-0.000191944475748818
2022-05-14,0.913333333333333,0.905212159077839,-0.0252121590778386
2022-05-13,0.88,0.896839858958557,-0.0168398589585573
2022-05-12,0.88,0.888408889934734,0.0715911100652658
2022-05-11,0.96,0.879919757529218,0.170080242470782
2022-05-10,1.05,0.871372996857534,0.218627003142467
2022-05-09,1.09,0.862769213339603,0.207230786660397
2022-05-08,1.07,0.854109102767008,0.195890897232992
2022-05-07,1.05,0.845393446592107,0.184606553407893
2022-05-06,1.03,0.836623107240677,0.123376892759323
2022-05-05,0.96,0.827799023447528,0.122200976552472
2022-05-04,0.95,0.818922184946472,0.131077815053528
2022-05-03,0.95,0.809993631984263,0.0400063680157371
2022-05-02,0.85,0.801014458990032,0.0389855410099676
2022-05-01,0.84,0.791985776929882,0.0380142230701177
2022-04-30,0.83,0.782908712884872,0.0370912871151284
2022-04-29,0.82,0.773784409649681,-0.0237844096496814
2022-04-28,0.75,0.764614025351125,-0.0246140253511249
2022-04-27,0.74,0.755398708284385,0.0546012917156146
2022-04-26,0.81,0.746139596570287,0.123860403429713
2022-04-25,0.87,0.736837850899566,0.146495482433768
2022-04-24,0.883333333333333,0.727494683161884,0.169171983504782
2022-04-23,0.896666666666667,0.718111365802197,0.191888634197803
2022-04-22,0.91,0.708689241194491,0.171310758805509
2022-04-21,0.88,0.699229731031684,0.140770268968316
2022-04-20,0.84,0.689734327819683,0.200265672180317
2022-04-19,0.89,0.680204582253198,0.177295417746802
2022-04-18,0.8575,0.670642127808664,0.154357872191336
2022-04-17,0.825,0.661048671249383,0.131451328750617
2022-04-15,0.7925,0.651425983143979,0.10857401685602
2022-04-14,0.76,0.641775888397695,0.158224111602305
2022-04-13,0.8,0.632100256796015,0.187899743203985
2022-04-12,0.82,0.622401023527886,0.117598976472114
2022-04-11,0.74,0.612680201452359,0.097319798547641
2022-04-10,0.71,0.602939852039265,0.0770601479607349
2022-04-09,0.68,0.593182076986517,0.0568179230134834
2022-04-08,0.65,0.583409009845543,0.0165909901544571
2022-04-07,0.6,0.57362280765406,0.0463771923459395
2022-04-06,0.62,0.563825634307847,-0.0438256343078467
2022-04-05,0.52,0.554019672873097,-0.0740196728730974
2022-04-04,0.48,0.544207088300293,-0.0375404216336262
2022-04-03,0.506666666666667,0.534390014943128,-0.00105668160979494
2022-04-02,0.533333333333333,0.524570571637614,0.0354294283623862
2022-04-01,0.56,0.514750876782971,0.0552491232170292
2022-03-31,0.57,0.504933063423513,0.105066936576488
2022-03-30,0.61,0.495119287441334,0.104880712558666
2022-03-29,0.6,0.485311748148966,0.0846882518510337
2022-03-28,0.57,0.475512688212414,-0.0155126882124138
2022-03-25,0.46,0.465724385304388,0.00427561469561197
2022-03-24,0.47,0.455949110685295,-0.0359491106852945
2022-03-23,0.42,0.446189137382904,0.00381086261709573
2022-03-22,0.45,0.436446723565027,-0.0764467235650274
2022-03-21,0.36,0.426724128974797,-0.08005746230813
2022-03-20,0.346666666666667,0.417023581755333,-0.0836902484219996
2022-03-19,0.333333333333333,0.407347276957176,-0.0873472769571763
2022-03-18,0.32,0.397697375036782,-0.087697375036782
2022-03-17,0.31,0.388076000344601,-0.058076000344601
2022-03-16,0.33,0.378485240980638,-0.0784852409806377
2022-03-15,0.3,0.368927161038537,-0.0689271610385369
2022-03-14,0.3,0.359403792169367,-0.0894037921693675
2022-03-13,0.27,0.349917137532414,-0.109917137532414
2022-03-12,0.24,0.340469163331117,-0.130469163331117
2022-03-11,0.21,0.331061790333514,-0.211061790333514
2022-03-10,0.12,0.321696885376899,-0.201696885376899
2022-03-09,0.12,0.312376228054271,-0.312376228054271
2022-03-08,0,0.303101514585129,-0.423101514585129
2022-03-07,-0.12,0.293874312065144,-0.390540978731811
2022-03-06,-0.0966666666666667,0.284696012697037,-0.35802934603037
2022-03-05,-0.0733333333333333,0.27556784724944,-0.325567847249439
2022-03-04,-0.05,0.266490898496,-0.256490898496
2022-03-03,0.01,0.257466114633845,-0.337466114633845
2022-03-02,-0.08,0.248494337837024,-0.228494337837024
2022-03-01,0.02,0.239576270784615,-0.0895762707846155
2022-02-28,0.15,0.230712521705459,-0.0907125217054592
2022-02-27,0.14,0.221903661800951,-0.0919036618009514
2022-02-26,0.13,0.213150224775809,-0.0931502247758092
2022-02-25,0.12,0.204452706345329,-0.104452706345329
2022-02-24,0.1,0.195811563720266,0.00418843627973432
2022-02-23,0.2,0.187227210934924,-0.0372272109349241
2022-02-22,0.15,0.178700063754811,-0.00870006375481066
2022-02-21,0.17,0.17023052255733,-0.000230522557330415
2022-02-20,0.17,0.161818984123504,0.00818101587649602
2022-02-19,0.17,0.153465845139096,0.016534154860904
2022-02-18,0.17,0.145171505671633,0.0748284943283671
2022-02-17,0.22,0.136936372623014,0.123063627376986
2022-02-16,0.26,0.128760883826531,0.0912391161734692
2022-02-15,0.22,0.120645527984813,0.0193544720151869
2022-02-14,0.14,0.112590831515189,0.0540758351514781
2022-02-13,0.166666666666667,0.104597328835254,0.0887360044980792
2022-02-12,0.193333333333333,0.096665576715346,0.123334423284654
2022-02-11,0.22,0.0887961686059651,0.101203831394035
2022-02-10,0.19,0.0809897489387666,0.0790102510612335
2022-02-09,0.16,0.0732470039791747,0.0767529960208253
2022-02-08,0.15,0.0655686526522388,0.0944313473477612
2022-02-07,0.16,0.0579554456094448,0.0787112210572219
2022-02-06,0.136666666666667,0.050408172536711,0.0629251607966223
2022-02-05,0.113333333333333,0.042927655655914,0.047072344344086
2022-02-04,0.09,0.0355147431994814,-0.0555147431994814
2022-02-03,-0.02,0.0281703028577431,-0.0581703028577431
2022-02-02,-0.03,0.02089517937371,-0.09089517937371
2022-02-01,-0.07,0.013690193444847,-0.093690193444847
2022-01-31,-0.08,0.00655612819622509,-0.0932227948628918
2022-01-30,-0.0866666666666667,-0.000506271974646616,-0.0928270613586867
2022-01-29,-0.0933333333333333,-0.00749630120509817,-0.0925036987949018
2022-01-28,-0.1,-0.0144132920031881,-0.0855867079968119
2022-01-27,-0.1,-0.0212566151144464,-0.118743384885554
