"CN_10yryDate","CN_10yryClose","CN_10yry_hpft","CN_10yry_hpfc"
2023-06-10,NA,2.72555857827549,-0.0413585782754935
2023-06-09,2.6842,2.72769378358757,-0.0252937835875725
2023-06-08,2.7024,2.72982897180368,-0.030128971803678
2023-06-07,2.6997,2.7319641153724,-0.0301641153724042
2023-06-06,2.7018,2.73409917428824,-0.0199991742882394
2023-06-05,2.7141,2.73623409607704,-0.0203007627437066
2023-06-04,2.71593333333333,2.73836881999781,-0.0206021533311404
2023-06-03,2.71776666666667,2.74050327691802,-0.0209032769180232
2023-06-02,2.7196,2.74263738918907,-0.0392373891890703
2023-06-01,2.7034,2.7447710705218,-0.0363710705218043
2023-05-31,2.7084,2.74690421840782,-0.0295042184078233
2023-05-30,2.7174,2.74903671530444,-0.0386367153044365
2023-05-29,2.7104,2.7511684314731,-0.0267684314730974
2023-05-28,2.7244,2.75329922120439,-0.0148992212043951
2023-05-26,2.7384,2.75542892772392,-0.028528927723921
2023-05-25,2.7269,2.75755738809853,-0.0384573880985298
2023-05-24,2.7191,2.75968442760237,-0.0432844276023686
2023-05-23,2.7164,2.76180985561285,-0.0282098556128457
2023-05-22,2.7336,2.76393346361532,-0.0307667969486581
2023-05-21,2.73316666666667,2.76605503143435,-0.0333216981010181
2023-05-20,2.73273333333333,2.76817432617671,-0.0358743261767145
2023-05-19,2.7323,2.77029110117535,-0.0360911011753469
2023-05-18,2.7342,2.77240509493418,-0.0374050949341835
2023-05-17,2.735,2.77451603103855,-0.042916031038548
2023-05-16,2.7316,2.77662361761201,-0.040823617612011
2023-05-15,2.7358,2.77872754503836,-0.0449275450383623
2023-05-14,2.7338,2.78082748682657,-0.0490274868265684
2023-05-13,2.7318,2.78292309791434,-0.0531230979143383
2023-05-12,2.7298,2.78501401297341,-0.0710140129734056
2023-05-11,2.714,2.78709984471654,-0.0527998447165381
2023-05-10,2.7343,2.78918017650217,-0.0374801765021745
2023-05-09,2.7517,2.79125456986342,-0.0320545698634244
2023-05-08,2.7592,2.79332257084059,-0.0402225708405902
2023-05-06,2.7531,2.79538371222392,-0.0483837122239165
2023-05-05,2.747,2.79743751017724,-0.0198375101772427
2023-05-04,2.7776,2.79948346086452,-0.0180167941978557
2023-05-03,2.78146666666667,2.80152105224969,-0.0161877189163587
2023-05-02,2.78533333333333,2.80354976484927,-0.0143497648492736
2023-05-01,2.7892,2.80556907248841,-0.0125024058217386
2023-04-30,2.79306666666667,2.80757844306066,-0.0106451097273265
2023-04-29,2.79693333333333,2.80957733929157,-0.00877733929156689
2023-04-28,2.8008,2.81156521950644,-0.0112652195064447
2023-04-27,2.8003,2.81354153840238,0.0157584615976247
2023-04-26,2.8293,2.81550574601985,0.0170942539801488
